"Realm","Character","Sphere 1","Sphere 2","Sphere 3","Sphere 4","Mote 1 Required","","","","","Mote 2 Required","","","",""
"IX","Amarant","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"IX","Amarant","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"IX","Amarant","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"IX","Beatrix","DEF +10","HP +150","ATK +10","","Spirit (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"IX","Beatrix","Confuse Imm. (minor)","RES +10","HP +200","Holy dam. +3%","Spirit (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"IX","Beatrix","HP +250","Legend Materia 1","ATK +10","","Spirit (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"IX","Beatrix","RES +20","Holy Res. (minor)","Holy dam. +6%","HP +400","Spirit (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"IX","Beatrix","DEF +20","Legend Materia 2","ATK +15","","Spirit (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"IX","Kuja","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"IX","Kuja","Silence Imm. (minor)","HP +200","MAG +10","Dark dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"IX","Kuja","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"IX","Kuja","Silence Imm. (moder.)","RES +20","MAG +10","Dark dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"IX","Kuja","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"IX","Marcus","DEF +10","RES +10","SPD +10","","Dexterity (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"IX","Marcus","HP +200","Slow Imm. (minor)","Wind dam. +3%","HP +200","Dexterity (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"IX","Marcus","RES +10","Legend Materia 1","ATK +15","","Dexterity (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"IX","Marcus","DEF +15","Slow Imm. (moder.)","Wind dam. +6%","SPD +10","Dexterity (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"IX","Marcus","HP +400","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"X","Tidus","DEF +10","RES +10","SPD +10","","Dexterity (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"X","Tidus","HP +200","Slow Imm. (minor)","Water dam. +3%","HP +200","Dexterity (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"X","Tidus","RES +10","Legend Materia 1","ATK +15","","Dexterity (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"X","Tidus","DEF +15","Water Res. (minor)","Water dam. +6%","SPD +10","Dexterity (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"X","Tidus","HP +400","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"X","Yuna","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"X","Yuna","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"X","Yuna","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"X","Yuna","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"X","Yuna","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"X","Wakka","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"X","Wakka","DEF +10","Paralyze Imm. (minor)","PHY dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"X","Wakka","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"X","Wakka","Paralyze Imm. (moder.)","RES +20","HP +250","PHY dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"X","Wakka","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"X","Lulu","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"X","Lulu","Silence Imm. (minor)","HP +200","RES +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"X","Lulu","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"X","Lulu","Silence Imm. (moder.)","DEF +20","RES +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"X","Lulu","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"X","Kimahri","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"X","Kimahri","Blind Imm. (minor)","HP +150","HP +150","Water dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"X","Kimahri","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"X","Kimahri","Blind Imm. (moder.)","HP +250","HP +250","Water dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"X","Kimahri","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"X","Rikku","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"X","Rikku","DEF +10","Paralyze Imm. (minor)","PHY dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"X","Rikku","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"X","Rikku","Paralyze Imm. (moder.)","RES +20","HP +250","PHY dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"X","Rikku","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"X","Auron","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"X","Auron","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"X","Auron","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"X","Auron","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"X","Auron","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"X","Jecht","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"X","Jecht","Blind Imm. (minor)","HP +150","HP +150","Dark and Fire dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"X","Jecht","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"X","Jecht","Blind Imm. (moder.)","HP +250","HP +250","Dark and Fire dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"X","Jecht","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"X","Braska","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"X","Braska","Sleep Imm. (minor)","HP +200","MAG +10","SUM dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"X","Braska","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"X","Braska","Sleep Imm. (moder.)","RES +20","MAG +10","SUM dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"X","Braska","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"X","Paine","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"X","Paine","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"X","Paine","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"X","Paine","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"X","Paine","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"X","Seymour","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"X","Seymour","Sleep Imm. (minor)","HP +200","RES +10","Dark dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"X","Seymour","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"X","Seymour","Sleep Imm. (moder.)","DEF +20","RES +10","Dark dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"X","Seymour","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XI","Shantotto","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XI","Shantotto","Sleep Imm. (minor)","HP +200","RES +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XI","Shantotto","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XI","Shantotto","Sleep Imm. (moder.)","DEF +20","RES +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XI","Shantotto","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XI","Ayame","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XI","Ayame","Blind Imm. (minor)","HP +150","HP +150","Ice dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XI","Ayame","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XI","Ayame","Ice Res. (minor)","HP +250","HP +250","Ice dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XI","Ayame","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XI","Curilla","DEF +10","MAG +10","ATK +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XI","Curilla","RES +10","Confuse Imm. (minor)","Holy dam. +3%","MAG +10","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XI","Curilla","DEF +10","Legend Materia 1","ATK +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XI","Curilla","RES +10","Holy Res. (minor)","Holy dam. +6%","MND +20","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XI","Curilla","HP +500","Legend Materia 2","ATK +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XI","Prishe","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XI","Prishe","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XI","Prishe","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XI","Prishe","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XI","Prishe","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XI","Lion","DEF +10","RES +10","SPD +10","","Dexterity (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XI","Lion","HP +200","Slow Imm. (minor)","Dagger dam. +3%","HP +200","Dexterity (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XI","Lion","RES +10","Legend Materia 1","ATK +15","","Dexterity (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XI","Lion","DEF +15","Slow Imm. (moder.)","Dagger dam. +6%","SPD +10","Dexterity (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XI","Lion","HP +400","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XI","Aphmau","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XI","Aphmau","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XI","Aphmau","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XI","Aphmau","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XI","Aphmau","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XI","Zeid","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XI","Zeid","Blind Imm. (minor)","HP +150","HP +150","Dark dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XI","Zeid","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XI","Zeid","Blind Imm. (moder.)","HP +250","HP +250","Dark dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XI","Zeid","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XI","Lilisette","DEF +10","RES +10","SPD +10","","Dexterity (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XI","Lilisette","HP +200","Slow Imm. (minor)","PHY dam. +3%","HP +200","Dexterity (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XI","Lilisette","RES +10","Legend Materia 1","ATK +15","","Dexterity (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XI","Lilisette","DEF +15","Slow Imm. (moder.)","PHY dam. +6%","SPD +10","Dexterity (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XI","Lilisette","HP +400","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XI","Naja","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XI","Naja","Blind Imm. (minor)","HP +150","HP +150","Earth dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XI","Naja","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XI","Naja","Blind Imm. (moder.)","HP +250","HP +250","Earth dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XI","Naja","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XI","Arciela","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XI","Arciela","Silence Imm. (minor)","HP +200","RES +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XI","Arciela","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XI","Arciela","Silence Imm. (moder.)","DEF +20","RES +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XI","Arciela","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XII","Vaan","DEF +10","RES +10","SPD +10","","Dexterity (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XII","Vaan","HP +200","Slow Imm. (minor)","Dagger dam. +3%","HP +200","Dexterity (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XII","Vaan","RES +10","Legend Materia 1","ATK +15","","Dexterity (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XII","Vaan","DEF +15","Slow Imm. (moder.)","Dagger dam. +6%","SPD +10","Dexterity (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XII","Vaan","HP +400","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XII","Balthier","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XII","Balthier","Blind Imm. (minor)","HP +150","HP +150","Fire dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XII","Balthier","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XII","Balthier","Blind Imm. (moder.)","HP +250","HP +250","Fire dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XII","Balthier","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XII","Fran","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XII","Fran","DEF +10","Slow Imm. (minor)","Bow dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XII","Fran","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XII","Fran","Slow Imm. (moder.)","RES +20","HP +250","Bow dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XII","Fran","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XII","Basch","DEF +10","RES +10","DEF +10","","Spirit (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XII","Basch","Confuse Imm. (minor)","RES +10","HP +200","Holy dam. +3%","Spirit (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XII","Basch","DEF +20","Legend Materia 1","ATK +10","","Spirit (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XII","Basch","RES +20","Confuse Imm. (moder.)","Holy dam. +6%","HP +300","Spirit (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XII","Basch","HP +500","Legend Materia 2","ATK +20","","Spirit (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XII","Ashe","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XII","Ashe","Sleep Imm. (minor)","HP +200","RES +10","Lightning dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XII","Ashe","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XII","Ashe","Lightning Res. (minor)","DEF +20","RES +10","Lightning dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XII","Ashe","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XII","Penelo","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XII","Penelo","Silence Imm. (minor)","HP +150","WHT heals +3%","HP +150","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XII","Penelo","RES +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XII","Penelo","Silence Imm. (moder.)","DEF +20","WHT heals +6%","HP +200","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XII","Penelo","RES +20","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XII","Gabranth","DEF +10","DEF +10","ATK +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XII","Gabranth","RES +10","Blind Imm. (minor)","Dark dam. +3%","HP +200","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XII","Gabranth","DEF +10","Legend Materia 1","ATK +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XII","Gabranth","RES +10","Confuse Imm. (minor)","Dark dam. +6%","MND +20","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XII","Gabranth","HP +500","Legend Materia 2","ATK +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XII","Larsa","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XII","Larsa","Silence Imm. (minor)","HP +150","WHT heals +3%","HP +150","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XII","Larsa","RES +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XII","Larsa","Silence Imm. (moder.)","DEF +20","WHT heals +6%","HP +200","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XII","Larsa","RES +20","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XII","Vayne","DEF +10","RES +10","MAG +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XII","Vayne","HP +250","Paralyze Imm. (minor)","Dark dam. +3%","ATK +10","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XII","Vayne","RES +15","Legend Materia 1","MAG +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XII","Vayne","DEF +15","Paralyze Imm. (moder.)","Dark dam. +6%","MAG +10","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XII","Vayne","HP +450","Legend Materia 2","ATK +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XII","Reks","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XII","Reks","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XII","Reks","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XII","Reks","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XII","Reks","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XIII","Lightning","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XIII","Lightning","Slow Imm. (minor)","HP +150","HP +150","Lightning and Holy dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XIII","Lightning","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XIII","Lightning","Lightning Res. (minor)","HP +250","HP +250","Lightning and Holy dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"XIII","Lightning","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"XIII","Snow","DEF +10","HP +150","ATK +10","","Spirit (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XIII","Snow","Confuse Imm. (minor)","RES +10","HP +200","Ice dam. +3%","Spirit (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XIII","Snow","HP +250","Legend Materia 1","ATK +10","","Spirit (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XIII","Snow","RES +20","Ice Res. (minor)","Ice dam. +6%","HP +400","Spirit (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XIII","Snow","DEF +20","Legend Materia 2","ATK +15","","Spirit (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XIII","Vanille","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"XIII","Vanille","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"XIII","Vanille","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"XIII","Vanille","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"XIII","Vanille","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"XIII","Sazh","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XIII","Sazh","DEF +10","Paralyze Imm. (minor)","PHY dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XIII","Sazh","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XIII","Sazh","Paralyze Imm. (moder.)","RES +20","HP +250","PHY dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XIII","Sazh","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XIII","Hope","DEF +10","ATK +10","MAG +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"XIII","Hope","RES +10","Sleep Imm. (minor)","Holy dam. +3%","ATK +10","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"XIII","Hope","DEF +10","Legend Materia 1","MAG +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"XIII","Hope","RES +10","Sleep Imm. (moder.)","Holy dam. +6%","MND +20","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"XIII","Hope","HP +500","Legend Materia 2","MAG +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"XIII","Fang","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"XIII","Fang","Blind Imm. (minor)","HP +150","HP +150","Wind dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"XIII","Fang","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"XIII","Fang","Blind Imm. (moder.)","HP +250","HP +250","Wind dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
