"Realm","Character","Img","Name","Tier","LM Ver","Effect","Mastery Bonus","Relic","Name (JP)","ID","Anima","GL","✓"
"XIV","Minfilia","","Bravery: Minfilia","LMR++","LMR++1","Restores 1000 HP to all allies every 3 Knight/Support ability, Grants [200% ATB 1] at the start of the battle, and casts [Soul Break Gauge +250] to the user after using 3 Knight/Support abilities (max 1)","","Dreadwyrm Blade (XIV)","勇晶・ミンフィリア","201140704","","","✓"
"XIV","Cid (XIV)","","Wisdom of Allag","LM","LM1","Machinist abilities deal 15% more damage","","-","古代アラグ文明の知識","201140801","","✓","✓"
"XIV","Cid (XIV)","","Skyfaring Engineer","LM","LM2","35% chance to dualcast Machinist abilities","","-","天を駆ける技師","201140802","","✓","✓"
"XIV","Cid (XIV)","","Toiling for Freedom","LMR","LMR1","Machinist abilities deal 25% more damage when equipping a gun","ATK +10","Machinist's Shirt (XIV)","自由のための技術","201140803","1","✓","✓"
"XIV","Ysayle","","Divine Burden","LM","LM1","Increases Ice damage dealt by 10%","","-","聖女に重ねた心","201140901","","✓","✓"
"XIV","Ysayle","","Shiva's Vessel","LM","LM2","30% chance to grant [Quick Cast 3] to the user after using a Ice attack","","-","神降ろしの巫女","201140902","","✓","✓"
"XIV","Ysayle","","The Greater Good","LMR","LMR1","20% chance to cause [Imperil Ice 10% (15s)] to the target after using a Ice attack","MAG +10","Halonic Exorcist's Rod (XIV)","想いを超える力","201140903","1","✓","✓"
"XIV","Ysayle","","Lady Iceheart","LMR","LMR2","25% chance to dualcast abilities that deal Ice damage","MAG +10","Goetia Chausses (XIV)","氷の巫女","201140904","5","✓","✓"
"XIV","Ysayle","","Bravery: Ysyale (Ice)","LMR++","LMR++1","100% chance to Dualcast every 3rd Ice ability & Ice Damage +10%; Quick ATB 1 at the start of battle","","Wicce Coat  (XIV)","勇晶・イゼル氷","201140905","","",""
"XIV","Haurchefant","","Silver Swordsman","LM","LM1","Knight abilities deal 15% more damage","","-","銀髪の剣士","201141001","","✓","✓"
"XIV","Haurchefant","","Fortemps Fortitude","LM","LM2","Restores HP for 100% of the user's maximum HP and grants [Last Stand] and [HP Stock (2000)] when HP fall below 20%","","-","誇り高き英雄","201141002","","✓","✓"
"XIV","Haurchefant","","Vows Unbroken","LMR","LMR1","25% chance to reduce damage taken by 30% when equipping a shield","ATK +10","Fortemps Haubergeon (XIV)","一角獣への誓い","201141003","1","✓","✓"
"XIV","Haurchefant","","Smile of a Hero","LMR","LMR2","25% chance to dualcast Knight abilities","ATK +10","Shire Custodian's Armor (XIV)","英雄に悲しい顔は似合わない","201141004","5","✓","✓"
"XIV","Haurchefant","","Hastening (Haurchefant)","LMR+","LMR+1","Grants [Quick Cast 3] after using three Knight abilities","ATK +10","Dreadwyrm Shield (XIV)","短縮【オルシュファン】","201141005","","✓",""
"XIV","Haurchefant","","Bravery: Haurchefant","LMR++","LMR++1","Max ATB at start of round & Holy Damage +10%; Once per battle, chases 3 Knight abilities with 250 SB Points to user","","Edengate Mail of Fending (XIV)","勇晶・オルシュファン","201141006","","",""
"XIV","Estinien","","Set on Vengeance","LM","LM1","Dragoon abilities deal 15% more damage","","-","復讐の決意","201141101","","✓","✓"
"XIV","Estinien","","Azure Dragoon","LM","LM2","30% chance to grant [Quick Cast 3] to the user after using a Dragoon ability","","-","蒼天の竜騎士","201141102","","✓","✓"
"XIV","Estinien","","Piercing Purpose","LMR","LMR1","Grants [Attach Wind] at the beginning of the battle","ATK +10","Drachen Gauntlets (XIV)","貫く意思の槍","201141103","1","✓","✓"
"XIV","Estinien","","Re-action (Estinien)","LMR+","LMR+1","100% chance to dualcast every third Wind/Dark ability","ATK +10","Shire Halberd (XIV)","再動【エスティニアン】","201141104","","✓","✓"
"XIV","Estinien","","Bravery: Estinien","LMR++","LMR++1","PHY Damage +25% with Spear equipped; Quick ATB 1 at the start of battle","","Dreadwyrm Greaves of Maiming (XIV)","勇晶・エスティニアン","201141105","","",""
"XIV","Alisaie","","Spirited Swimmer","LM","LM1","BLK attacks deal 10% more damage","","-","水泳の得意な妹","201141200","","✓","✓"
"XIV","Alisaie","","Progeny of the Circle","LM","LM2","35% chance to dualcast Black Magic and White Magic abilities","","-","救世詩盟盟主の令孫","201141201","","✓","✓"
"XIV","Alisaie","","Onslaught (Alisaie)","LMR+","LMR+1","50% chance to cast Scatter after using a Black Magic or White Magic ability","MAG +10","Duelist's Thighboots (XIV)","遊撃【アリゼー】","201141202","","✓",""
"XIV","Alisaie","","Bravery: Alisaie","LMR++","LMR++1","100% chance to Dualcast every 3rd Wind/Lightning ability & Wind/Lightning Damage +10%; Quick ATB 1 at the start of battle","","Atrophy Chapeau (XIV)","勇晶・アリゼー","201141203","","",""
"XV","Noctis","","Path of the True King","LM","LM1","PHY attacks deal 10% more damage","","-","真なる王への軌跡","201150100","","✓","✓"
"XV","Noctis","","Heir to Greatness","LM","LM2","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","偉大な父王の跡継ぎ","201150101","","✓","✓"
"XV","Noctis","","Divine Revelation","LMR","LMR1","25% chance to dualcast Combat abilities","ATK +10","Bronze Bangle (XV)","啓示を受けし者","201150102","1","✓","✓"
"XV","Noctis","","Bringer of Dawn","LMR","LMR2","PHY attacks deal 20% more damage when equipping a sword","ATK +10","Rune Saber (XV)","夜明けをもたらす者","201150103","4","✓","✓"
"XV","Noctis","","Unwavering Friendship","LMR","LMR3","Grants [Attach Fire] at the beginning of the battle","ATK +10","Armguards (XV)","変わらぬ友情","201150104","5","✓","✓"
"XV","Noctis","","Bravery: Noctis","LMR++","LMR++1","100% chance to dualcast every third Fire or Earth or Lightning ability, grants [Instant Cast 3] at the beginning of battle","","Robe of Lords (XV)","勇晶・ノクティス","201150105","","","✓"
"XV","Gladiolus","","Leader of the Van","LM","LM1","PHY attacks deal 10% more damage when equipping a sword","","-","先陣を切る武勇","201150200","","✓","✓"
"XV","Gladiolus","","To Duty Born","LM","LM2","ATK +3% for each hit taken by damaging attacks, up to +50%","","-","守護者たる器","201150201","","✓","✓"
"XV","Gladiolus","","Shield of the King","LMR","LMR1","30% chance to cover PHY attacks that target allies, reducing damage taken by 20%","ATK +10","Kite Shield (XV)","王の盾","201150202","1","✓","✓"
"XV","Gladiolus","","Prince's Pillar","LMR","LMR2","25% chance to dualcast Knight abilities","ATK +10","Gladiolus's Fatigues (XV)","若き統領の挟持","201150203","4","✓","✓"
"XV","Gladiolus","","Trusted Shield","LMR","LMR3","Grants [Attach Earth] at the beginning of the battle","ATK +10","Gladiolus's Guise (XV)","英霊が認めし戦士","201150204","4","✓","✓"
"XV","Gladiolus","","Bravery: Gladiolus","LMR++","LMR++1","Increases physical damage dealt by 10% when equipped with Sword, Grants [200% ATB 1] and [Quick Cast] at the beginning of the battle","","Force Shield (XV)","勇晶・グラディオラス","201150205","","","✓"
"XV","Ignis","","Young Philosopher","LM","LM1","Increases Fire damage dealt by 10%","","-","若き賢者","201150300","","✓","✓"
"XV","Ignis","","Lighting the Way","LM","LM2","35% chance to dualcast abilities that deal Fire damage","","-","王を照らす炎","201150301","","✓","✓"
"XV","Ignis","","Earnest Chef","LMR","LMR1","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Ignis's Fatigues (XV)","生真面目な料理人","201150302","1","✓","✓"
"XV","Ignis","","Overcoming Adversity","LMR","LMR2","Grants [Attach Fire] at the beginning of the battle","ATK +10","Gold Bangle (XV)","絶え間なき自己研鑽","201150303","4","✓","✓"
"XV","Prompto","","Memorable Journey","LM","LM1","Increases Lightning damage dealt by 10%","","-","旅の記録者","201150400","","✓","✓"
"XV","Prompto","","Fast Friends","LM","LM2","30% chance to cause [Imperil Lightning 10% (15s)] to the target after using a Machinist ability","","-","掴みし友人の資格","201150401","","✓","✓"
"XV","Prompto","","Common Valor","LMR","LMR1","25% chance to dualcast Machinist abilities","ATK +10","Iron Bangle (XV)","一般人の覚悟","201150402","1","✓","✓"
"XV","Prompto","","Uncommon Friendship","LMR","LMR2","Grants [Haste] and [Instant Cast 1] at the beginning of the battle","ATK +10","Prompto's Gloves (XV)","生まれを超えた友情","201150403","5","✓","✓"
"XV","Prompto","","Bravery: Prompto (Lightning)","LMR++","LMR++1","Increases Lightning damage dealt by 10%, chases every 2 equipped Lightning abilities with 4 single ranged attacks (0.80 each) with a 50% chance to cause [Imperil Lightning 10% (15s)], grants [Instant Cast 1] at the beginning of the battle","","Prompto's Enforcer (XV)","連閃・プロンプト雷","201150404","","","✓"
"XV","Iris","","Amicitia Touch","LM","LM1","WHT abilities restore 15% more HP","","-","アミシティア家の教え","201150500","","✓","✓"
"XV","Iris","","Got Your Back","LM","LM2","MND +1% for each hit dealt with White Magic abilities, up to +35%","","-","健気な後方支援","201150501","","✓","✓"
"XV","Iris","","Amicitia Line","LMR","LMR1","25% chance to dualcast White Magic abilities","MND +10","Power Wristband (XV)","アミシティアの系譜","201150502","1","✓","✓"
"XV","Iris","","Hidden Admiration","LMR","LMR2","35% chance to grant [Quick Cast 1] to the user after using a White Magic or Monk ability","MND +10","Iris's Guise (XV)","秘めた淡き想い","201150503","5","✓","✓"
"XV","Aranea","","Edgy Mercenary","LM","LM1","Increases Lightning damage dealt by 10%","","-","男勝りの傭兵隊長","201150600","","✓","✓"
"XV","Aranea","","Airborne Commander","LM","LM2","ATK +2% for each hit dealt with Dragoon abilities, up to +50%","","-","空中機動師団准将","201150601","","✓","✓"
"XV","Aranea","","Soaring Valkyrie","LMR","LMR1","Grants [Attach Lightning] at the beginning of the battle","ATK +10","Aranea's Gauntlet (XV)","天空を翔けし女傑","201150602","1","✓","✓"
"XV","Aranea","","Magitek Dragoon","LMR","LMR2","25% chance to dualcast Dragoon abilities","ATK +10","Frostbite Suit (XV)","魔導槍の使い手","201150603","5","✓","✓"
"XV","Aranea","","Onslaught (Aranea)","LMR+","LMR+1","50% chance to cast Magitek Thrust after using a Dragoon ability","ATK +10","Tempered Shield (XV)","遊撃【アラネア】","201150604","","✓","✓"
"XV","Cor","","Loyal Retainer","LM","LM1","Samurai abilities deal 15% more damage","","-","ルシス王の忠臣","201150800","","✓","✓"
"XV","Cor","","The Immortal","LM","LM2","35% chance to dualcast Samurai abilities","","-","不死将軍と謳われる男","201150801","","✓","✓"
"XV","Cor","","Stern Veteran","LMR","LMR1","Grants [Attach Fire] at the beginning of the battle","ATK +10","Niello Bracelet (XV)","歴戦の猛者","201150802","4","✓","✓"
"XV","Cor","","Bravery: Cor","LMR++","LMR++1","Increases Physical damage dealt by 10% when equipped with katana, Grants [200% ATB 1] and [Quick Cast] at the beginning of the battle","","Masamune (XV)","勇晶・コル","201150803","","","✓"
"XV","Lunafreya","","Voice of Gods","LM","LM1","SUM attacks deal 10% more damage","","-","神々の声を伝える者","201150900","","✓","✓"
"XV","Lunafreya","","Chosen Devotion","LM","LM2","35% chance to dualcast Summoning abilities","","-","未来の王への献身","201150901","","✓","✓"
"XV","Lunafreya","","Guide of Kings","LMR","LMR1","Grants [Attach Water] at the beginning of the battle","MAG +5, MND +5","Lunafreya's Diadem (XV)","王を導く使命","201150902","5","✓","✓"
"XV","Lunafreya","","Bravery: Lunafreya","LMR++","LMR++1","SUM Damage +20% with Rod equipped; Instant Cast 1 at the start of battle","","Circlet (XV)","勇晶・ルナフレーナ","201150903","","",""
"XV","Ardyn","","Elusive Cipher","LM","LM1","PHY attacks deal 10% more damage","","-","神出鬼没の風来坊","201151000","","✓","✓"
"XV","Ardyn","","King in the Shadows","LM","LM2","35% chance to dualcast abilities that deal Dark or Fire damage","","-","闇に葬られし王","201151001","","✓","✓"
"XV","Ardyn","","Onslaught (Ardyn)","LMR+","LMR+1","35% chance to cast an ability (PHY: single, 3x 0.39 physical Dark/Fire/NE, heals the user for 20% of the damage dealt) after dealing damage with a Dark or Fire ability","ATK +10","Ardyn's Hat (XV)","遊撃【アーデン】","201151002","","✓","✓"
"XV","Ardyn","","Bravery: Ardyn","LMR++","LMR++1","PHY Damage +25% with Sword equipped; Quick ATB 1 at the start of battle","","Ten-Gallon Hat (XV)","勇晶・アーデン","201151003","","",""
"XV","Ravus","","High Commander","LM","LM1","30% chance to grant [Quick Cast 3] to the user after using a Lightning or Dark ability","","-","帝国の将軍","201151100","","✓","✓"
"XV","Ravus","","Uncommon Hatred","LM","LM2","35% chance to dualcast Lightning and Dark abilities","","-","並々ならぬ憎悪","201151101","","✓","✓"
"XV","Ravus","","Bravery: Ravus","LMR++","LMR++1","100% chance to Dualcast every 3rd Lightning/Dark ability & Lightning/Dark Damage +10%; Quick ATB 1 at the start of battle","","Victorix (XV)","勇晶・レイヴス","201151102","","",""
"XVI","Clive","","Defying the Laws of the World","LM","LM1","Increases Fire damage dealt by ?% when equipping a sword","","-","世界の理にあらがう変革者","201160100","","",""
"XVI","Clive","","Resolve to Live as Human","LM","LM2","100% chance to dualcast every third Fire ability","","-","人として生きる決意","201160101","","",""
"XVI","Jill","","Silvermane's Legacy","LM","LM1","100% chance to dualcast every third Ice ability","","-","白銀の君","201160200","","",""
"XVI","Jill","","Prayer to Metia","LM","LM2","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","メティアへの願い","201160201","","",""
"XVI","Joshua","","Inherited Flame","LM","LM1","Black Magic abilitiies deal 25% more damage and WHT abilities restore 25% more HP when equipping a sword","","-","受け継ぎし炎","201160300","","",""
"XVI","Joshua","","Brotherly Resolve","LM","LM2","100% chance to dualcast every third Black Magic or White Magic ability","","-","兄を守る決意","201160301","","",""
"XVI","Cidolfus","","Defiant Martyr","LM","LM1","Increases Lightning damage dealt by 25% when equipping a sword","","-","世界にあらがう烈士","201160500","","","✓"
"XVI","Cidolfus","","Cid's Sins","LM","LM2","100% chance to dualcast every third Lightning ability","","-","大罪人シド","201160501","","","✓"
"FFT","Ramza","","Strength of Conviction","LM","LM1","Support abilities deal 15% more damage","","-","理想を貫く覚悟","201500100","","✓","✓"
"FFT","Ramza","","Beoulve Spirit","LM","LM2","Increases the duration of stat buffs by 40%","","-","ベオルブの魂","201500101","","✓","✓"
"FFT","Ramza","","True Hero","LMR","LMR1","Grants [Instant Cast 1] at the beginning of the battle, begins the round with full ATB gauge","ATK +10","Brigandine (FFT)","真なる勇者","201500102","1","✓","✓"
"FFT","Ramza","","Ambitious Knight","LMR","LMR2","25% chance to dualcast abilities that deal Holy damage","ATK +10","Platinum Armor (FFT)","高き志の騎士","201500103","4","✓","✓"
"FFT","Ramza","","Martial Pedigree","LMR","LMR3","Grants [Attach Holy] at the beginning of the battle","ATK +10","Broadsword (FFT)","誉れ高き武門の系譜","201500104","5","✓","✓"
"FFT","Agrias","","Knight's Devotion","LM","LM1","Increases Holy damage dealt by 10%","","-","ホーリーナイトの忠義","201500200","","✓","✓"
"FFT","Agrias","","Knight's Finesse","LM","LM2","30% chance to cause [Imperil Holy 10% (15s)] to the target after using a Knight ability","","-","ホーリーナイトの絶技","201500201","","✓","✓"
"FFT","Agrias","","Unshakeable Faith","LMR","LMR1","25% chance to dualcast Knight abilities","ATK +10","Jade Armlet (FFT)","揺るがぬ信義","201500202","1","✓","✓"
"FFT","Agrias","","Princess's Shield","LMR","LMR2","Grants [Attach Holy] at the beginning of the battle","ATK +10","Carabineer Mail (FFT)","王女の守護者","201500203","4","✓","✓"
"FFT","Delita","","Unshakeable Resolve","LM","LM1","Spellblade abilities deal 15% more damage","","-","確固たる意志","201500300","","✓","✓"
"FFT","Delita","","War Hero","LM","LM2","35% chance to dualcast Spellblade abilities","","-","獅子戦争の英雄","201500301","","✓","✓"
"FFT","Delita","","Ark Knight's Finesse","LMR","LMR1","ATK +2% for each hit dealt with Spellblade abilities, up to +34%","ATK +10","Aegis Shield (FFT)","アークナイトの妙技","201500302","1","✓","✓"
"FFT","Delita","","Lowborn Justice","LMR","LMR2","Spellblade abilities deal 25% more damage when equipping a sword or dagger","ATK +10","Golden Helm (FFT)","自らの正義のために","201500303","4","✓","✓"
"FFT","Delita","","Onslaught (Delita)","LMR+","LMR+1","35% chance to cast Hero-King's Blade after dealing damage with a Spellblade or Knight attack","ATK +10","Assassin's Dagger (FFT)","遊撃【ディリータ】","201500304","","✓","✓"
"FFT","Ovelia","","Gentle Princess","LM","LM1","WHT abilities restore 15% more HP","","-","優しきプリンセス","201500400","","✓","✓"
"FFT","Ovelia","","Prayer for Ivalice","LM","LM2","Reduces damage taken by Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark and Poison attacks by 15%","","-","イヴァリースに捧ぐ祈り","201500401","","✓","✓"
"FFT","Ovelia","","Divine Insight","LMR","LMR1","25% chance to dualcast White Magic abilities","MND +10","Celebrant's Miter (FFT)","聖魔法の心得","201500402","1","✓","✓"
"FFT","Ovelia","","Throes of Fate","LMR","LMR2","MND +1% for each hit dealt with White Magic abilities, up to +25%","MND +10","Cleansing Staff (FFT)","変遷する運命","201500412","4","✓","✓"
"FFT","Mustadio","","Mechanical Expertise","LM","LM1","Machinist abilities deal 15% more damage","","-","機械への造詣","201500500","","✓","✓"
"FFT","Mustadio","","Excavator of Relics","LM","LM2","35% chance to dualcast Machinist abilities","","-","失われた文明の発掘者","201500501","","✓","✓"
"FFT","Mustadio","","Machinist Marksman","LMR","LMR1","35% chance to grant [Quick Cast 1] to the user after using a Machinist ability","ATK +10","Empyreal Armband (FFT)","機工士の早撃ち","201500502","1","✓","✓"
"FFT","Orlandeau","","Invincible Knight","LM","LM1","PHY attacks deal 10% more damage","","-","無敗の騎士","201500600","","✓","✓"
"FFT","Orlandeau","","Holy Steel's Summit","LM","LM2","Grants [Infinite Haste] and [Instant Cast 3] at the beginning of the battle","","-","騎士の頂点に立つ剣聖","201500601","","✓","✓"
"FFT","Orlandeau","","Supreme Swordsman","LMR","LMR1","25% chance to dualcast Knight or Darkness abilities","ATK +10","Flame Shield (FFT)","至高の剣技","201500602","1","✓","✓"
"FFT","Orlandeau","","Southern Sky General","LMR","LMR2","PHY attacks deal 20% more damage when equipping a sword","ATK +10","Moonblade (FFT)","南天騎士団の長","201500603","4","✓","✓"
"FFT","Gaffgarion","","Dark Expertise","LM","LM1","Increases Dark damage dealt by 10%","","-","ダークナイトの本領","201500700","","✓","✓"
"FFT","Gaffgarion","","Tested Knight","LM","LM2","35% chance of smart ether 1 to the user after using a Dark attack","","-","歴戦のダークナイト","201500701","","✓","✓"
"FFT","Gaffgarion","","Dark Knight's Revelry","LMR","LMR1","Restores HP for 100% of the user's maximum HP and grants [Extended Quick Cast] when HP fall below 20%","ATK +10","Power Garb (FFT)","ダークナイトの妙技","201500702","1","✓","✓"
"FFT","Gaffgarion","","Fell Aspirations","LMR","LMR2","Grants [Attach Dark] at the beginning of the battle","ATK +10","Slasher (FFT)","ダークナイトの本懐","201500703","4","✓","✓"
"FFT","Rapha","","Skyseer Mystique","LM","LM1","Increases Lightning damage dealt by 10%","","-","天道士の秘術","201500900","","✓","✓"
"FFT","Rapha","","Sky Mantra Secrets","LM","LM2","35% chance to dualcast abilities that deal Lightning damage","","-","天道術の神秘","201500901","","✓","✓"
"FFT","Rapha","","Keeper of Faith","LMR","LMR1","35% chance to grant [Quick Cast 1] to the user after using a Lightning attack","MAG +10","Rapha's Bracer (FFT)","受け継ぎし真言","201500902","1","✓","✓"
"FFT","Marach","","Netherseer Mystique","LM","LM1","Increases Lightning damage dealt by 10%","","-","天冥士の秘術","201501000","","✓","✓"
"FFT","Marach","","Nether Mantra Secrets","LM","LM2","35% chance to dualcast abilities that deal Lightning damage","","-","天冥術の神秘","201501001","","✓","✓"
"FFT","Marach","","Sower of Doubt","LMR","LMR1","Grants [Attach Lightning] at the beginning of the battle","MAG +10","Marach's Guise (FFT)","裏真言の真価","201501002","1","✓","✓"
"FFT","Marach","","Blood of Galthena","LMR","LMR2","20% chance to cause [Imperil Lightning 10% (15s)] to the target after using a Lightning ability","MAG +10","Magepower Glove (FFT)","ガルテナーハの末裔","201501003","5","✓","✓"
"FFT","Meliadoul","","Divine Blade","LM","LM1","Knight abilities deal 15% more damage","","-","ディバインナイトの剣技","201501100","","✓","✓"
"FFT","Meliadoul","","Divine Secrets","LM","LM2","30% chance to cause [Imperil Earth 10% (15s)] and [Imperil Holy 10% (15s)] to the target after using a Knight ability","","-","ディバインナイトの絶技","201501101","","✓","✓"
"FFT","Meliadoul","","Unyielding Essence","LMR","LMR1","Knight abilities deal 25% more damage when equipping a sword","ATK +10","Venus Blade (FFT)","剛剣の真髄","201501102","1","✓","✓"
"FFT","Marche","","Indomitable Hope","LM","LM1","Increases Holy damage dealt by 10%","","-","迷いながらも進む意志","201501200","","✓","✓"
"FFT","Marche","","Inescapable Might","LM","LM2","35% chance to dualcast Knight abilities","","-","逃げない強さ","201501201","","✓","✓"
"FFT","Marche","","Deepest Wish","LMR","LMR1","Knight abilities deal 25% more damage when equipping a sword","ATK +10","Bronze Helm (A) (FFT)","心の底に秘めた望み","201501202","1","✓","✓"
"FFT","Montblanc","","Black Mage Flair","LM","LM1","BLK attacks deal 10% more damage","","-","黒魔道士の資質","201501300","","✓","✓"
"FFT","Montblanc","","Time Mage Flair","LM","LM2","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","時魔道士の資質","201501301","","✓","✓"
"FFT","Montblanc","","Magic Crutch","LMR","LMR1","35% chance to grant [Quick Cast 1] to the user after using a BLK attack","MAG +10","Silken Robe M (FFT)","補うための魔法の知識","201501302","1","✓","✓"
"FFT","Montblanc","","Kindhearted Moogle","LMR","LMR2","25% chance to cast an ability (NAT: group, ATK/MAG/MND -30%) after using a Dancer ability","MAG +10","Circlet M (FFT)","親切なモーグリ","201501303","4","✓","✓"
"FFT","Montblanc","","Perseverance (Montblanc)","LMR+","LMR+1","Restores HP for 100% of the user's maximum HP and grants [Instant ATB 1] and [Critical: Quicken Mode] when HP fall below 20%","MAG +10","Galmia Frock M (FFT)","底力【モンブラン】","201501304","","✓","✓"
"FFT","Alma","","Sanguine Sister","LM","LM1","WHT abilities restore 15% more HP","","-","明朗活発な妹","201501400","","✓","✓"
"FFT","Alma","","Saint Reborn","LM","LM2","35% chance to dualcast White Magic abilities","","-","聖者の生まれ変わり","201501401","","✓","✓"
"FFT","Alma","","Brother's Keeper","LMR","LMR1","27% chance to grant [Magical Blink 1] to the target after using a single-target White Magic ability that restores HP on an ally","MND +10","Wizard's Rod (FFT)","兄を案じる心","201501402","1","✓","✓"
"FFT","Alma","","Devout Cleric","LMR","LMR2","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability","MND +10","Red Robe (FFT)","敬虔なるクレリック","201501403","5","✓","✓"
"FFT","Orran","","Thunder God's Scion","LM","LM1","WHT abilities restore 15% more HP","","-","雷神の片腕","201502800","","✓","✓"
"FFT","Orran","","Life and Death","LM","LM2","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","命を賭した戦い","201502801","","✓","✓"
"FFT","Orran","","Southern Sky Tactics","LMR","LMR1","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability","MND +10","Battle Folio (FFT)","南天騎士団の軍師","201502802","1","✓","✓"
"Type-0","Ace","","Hidden Zeal","LM","LM1","Increases Fire damage dealt by 10%","","-","秘めた情熱","201600100","","✓","✓"
"Type-0","Ace","","Trump Card","LM","LM2","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","螺旋の終焉記す札使","201600101","","✓","✓"
"Type-0","Ace","","Spiral Breaker","LMR","LMR1","25% chance to grant [Physical Blink 1] to the user after using a BLK ability","MAG +10","Argentic Deck (Type-0)","未来を手繰り寄せる者","201600102","1","✓","✓"
"Type-0","Ace","","Chocobond","LMR","LMR2","Grants [Attach Fire] at the beginning of the battle","MAG +10","Flame Armlet (Type-0)","チョコボへの愛","201600103","4","✓","✓"
"Type-0","Ace","","Sleight of Hand","LMR","LMR3","25% chance to dualcast abilities that deal Fire damage","MAG +10","Armored Cloak (Type-0)","臨機応変の奇術","201600104","4","✓","✓"
"Type-0","Ace","","Wielder of Power","LMR","LMR4","25% chance to cast an ability (BLK: single, 3x 3.03 magical Fire/NE, restores 1500 HP to the lowest HP% ally) after dealing damage with a Fire attack","MAG +10","Ironclad Deck (Type-0)","受け取る力を司る者","201600105","4","✓","✓"
"Type-0","Ace","","Bravery: Ace (Fire)","LMR++","LMR++1","100% chance to Dualcast every 3rd Fire ability & Fire Damage +10%; Instant Cast 1 at the start of battle","","Lambent Hat (Type-0)","勇晶・エース炎","201600106","","",""
"Type-0","Deuce","","Kindred Spirit","LM","LM1","WHT abilities restore 15% more HP","","-","友愛の心","201600200","","✓","✓"
"Type-0","Deuce","","Dutiful Dynamo","LM","LM2","35% chance to dualcast White Magic abilities","","-","優しく一途な頑張り屋","201600201","","✓","✓"
"Type-0","Deuce","","Eye for Detail","LMR","LMR1","Increases the duration of stat buffs by 30%","MND +10","Feathered Cap (Type-0)","少女の心くばり","201600202","1","✓","✓"
"Type-0","Deuce","","Reserved Demeanor","LMR","LMR2","25% chance to grant [Heals +30%] for 10 seconds to the user after using a Bard ability","MND +10","Baroque Flute (Type-0)","ひかえめな態度","201600203","4","✓","✓"
"Type-0","Deuce","","Decorous Demeanor","LMR","LMR3","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability","MND +10","Sorcerer's Hat (Type-0)","おだやかな佇まい","201600204","5","✓","✓"
"Type-0","Deuce","","Bravery: Deuce","LMR++","LMR++1","Heal +10%; Max ATB at start of round & once per battle, chases 3 White Magic/Bard abilities with 250 SB Points to user","","Beret (Type-0)","勇晶・デュース","201600205","","",""
"Type-0","Nine","","Winds of Destruction","LM","LM1","Increases Wind damage dealt by 10%","","-","ズバ抜けた行動力","201600300","","✓","✓"
"Type-0","Nine","","Basher-in-Chief","LM","LM2","ATK +2% for each hit dealt with damaging jump attacks, up to +50%","","-","0組のブッコミ隊長","201600301","","✓","✓"
"Type-0","Nine","","Dizzying Leap","LMR","LMR1","20% chance to cause [Imperil Wind 10% (15s)] to the target after using a jump attack","ATK +10","Heavy Lance (Type-0)","破天荒な跳躍","201600302","1","✓","✓"
"Type-0","Nine","","Fierce Fellowship","LMR","LMR2","25% chance to dualcast Dragoon abilities","ATK +10","Harpoon (Type-0)","堅き仲間意識","201600303","5","✓","✓"
"Type-0","Nine","","Bravery: Nine (Wind)","LMR++","LMR++1","100% chance to Dualcast every 3rd Wind ability & Wind Damage +10%; Quick ATB 1 at the start of battle","","Force Shield (Type-0)","勇晶・ナイン風","201600304","","",""
"Type-0","Machina","","Still Blade","LM","LM1","Spellblade abilities deal 15% more damage","","-","剣技冴え渡る転入生","201600400","","✓","✓"
"Type-0","Machina","","Keeper of Fear","LM","LM2","35% chance to grant [Stoneskin: 30%] to the user after using a Spellblade ability","","-","恐れの座を司る者","201600401","","✓","✓"
"Type-0","Machina","","Power Hungry","LMR","LMR1","Grants [Attach Earth] at the beginning of the battle","ATK +10","Platinum Bangle (Type-0)","力を渇望する少年","201600402","1","✓","✓"
"Type-0","Machina","","Chichiri's Godfather","LMR","LMR2","25% chance to dualcast Spellblade abilities","ATK +10","Metal Gloves (Type-0)","チチリの名付け親","201600403","4","✓","✓"
"Type-0","Machina","","Swiftness (Machina)","LMR+","LMR+1","Grants [Quick Cast] and [Focal Sword Follow-Up] at the beginning of the battle","ATK +10","Adamant Armlet (Type-0)","迅撃【マキナ】","201600404","","✓","✓"
"Type-0","Machina","","Bravery: Machina (Earth)","LMR++","LMR++1","100% chance to Dualcast every 3rd Earth ability & Earth Damage +10%; Quick ATB 1 at the start of battle","","Estocs (Type-0)","勇晶・マキナ地","201600405","","",""
"Type-0","Rem","","Mage par Excellence","LM","LM1","Increases Holy damage dealt by 10%","","-","魔力に秀でた転入生","201600500","","✓","✓"
