"School","Img","Name","Rarity","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","Orb 4 Required","4-R1","4-R2","4-R3","4-R4","4-R5","Introducing Event","Name (JP)","ID","GL","✓"
"Ninja","","Desert Mirage","5","PHY","Single enemy","Physical","4.90","Earth","0.83","3/5/7 single attacks (0.70 each) if the user has Physical Blink 0/1/2","Y","Lowest HP% enemy","65","2","10","Major Ice","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Enduring Bonds","さばくじん","30231171","✓","✓"
"Ninja","","Azure Unending","6","PHY","Single enemy","Physical","6.30","Water","0.83","3/5/7 single attacks (0.90 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Y","Lowest HP% enemy","80","2","10","Ice Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Dark Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","For Former Glory","水天一碧","30231181","✓","✓"
"Ninja","","Grind to Dust","6","PHY","Single enemy","Physical","6.30","Earth","0.83","3/5/7 single attacks (0.90 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Y","Lowest HP% enemy","80","2","10","Earth Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Dark Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","The Blaze of Dawn","木端微塵","30231185","✓","✓"
"Ninja","","Fleeting Fragrance","6","PHY","Single enemy","Physical","6.30","Dark","0.83","3/5/7 single attacks (0.90 each) if the user has Physical Blink 0/1/2, grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Y","Lowest HP% enemy","80","2","10","Ice Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Dark Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Fat Black Chocobo: Shady Forgery","暗香疎影","30231201","✓","✓"
"Ninja","","Kaleidoshift","6","NAT","Self","","","","0.01","Grants [Physical Blink 2], [Physical Blink Stacking 2] and [Ninja Instant Cast 1]","N","Self","90","2","10","Ice Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Dark Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Autumn Festival 2020","変幻自在","30231211","✓","✓"
"Ninja","","Vibrant Blitz","6","NAT","Single enemy","Hybrid","","Fire, Lightning, Wind","0.83","5 single ranged hybrid attacks (0.9 or 457.50 each)","Y","Lowest HP% enemy","80","2","10","Fire Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Wind Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Crystal Dungeon Ninja","極彩迅","30301201","","✓"
"Ninja","","Swift Toxin","6","NAT","Single enemy","Hybrid","","Poison","0.83","5 single ranged hybrid attacks (0.9 or 457.50 each)","Y","Lowest HP% enemy","80","2","10","Earth Crystal","6","12","18","30","60","Wind Crystal","6","12","18","30","60","Dark Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Crystal Dungeon 2.0: Bio","劇毒迅","30231301","","✓"
"Ninja","","Shadow Ambush","6","NAT","Single enemy","Hybrid","","Earth, Water, Dark","0.83","5 single ranged hybrid attacks (0.9 or 457.50 each)","?","Lowest HP% enemy","80","2","10","Ice Crystal","6","12","18","30","60","Earth Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","","潜影迅","30231371","",""
"Bard","","Requiem","2","NAT","Single","Magical","4.20","-","1.65","One single attack (4.20)","Y","Lowest HP% enemy","60","2","10","Lesser White","8","15","30","45","75","Lesser Dark","5","10","20","30","50","","","","","","","","","","","","","To the Holy Land","レクイエム","30241001","✓","✓"
"Bard","","Rallying Etude","3","NAT","All allies","","","","1.65","[ATK +15%] for 25 seconds","Y","All allies","65","2","10","Power","3","6","12","18","30","White","5","10","20","30","50","Wind","3","6","12","18","30","","","","","","","To the Holy Land","ちからのうた","30241002","✓","✓"
"Bard","","Lullaby","2","NAT","All enemies","","","","1.50","Causes [Sleep] (20%)","N","All enemies","60","2","10","Lesser White","8","15","30","45","75","Lesser Ice","5","10","20","30","50","","","","","","","","","","","","","Dungeons Update #11","子守歌","30241011","✓","✓"
"Bard","","Mana's Paean","3","NAT","All allies","","","","1.65","[MAG +15%] for 25 seconds","N","All allies","65","2","10","Power","3","6","12","18","30","White","5","10","20","30","50","Dark","3","6","12","18","30","","","","","","","Dungeons Update #11","魔力の歌","30241021","✓","✓"
"Bard","","Spellbend Etude","4","NAT","All allies","","","","1.65","Grants [Shell]","N","All allies","75","2","10","Greater Power","3","6","12","18","30","Greater White","5","10","20","30","50","Greater Earth","3","6","12","18","30","","","","","","","Dungeons Update #11","耐魔のエチュード","30241031","✓","✓"
"Bard","","Enveloping Etude","4","NAT","All allies","","","","1.65","Grants [Protect]","N","All allies","75","2","10","Greater Power","3","6","12","18","30","Greater White","5","10","20","30","50","Greater Earth","3","6","12","18","30","","","","","","","Defying Fate","堅守のエチュード","30241041","✓","✓"
"Bard","","Angelsong","5","NAT","All allies","","","","1.65","Grants [High Regen]","Y","All allies","85","2","10","Major White","6","12","24","36","60","Major Earth","10","20","40","60","100","Major Holy","6","12","24","36","60","","","","","","","The Gilded Concert","天使の詩","30241061","✓","✓"
"Bard","","Allegro con Moto","6","NAT","All allies","","","","1.65","Grants [Magical Quick Cast 3]","Y","All allies","100","2","10","White Crystal","6","12","18","30","60","Earth Crystal","10","20","30","50","100","Holy Crystal","6","12","18","30","60","","","","","","","The Dark Mage","アレグロコンモート","30241071","✓","✓"
"Bard","","Mage's Hymn","5","NAT","All allies","","","","1.65","Grants [Hymn MAG +10%/20%/30%/40%/50%], grants [Mystic Bard 1/2/3/4/4] to the user if the user has Mystic Bard 0/1/2/3/4","Y","All allies","85","2","10","Major White","6","12","24","36","60","Major Earth","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Limelit Stage","魔神の賛歌","30241081","✓","✓"
"Bard","","Warrior's Hymn","5","NAT","All allies","","","","1.65","Grants [Hymn ATK +10%/20%/30%/40%/50%], grants [Battle Bard 1/2/3/4/4] to the user if the user has Battle Bard 0/1/2/3/4","Y","All allies","85","2","10","Major White","6","12","24","36","60","Major Fire","6","12","24","36","60","Major Earth","10","20","40","60","100","","","","","","","Limelit Stage","鬼神の戦歌","30241091","✓","✓"
"Bard","","Goddess's Paean","5","NAT","All allies","","","","1.65","Grants [Hymn MND +10%/20%/30%/40%/50%], grants [Sacred Bard 1/2/3/4/4] to the user if the user has Sacred Bard 0/1/2/3/4","Y","All allies","85","2","10","Major White","6","12","24","36","60","Major Earth","10","20","40","60","100","Major Holy","6","12","24","36","60","","","","","","","Clad in Red","女神の聖歌","30241101","✓","✓"
"Bard","","Ode to Victory","5","NAT","All allies","","","","1.65","Grants [Critical Chance 10%/20%/30%/40%/50%] for 10 seconds, grants [Tactical Bard 1/2/3/4/4] to the user if the user has Tactical Bard 0/1/2/3/4","Y","All allies","85","2","10","Major Power","6","12","24","36","60","Major White","6","12","24","36","60","Major Earth","10","20","40","60","100","","","","","","","Summer Sun Festival","武神の凱歌","30241111","✓","✓"
"Bard","","Divine Dirge","6","NAT","Single enemy","Magical","10.32","Holy, NE","1.65","Three single attacks (3.44 each), grants [10% Damage Reduction Barrier 1] to all allies every second activation","Y","Lowest HP% enemy","90","2","10","White Crystal","6","12","18","30","60","Earth Crystal","10","20","30","50","100","Holy Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Fat Black Chocobo: Radiant Forgery","神威の鎮魂歌","30241121","✓","✓"
"Dancer","","Box Step","3","NAT","All enemies","","","","1.65","[DEF -30%] for 15 seconds","N","All enemies","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Earth","3","6","12","18","30","","","","","","","Dungeons Update #11","ボックスステップ","30251021","✓","✓"
"Dancer","","Box Step Sarabande","4","NAT","All enemies","","","","1.65","[DEF -40%] for 15 seconds","N","All enemies","75","2","10","Greater White","3","6","12","18","30","Greater Earth","3","6","12","18","30","Greater Holy","5","10","20","30","50","","","","","","","A Brewing Nightmare","ハイボックスステップ","30251022","✓","✓"
"Dancer","","Stutter Step","3","NAT","All enemies","","","","1.65","[RES -30%] for 15 seconds","N","All enemies","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Ice","3","6","12","18","30","","","","","","","Dungeons Update #11","スタッターステップ","30251031","✓","✓"
"Dancer","","Stumble Step","4","NAT","All enemies","","","","1.65","[RES -50%] for 15 seconds","N","All enemies","75","2","10","Greater White","3","6","12","18","30","Greater Ice","3","6","12","18","30","Greater Wind","5","10","20","30","50","","","","","","","Forgotten Bond","ハイスタッターステップ","30251032","✓","✓"
"Dancer","","Weak Polka","3","NAT","All enemies","","","","1.65","[ATK -30%] for 15 seconds","N","All enemies","65","2","10","Power","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Earth","3","6","12","18","30","","","","","","","Defying Fate","ウィークポルカ","30251041","✓","✓"
"Dancer","","Exhausting Polka","4","NAT","All enemies","","","","1.65","[ATK -40%] for 15 seconds","N","All enemies","75","2","10","Greater Fire","3","6","12","18","30","Greater Wind","5","10","20","30","50","Greater Dark","3","6","12","18","30","","","","","","","Forgotten Bond","ハイウィークポルカ","30251042","✓","✓"
"Dancer","","Halting Rumba","4","NAT","All enemies","","","","1.80","Causes [Stop] (70%)","N","All enemies","75","2","10","Greater Power","3","6","12","18","30","Greater Wind","5","10","20","30","50","Greater Dark","3","6","12","18","30","","","","","","","Tempered Resolve","ストップルンバ","30251051","✓","✓"
"Dancer","","Heathen Frolic","3","NAT","All enemies","","","","1.65","[MAG -30%] for 15 seconds","N","All enemies","65","2","10","Power","5","10","20","30","50","Ice","3","6","12","18","30","Wind","3","6","12","18","30","","","","","","","Tempered Resolve","アンフェイス","30251061","✓","✓"
"Dancer","","Heathen Frolic Sarabande","4","NAT","All enemies","","","","1.65","[MAG -50%] for 15 seconds","N","All enemies","75","2","10","Greater White","3","6","12","18","30","Greater Lightning","3","6","12","18","30","Greater Holy","5","10","20","30","50","","","","","","","A Brewing Nightmare","ハイアンフェイス","30251062","✓","✓"
"Dancer","","Multi Break","5","NAT","All enemies","","","","1.65","[ATK, DEF, MAG and RES -30%] for 15 seconds","N","All enemies","85","2","10","Major White","6","12","24","36","60","Major Holy","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","A Brewing Nightmare","ブレイクフィーバー","30251071","✓","✓"
"Dancer","","Crushing Tango","5","NAT","All enemies","","","","1.65","[DEF and RES -50%] for 10 seconds","N","All enemies","85","2","10","Major White","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Unswayed by Phantoms","クラッシュタンゴ","30251081","✓","✓"
"Dancer","","Enfeebling Jitterbug","5","NAT","All enemies","","","","1.65","[ATK and MAG -50%] for 10 seconds","N","All enemies","85","2","10","Major White","6","12","24","36","60","Major Black","6","12","24","36","60","Major Holy","10","20","40","60","100","","","","","","","Unswayed by Phantoms","スマッシュジルバ","30251091","✓","✓"
"Dancer","","Passionate Salsa","6","NAT","All enemies","","","","1.65","[ATK, DEF, MAG and RES -50% (10s)], restores 500/600/700/800/1000 HP to all allies at 1/2/3/4/5 uses, resets if KO'd","N","All enemies","100","2","10","White Crystal","6","12","18","30","60","Holy Crystal","10","20","30","50","100","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Howling Tempest: The Grand Hunt","パッションサルサ","30251101","✓","✓"
"Machinist","","Blind Shell","4","PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Blind, causes [Blind] (60%)","Y","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","A Meeting Beyond Time","ブライン弾","30261011","✓","✓"
"Machinist","","Silence Shell","4","PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Silence, causes [Silence] (60%)","Y","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Ice","3","6","12","18","30","Greater Lightning","3","6","12","18","30","","","","","","","A Meeting Beyond Time","サイレス弾","30261021","✓","✓"
"Machinist","","Poison Shell","4","PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Poison, causes [Poison] (60%)","Y","Random enemy without status","75","2","10","Greater Power","5","10","20","30","50","Greater Fire","3","6","12","18","30","Greater Ice","3","6","12","18","30","","","","","","","Eternal Calm","ポイズン弾","30261031","✓","✓"
"Machinist","","Confuse Shell","4","PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Confuse, causes [Confuse] (60%), doesn't remove Confuse","Y","Random enemy without status","75","2","10","Greater Ice","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","Consorting with Sky Pirates","コンフュ弾","30261041","✓","✓"
"Machinist","","Bio Grenade","5","PHY","All enemies","Physical","2.40","Poison","1.65","Two group ranged attacks (1.20 each), causes [Poison] (20%)","N","All enemies","75","2","10","Major Power","10","20","40","60","100","Major Fire","6","12","24","36","60","Major Earth","6","12","24","36","60","","","","","","","Two Sides of a Coin","バイオグレネード","30261051","✓","✓"
"Machinist","","Penalty Snipe","6","PHY","All enemies","Physical","3.00","Poison, NE","1.65","Three group ranged attacks (1.00/1.15/1.25/1.35 each) if the target has 0/1/2/3 ailments","Y","All enemies","90","2","10","Ice Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","","","","","","","The Five Dooms","ペナルティスナイプ","30261061","✓","✓"
"Machinist","","Rapid Fire","5","PHY","Random enemies","Physical","3.50","-","1.65","Ten group ranged attacks (0.35 each)","Y","Random enemies","100","2","10","Major Fire","6","12","24","36","60","Major Ice","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","A Sword for Peace","ラピッドファイア","30261071","✓","✓"
"Machinist","","Tempest Snipe","5","PHY","Single enemy","Physical","3.42","Lightning","1.65","Six single ranged attacks (0.57 each)","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Lightning","10","20","40","60","100","Major Wind","6","12","24","36","60","","","","","","","Family Secrets","テンペストスナイプ","30261081","✓","✓"
"Machinist","","Spark Offering","5","PHY","Single enemy","Physical","2.00","Lightning","1.65","Two single ranged attacks (1.00 each), 35% chance to cause [Imperil Lightning 10%] for 15 seconds","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Ice","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","Road Trip to Remember","スパークオファ","30261091","✓","✓"
"Machinist","","Frost Offering","5","PHY","Single enemy","Physical","2.00","Ice","1.65","Two single ranged attacks (1.00 each), 35% chance to cause [Imperil Ice 10%] for 15 seconds","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Ice","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","Borrowed Dreams","コールドオファ","30261101","✓","✓"
"Machinist","","Flame Offering","5","PHY","Single enemy","Physical","2.00","Fire","1.65","Two single ranged attacks (1.00 each), 35% chance to cause [Imperil Fire 10%] for 15 seconds","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Fire","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","Unswayed by Phantoms","ヒートオファ","30261111","✓","✓"
"Machinist","","Burning Snipe","5","PHY","Single enemy","Physical","3.42","Fire","1.65","Six single ranged attacks (0.57 each)","Y","Lowest HP% enemy","75","2","10","Major Fire","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Unswayed by Phantoms","バーニングスナイプ","30261121","✓","✓"
"Machinist","","Freezing Snipe","5","PHY","Single enemy","Physical","3.42","Ice","1.65","Six single ranged attacks (0.57 each)","Y","Lowest HP% enemy","75","2","10","Major Ice","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Wind","6","12","24","36","60","","","","","","","Unswayed by Phantoms","フリージングスナイプ","30261131","✓","✓"
"Machinist","","Burnt Offering","6","PHY","Single enemy","Physical","3.40","Fire","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Fire 10%] for 15 seconds","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","6","12","18","30","60","Fire Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Revel in Destruction","フレイムオファ","30261141","✓","✓"
"Machinist","","Icy Offering","6","PHY","Single enemy","Physical","3.40","Ice","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Ice 10%] for 15 seconds","Y","Lowest HP% enemy","90","2","10","Black Crystal","6","12","18","30","60","Ice Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Hatred Incarnate","フロストオファ","30261151","✓","✓"
"Machinist","","Plasma Shock","6","PHY","Single enemy","Physical","3.40","Lightning","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Lightning 10%] for 15 seconds","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","6","12","18","30","60","Lightning Crystal","10","20","30","50","100","Wind Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Fat Black Chocobo Event: Lightning","プラズマオファ","30261161","✓","✓"
"Machinist","","Trinity Grenade","6","PHY","Single enemy","Physical","4.40","Fire, Lightning, Ice","1.65","Five single ranged attacks (0.88 each)","Y","Lowest HP% enemy","90","2","10","Fire Crystal","10","20","30","50","100","Ice Crystal","6","12","18","30","60","Lightning Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Fat Black Chocobo: Shocking Forgery","トリニティグレネード","30261181","✓","✓"
"Machinist","","Poison Offering","6","PHY","Single enemy","Physical","3.40","Poison","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Poison 10%] for 15 seconds","Y","Lowest HP% enemy","90","2","10","Lightning Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Dark Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Magicite: Odin (Poison)","ポイズンオファ","30261271","✓","✓"
"Darkness","","Dark Bargain","4","PHY","Single","Physical","2.20","Dark","1.65","One single attack (2.20), grants [Dark Bargain] to the user for 20 seconds","Y","Lowest HP% enemy","70","2","10","Greater Power","5","10","20","30","50","Greater Fire","3","6","12","18","30","Greater Dark","3","6","12","18","30","","","","","","","Twin Stars of Mysidia","ダークレイド","30271001","✓","✓"
"Darkness","","Sanguine Cross","5","PHY","Single","Physical","3.80","Dark","1.65","Four single attacks (0.95 each), damages the user for 15% max HP","Y","Lowest HP% enemy","75","2","10","Major Power","10","20","40","60","100","Major Earth","6","12","24","36","60","Major Dark","6","12","24","36","60","","","","","","","Twin Stars of Mysidia","ブラッディクロス","30271011","✓","✓"
"Darkness","","Dark Zone","5","BLK","Single","Magical","9.00","Dark","1.65","Four single attacks (2.25 each), 3.50 multiplier if the user has any Doom","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Angel of Death","ダークゾーン","30271021","✓","✓"
"Darkness","","Memento Mori","4","BLK","Single","Magical","8.00","Dark","1.65","One single attack (8.00), causes [Doom: 45] to the user, [MAG +30%] to the user for 50 seconds","Y","Lowest HP% enemy","70","2","10","Greater Black","3","6","12","18","30","Greater Non-Elemental","3","6","12","18","30","Greater Dark","5","10","20","30","50","","","","","","","Angel of Death","メメント・モリ","30271031","✓","✓"
"Darkness","","Death Throes","4","PHY","Single","Physical","1.80","Dark","1.65","One single attack (1.80), causes [Doom: 45] to the user, [ATK +30%] to the user for 50 seconds","Y","Lowest HP% enemy","70","2","10","Greater Ice","3","6","12","18","30","Greater Earth","3","6","12","18","30","Greater Dark","5","10","20","30","50","","","","","","","In the Footsteps of Greatness","死中活","30271041","✓","✓"
"Darkness","","Reaping Scythe","5","PHY","Single","Physical","2.20","Dark","1.65","Four single attacks (0.55 each), 1.00 multiplier if the user has any Doom","Y","Lowest HP% enemy","75","2","10","Major Fire","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","In the Footsteps of Greatness","告死の大鎌","30271051","✓","✓"
"Darkness","","Morbid Countdown","5","BLK","Single","Magical","9.00","Dark","1.65","Four single attacks (2.25 each), 3.80 multiplier if the user has any Doom, causes [Doom Timer -3] to the user","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Ice","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Flash of Defiance","イービルカウント","30271061","✓","✓"
"Darkness","","Dire Heal","5","BLK","Single","Magical","10.40","Dark","1.65","Four single attacks (2.60 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Destroyer of Light and Dark","ドレッドヒール","30271071","✓","✓"
"Darkness","","Dwindling Spirit","5","PHY","Single","Physical","4.40","Dark","1.65","3/4/5 single attacks (0.88 each) if the user's Doom timer is below 20/5","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Awakening Cloud","残魂の連打","30271081","✓","✓"
"Darkness","","Necrofear","5","BLK","Single","Magical","15.00","Dark","1.65","3/4/5 single attacks (3.00 each) if the user's Doom timer is below 20/5","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Non-Elemental","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Awakening Cloud","ネクロフィアー","30271091","✓","✓"
"Darkness","","Dread Weapon","5","PHY","Single enemy","Physical","3.00","Dark","1.65","Four single attacks (0.75 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","75","2","10","Major Power","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","The Shadow Stirs","ドレッドウェポン","30271101","✓","✓"
"Darkness","","Crimson Cross","5","PHY","Single enemy","Physical","4.40","Dark","1.65","Four single attacks (1.10 each), damages the user for 25% max HP","Y","Lowest HP% enemy","75","2","10","Major Black","6","12","24","36","60","Major Earth","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","The Torch Burns On","クリムゾンクロス","30271111","✓","✓"
"Darkness","","Mark of Darkness","5","NAT","Single enemy","Hybrid","","Dark","1.65","Three single hybrid attacks (0.64 or 2.64 each), 25% chance to cause [Imperil Dark 10%] for 15 seconds","Y","Lowest HP% enemy","75","2","10","Major Non-Elemental","6","12","24","36","60","Major Fire","6","12","24","36","60","Major Dark","10","20","40","60","100","","","","","","","Fal'Cie Puppets","暗黒の烙印","30271121","✓","✓"
"Darkness","","Demon's Cross","6","PHY","Single enemy","Physical","5.35","Dark","1.65","Five single attacks (1.07 each), damages the user for 25/15/5% max HP scaling with [Demon's Cross Uses]","Y","Lowest HP% enemy","90","2","10","Black Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Dark Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Guardian of the Altar","デモンズクロス","30271131","✓","✓"
"Darkness","","Necro Countdown","6","BLK","Single enemy","Magical","18.90","Dark","1.65","5/6 single attacks (3.15 each) if the user's Doom timer is below 20, causes [Doom: 45] and [Doom Timer -1] to the user","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","6","12","18","30","60","Ice Crystal","6","12","18","30","60","Dark Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Guardian of the Altar","ネクロカウント","30271141","✓","✓"
"Darkness","","Touched by Darkness","6","NAT","Single enemy","Hybrid","","Dark","1.65","Three single hybrid attacks (0.90 or 3.44 each), causes [Imperil Dark 10%] for 15 seconds every second activation","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","10","20","30","50","100","Fire Crystal","6","12","18","30","60","Dark Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Hidden Treasure Hunter","常闇の烙印","30271151","✓","✓"
"Darkness","","Taboo Raid","6","PHY","Single enemy","Physical","5.60","Dark","1.65","Seven single attacks (0.80 each)","Y","Lowest HP% enemy","60","2","10","Non-Elemental Crystal","6","12","18","30","60","Earth Crystal","6","12","18","30","60","Dark Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","Lion Dreambreaker","タブーレイド","30271161","✓","✓"
"Darkness","","Forbidden Cross","6","BLK","Single enemy","Magical","18.15","Dark","1.65","Five single attacks (3.63 each), damages the user for 25/15/5% max HP scaling with 0/1/2 uses","Y","Lowest HP% enemy","90","2","10","Black Crystal","6","12","18","30","60","Non-Elemental Crystal","6","12","18","30","60","Dark Crystal","10","20","30","50","100","Ability Record","1","0","0","0","0","By the Light of the Moon","フォビドゥンクロス","30271191","✓","✓"
"Sharpshooter","","Sapphire Shot","5","PHY","Single enemy","Physical","3.40","Water","1.65","Four single ranged attacks (0.85 each), 0.95 multiplier when equipping a ranged weapon","Y","Lowest HP% enemy","75","2","10","Major Ice","10","20","40","60","100","Major Lightning","6","12","24","36","60","Major Holy","6","12","24","36","60","","","","","","","This Is Our Story","サファイアシュート","30281001","✓","✓"
"Sharpshooter","","Hydroburst","4","PHY","All enemies","Physical","1.50","Water","1.65","One group ranged attack (1.50), 1.70 multiplier when equipping a ranged weapon","Y","All enemies","70","2","10","Greater Non-Elemental","3","6","12","18","30","Greater Fire","3","6","12","18","30","Greater Ice","5","10","20","30","50","","","","","","","This Is Our Story","アクアバースト","30281011","✓","✓"
"Sharpshooter","","Blue Deep","4","PHY","Single enemy","Physical","2.10","Water","1.65","One single ranged attack (2.10), 2.35 multiplier when equipping a ranged weapon","Y","Lowest HP% enemy","70","2","10","Greater Ice","5","10","20","30","50","Greater Lightning","3","6","12","18","30","Greater Holy","3","6","12","18","30","","","","","","","Dreaming's End","ブルードライブ","30281021","✓","✓"
"Sharpshooter","","Icicle Shot","5","PHY","Single enemy","Physical","3.40","Ice","1.65","Four single ranged attacks (0.85 each), 0.95 multiplier when equipping a ranged weapon","Y","Lowest HP% enemy","75","2","10","Major Ice","6","12","24","36","60","Major Lightning","10","20","40","60","100","Major Dark","6","12","24","36","60","","","","","","","Pawn Among Kings","アイシクルショット","30281051","✓","✓"
"Sharpshooter","","Ruby Spark","5","PHY","Single enemy","Physical","3.40","Fire","1.65","Four single ranged attacks (0.85 each), 0.95 multiplier when equipping a ranged weapon","Y","Lowest HP% enemy","75","2","10","Major White","6","12","24","36","60","Major Fire","10","20","40","60","100","Major Lightning","6","12","24","36","60","","","","","","","Type-0: Into the Fray","ルビースパイク","30281061","✓","✓"
"Sharpshooter","","Flame Burst","4","PHY","All enemies","Physical","1.50","Fire","1.65","One group ranged attack (1.50), 1.70 multiplier when equipping a ranged weapon","Y","All enemies","70","2","10","Greater White","3","6","12","18","30","Greater Fire","5","10","20","30","50","Greater Lightning","3","6","12","18","30","","","","","","","Type-0: Into the Fray","フレイムバースト","30281071","✓","✓"
"Sharpshooter","","Sapphire Bullet","6","PHY","Single enemy","Physical","4.75","Water","1.65","Five single ranged attacks (0.95 each), 1.05 multiplier when equipping a ranged weapon","Y","Lowest HP% enemy","90","2","10","Ice Crystal","10","20","30","50","100","Lightning Crystal","6","12","18","30","60","Holy Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","One-Eyed Tyrant","サファイアブリット","30281101","✓","✓"
