"Character","Source","SB Ver","Img","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID","GL","✓"
"Lightning","Zenith Crushing Blow","ZSB2","","Blaze Rush+","PHY","Single enemy","Physical","7.20","Lightning, Holy","1.20","Six single ranged attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Celerity","ブレイズラッシュ改","30171262","","✓"
"Lightning","Zenith Crushing Blow","ZSB2","","Crushing Blow+","PHY","Single enemy","Physical","3.30","Lightning, Holy","0.82","Three single attacks (1.10 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","Celerity","絶影改","30171312","","✓"
"Snow","Zenith Challenging Strike","ZSB1","","Froststrike+","PHY","Single enemy","Physical","7.20","Ice","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, grants [40% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","Monk","フロストブロウ改","30191222","","✓"
"Snow","Zenith Challenging Strike","ZSB1","","Sovereign Fist+","PHY","Single enemy","Physical","7.50","Ice","1.20","One single attack (7.50) capped at 99999","Y","Lowest HP% enemy","90","Monk","ルーラーフィスト改","30191462","","✓"
"Vanille","Zenith Oerba's Boon","ZSB1","","Oerba's Boon+","WHT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","White Magic","ヲルバの祝福改","30121412","","✓"
"Sazh","Zenith Wild Assault","ZSB1","","Chocolina Blues+","NAT","All allies","","","","1.20","Grants [10% Damage Reduction Barrier 1], grants [Exertion ATK and MAG +5%/10%/20%/30%], grants [Exertion 1/2/3/3] to the user if the user has Exertion 0/1/2/3","N","All allies","100","Support","アフロブルース改","30161282","","✓"
"Sazh","Zenith Wild Assault","ZSB1","","Godsend Shot+","PHY","Single enemy","Physical","3.30","Fire, Ice, Lightning","1.65","Three single ranged attacks (1.10/1.15 each) capped at 9999/19999 after 0-2/3+ uses, grants [Buff Fire 10% (15s)], [Buff Ice 10% (15s)] and [Buff Lightning 10% (15s)] to all allies every third activation","Y","Lowest HP% enemy","90","Machinist","マーベラスショット改","30261362","","✓"
"Hope","Zenith Divine Judgment","ZSB1","","Last Resort+","BLK","Single enemy","Magical","22.80","Holy","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses, removes [Haste] every second activation","Y","Lowest HP% enemy","90","Black Magic","ラストリゾート改","30111562","","✓"
"Fang","Zenith Bahamut Dive","ZSB1","","Whirlwind+","PHY","Single enemy","Physical","7.35","Wind","1.50","Seven single ranged jump attacks (1.05 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","エアリアルレイヴ改","30181182","","✓"
"Fang","Zenith Bahamut Dive","ZSB1","","Aerial Loop+","PHY","Single enemy","Physical","4.40","Wind","1.20","Four single ranged jump attacks (1.10 each), grants [Jump Instant Cast] to the user","Y","Lowest HP% enemy","90","Dragoon","スカイハイループ改","30181372","","✓"
"Serah","Zenith Tidal Arrow","ZSB1","","Artemis Volley+","BLK","Single enemy","Magical","19.00","Water","1.65","Five single attacks (3.80 each) capped at 9999/19999 after 0-2/3+ uses, causes [Imperil Water 10% (5s)]","Y","Lowest HP% enemy","90","Black Magic","アルテミスシュート改","30111622","","✓"
"Serah","Zenith Moonfrost Arrows","ZSB2","","Artemis Arrow+","BLK","Single enemy","Magical","21.70","Ice","2.60","Seven single attacks (3.10/3.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","アルテミスアロー改","30111392","","✓"
"Cid Raines","Zenith Seraphic Shift","ZSB1","","Seraphic Wing+","BLK","Single enemy","Magical","22.80","Dark, Holy","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses, causes [Doom: 45] to the user","Y","Lowest HP% enemy","90","Darkness","熾天使の翼改","30271292","","✓"
"Noel","Zenith Frost Stinger","ZSB1","","Meteor Javelin+","PHY","Single enemy","Physical","7.20","Ice, Water","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Sharpshooter","メテオジャベリン改","30281172","","✓"
"Noel","Zenith Frost Stinger","ZSB1","","Fang Lance+","?","Single enemy","Physical","","Ice, Water","","Four single ranged attacks (? each), grants [Sharpshooter Quick Cast 2] to the user","?","Lowest HP% enemy","","Sharpshooter","連槍牙改","30281322","",""
"Noel","Zenith Hunter's Flow","ZSB2","","Meteor Javelin+","PHY","Single enemy","Physical","7.20","Ice, Water","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Sharpshooter","メテオジャベリン改","30281172","","✓"
"Noel","Zenith Hunter's Flow","ZSB2","","Fang Lance+","?","Single enemy","Physical","","Ice, Water","","Four single ranged attacks (? each), grants [Sharpshooter Quick Cast 2] to the user","?","Lowest HP% enemy","","Sharpshooter","連槍牙改","30281322","",""
"Nabaat","Zenith Fatal Refrain","ZSB1","","Sacrifice Pawn+","BLK","Single enemy","Magical","19.00","Dark","1.65","Five single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses, grants [HP Stock (3000)] to the user","Y","Lowest HP% enemy","90","Darkness","サクリファイス＝ギア改","30271202","","✓"
"Nabaat","Zenith Fatal Refrain","ZSB1","","Ruthless Gear+","?","Single enemy","Magical","","Dark","","Seven single attacks (? each) capped at 9999/19999 after 0-2/3+ uses","?","Lowest HP% enemy","","Black Magic","ルースレス=ギア改","30111802","",""
"Y'shtola","Zenith Secret of the Lily","ZSB1","","Medica II+","WHT","All allies","","","","1.20","Restores HP (20), restores 1 consumed ability use every fourth activation","N","All allies","100","White Magic","メディカラ改","30121522","","✓"
"Y'shtola","Zenith Sorceress's Secret","ZSB2","","Ethereal Force+","BLK","Single enemy","Magical","22.80","Fire, Ice, Lightning, Dark","0.82","Six single attacks (3.80 each)","Y","Lowest HP% enemy","90","Black Magic","エーテリアルフォース改","30301102","","✓"
"Thancred","Zenith Double Down","ZSB1","","Danger Zone+","NAT","Single enemy","Hybrid","","Holy, Earth, Wind, Poison","1.65","Six single hybrid attacks (1.20/3.80 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Heavy","デンジャーゾーン","30311182","","✓"
"Thancred","Zenith Double Down","ZSB1","","Solid Barrel+","NAT","Single enemy","Hybrid","","Holy, Earth, Wind, Poison","1.20","Four single attacks (1.10/3.60 each), grants [Heavy Charge +1] to the user","Y","Lowest HP% enemy","90","Heavy","ソリッドバレル","30311192","","✓"
"Papalymo","Zenith Enochian Firaja","ZSB1","","Scion's Fire+","BLK","Single enemy","Magical","22.80","Fire","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","90","Black Magic","サイオンズ・ファイア改","30111512","","✓"
"Alphinaud","Zenith Slipstream","ZSB1","","Aerial Slice+","SUM","Single enemy","Magical","26.25","Wind","1.80","Five single attacks (5.25/5.40 each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000, restores 1000 HP to all allies","Y","Lowest HP% enemy","90","Summoning","エリアルスラッシュ改","30131462","","✓"
"Minfilia","Zenith Word of the Mother","ZSB1","","The Echo+","NAT","All allies","","","","1.20","Restores 2000 HP","N","All allies","180","Knight","超える力改","30211352","","✓"
"Minfilia","Zenith Word of the Mother","ZSB1","","Entrusted Will+","NAT","Single ally","","","","1.20","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [Instant Cast 1]","N","Random ally prioritizing self last","100","Support"," 託されし意思改","30161332","","✓"
"Lilisette","Zenith Sensual Dance","ZSB1","","Sensual Dance+","NAT","All allies","","","","1.20","Restores 2500 HP, causes [ATK, DEF and MAG -50% (8s)] to all enemies","N","All allies","100","Dancer","センシュアルダンス改","30251172","","✓"
"Lilisette","Zenith Sensual Dance","ZSB1","","Dancer's Cheer+","NAT","Single ally","","","","1.20","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [Instant Cast 1]","N","Random ally prioritizing self last","100","Support","舞姫の激励改","30161402","","✓"
"Cid (XIV)","Zenith Flamethrower","ZSB1","","Equalizer+","?","Single enemy","Physical","","Fire, Earth, Wind, Poison","","Three single ranged attacks (? each), causes [Imperil Fire 10% (5s)], [Imperil Earth 10% (5s)], [Imperil Wind 10% (5s)] and [Imperil Poison 10% (5s)]","?","Lowest HP% enemy","","Machinist","イコライザー改","30261262","",""
"Cid (XIV)","Zenith Flamethrower","ZSB1","","Chain Saw (XIV)+","?","Single enemy","Physical","","Fire, Earth, Wind, Poison","","Five single ranged attacks (?/? each) capped at 9999/19999 after 0-2/3+ uses","?","Lowest HP% enemy","","Machinist","回転のこぎり【XIV】改","30261422","",""
"Ysayle","Zenith Hailfrost Impact","ZSB1","","Diamond Dust+","SUM","All enemies","Magical","26.25","Ice","1.80","Five group attacks (5.25 each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000","N","All enemies","90","Summoning","ダイアモンドダスト改","30131502","",""
"Estinien","Zenith Azure Successor","ZSB1","","Star Diver+","PHY","Single enemy","Physical","7.25","Wind, Dark","3.30","Six single ranged jump attacks (1.25/1.30 each), capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","スターダイバー改","30181222","","✓"
"Estinien","Zenith Azure Successor","ZSB1","","Coerthan Torment+","PHY","Single enemy","Physical","4.40","Wind, Dark","1.20","Four single ranged jump attacks (1.10 each), grants [Dragoon Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Dragoon","クルザントーメント改","30181342","","✓"
"Alisaie","Zenith Versorcière","ZSB1","","Jolt+","BLK","Single enemy","Magical","10.80","Wind, Lightning","1.20","Three single attacks (3.60  each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","90","Black Magic","ジョルト改","30111422","","✓"
"Alisaie","Zenith Versorcière","ZSB1","","Impact+","BLK","Single enemy","Magical","22.80","Wind, Lightning","2.60","Six single attacks (3.80/3.95 each), capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","インパクト改","30111712","","✓"
"Noctis","Zenith Armiger Storm","ZSB1","","Shifting Lightning+","PHY","Single enemy","Physical","7.20","Lightning","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Combat","シフトライトニング改","30151212","","✓"
"Noctis","Zenith Royal Cleave Inferno","ZSB2","","Shifting Flame+","PHY","Single enemy","Physical","3.30","Fire","0.85","Three single attacks (1.10 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","Celerity","シフトフレイム改","30171232","","✓"
"Noctis","Zenith Royal Cleave Inferno","ZSB2","","Shifting Ignition+","PHY","Single enemy","Physical","7.20","Fire","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Combat","シフトイグナイト改","30151222","","✓"
"Noctis","Zenith Phantom Circus","ZSB3","","Shift Earth+","PHY","Single enemy","Physical","7.20","Earth","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Combat","シフトアース","30151202","","✓"
"Gladiolus","Zenith Cyclone","ZSB1","","Royal Guard+","PHY","Single enemy","Physical","7.20","Earth","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses, grants [20% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","Knight","ロイヤルガード改","30211252","","✓"
"Ignis","Zenith Flameboost Bite","ZSB1","","Sagefire+","PHY","Single enemy","Physical","4.00","Fire","0.01","Four single attacks (1.00) each, grants [Buff Fire 10% (15s)] to the user every second activation","N","Lowest HP% enemy","80","Thief","賢者の炎改","30201172","",""
"Ignis","Zenith Flameboost Bite","ZSB1","","Enhancement+","PHY","Single enemy","Physical","7.50","Fire","1.20","Six single ranged attacks (1.25 each), capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","80","Thief","エンハンス改","30201272","",""
"Ignis","Zenith Flameboost Bite","ZSB1","","Quick Recipe+","NAT","Single ally","","","","1.20","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [Instant Cast 1] to the user","N","Random ally prioritizing self last","100","Support","神速クッキング改","30161342","",""
"Prompto","Zenith Recoil (XV)","ZSB1","","Trigger Happy+","PHY","Single enemy","Physical","6.65","Lightning","1.65","Seven single ranged attacks (0.95/1.00 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Machinist","トリガーハッピー改","30261192","","✓"
"Prompto","Zenith Recoil (XV)","ZSB1","","Recoil (XV)+","PHY","Single enemy","Physical","4.40","Lightning","1.20","Four single ranged attacks (1.10 each), grants [Machinist Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Machinist","ブラスター【XV】改","30261332","","✓"
"Iris","Zenith Amicitia's Cheer","ZSB1","","Pocket Potion+","WHT","All allies","","","","1.20","Restores HP (20) to all allies","N","All allies","100","White Magic","サポート・ポーション改","30121392","","✓"
"Aranea","Zenith Assault Core","ZSB1","","Air Superiority+","PHY","Single enemy","Physical","7.35","Lightning, Dark","1.50","Seven single ranged jump attacks (1.05 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","エア・スペリオリティ改","30181262","","✓"
"Aranea","Zenith Assault Core","ZSB1","","Spearouette Storm+","PHY","Single enemy","Physical","4.40","Lightning, Dark","1.20","Four single ranged jump attacks (1.10 each), grants [Jump Instant Cast 1] to user","Y","Lowest HP% enemy","90","Dragoon","魔導槍連閃改","30181362","","✓"
"Cor","Zenith Immortal's Call","ZSB1","","Predecessor's Might+","PHY","Single enemy","Physical","7.20","Fire","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, grants [Retaliate] to the user for 15 seconds","Y","Lowest HP% enemy","90","Samurai","先代王の力(コル専用)","30221252","","✓"
"Cor","Zenith Immortal's Call","ZSB1","","Harangue+","PHY","Single enemy","Physical","","Fire","1.20","Four single attacks (? each), grants [Samurai Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Samurai","獅子吼(コル専用)","30221342","","✓"
"Lunafreya","Zenith Hydraean's Revelation","ZSB1","","Hydraean Protection+","SUM","Single enemy","Magical","26.25","Water, Holy","1.20","Five single attacks (5.25 each) capped at 9999/19999 after 0-2/3+ uses, minimum damage 2000, restores 1000 HP to all allies","Y","Lowest HP% enemy","90","Summoning","水神の加護改","30131532","","✓"
"Ardyn","Zenith Evil Armiger","ZSB1","","Aura of Darkness+","PHY","Single enemy","Physical","6.00","Dark, Fire","1.65","Five single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Darkness","闇のオーラ改","30271242","","✓"
"Ravus","Zenith Zantetsuken","ZSB1","","Zantetsuken+","PHY","Single enemy","Physical","7.10","Lightning, Dark","1.20","One single attack (7.10) capped at 99999","Y","Lowest HP% enemy","90","Spellblade","斬鉄剣改","30141402","","✓"
"Ravus","Zenith Zantetsuken","ZSB1","","Last Rites+","PHY","Single enemy","Physical","","Lightning, Dark","1.65","Six single attacks (? each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Spellblade","奥義・黄泉送り","30141472","",""
"Clive","Zenith Ignition","ZSB1","","Rising Flames+","PHY","Single enemy","Physical","8.40","Fire","1.65","Seven single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Combat","ライジングフレイム改","30151262","","✓"
"Clive","Zenith Ignition","ZSB1","","Ignition+","PHY","Single enemy","Physical","4.40","Fire","1.20","Four single attacks (1.10 each), grants [Fire Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Combat","イグニッション改","30151272","","✓"
"Ramza","Zenith Unsung Hero","ZSB1","","Golden Cross+","?","Single enemy","Physical","","Holy","","Four single attacks (? each), grants [High Quick Cast 1] to the user","?","Lowest HP% enemy","","Knight","十字斬り改","30211262","",""
"Ramza","Zenith Unsung Hero","ZSB1","","Chirijiraden+","?","Single enemy","Physical","","Holy","","Six single attacks (?/? each) capped at 9999/19999 after 0-2/3+ uses","?","Lowest HP% enemy","","Knight","塵地螺鈿飾剣改","30211492","",""
"Agrias","Zenith Hallowed Bolt","ZSB1","","Judgment Blade+","?","Single enemy","Physical","","Holy","","Five single attacks (?/? each) capped at 9999/19999 after 0-2/3+ uses, causes [Imperil Holy 10% (5s)]","?","Lowest HP% enemy","","Knight","不動無明剣改","30211272","",""
"Delita","Zenith King of Fear","ZSB1","","Northswain's Strike+","?","Single enemy","Physical","","Holy, Fire, Lightning, Ice","","Five single attacks (?/? each) capped at 9999/19999 after 0-2/3+ uses","?","Lowest HP% enemy","","Spellblade","北斗骨砕打改","30141342","",""
"Mustadio","Zenith Seal Evil","ZSB1","","Aimed Shot+","?","Single enemy","Physical","","Fire, Ice, Lightning, Poison","","Five single ranged attacks (?/? each) capped at 9999/19999 after 0-2/3+ uses","?","Lowest HP% enemy","","Machinist","狙撃改","30261402","",""
"Mustadio","Zenith Seal Evil","ZSB1","","Seal Evil+","?","Single enemy","Physical","","Fire, Ice, Lightning, Poison","","Four single ranged attacks (? each), causes [ATK, DEF, MAG and RES  -?% (?s)]","?","Lowest HP% enemy","","Machinist","邪心封印改","30261412","",""
"Orlandeau","Zenith Sword of Saints","ZSB1","","Sword Saint's Art+","?","Single enemy","Physical","","Holy, Dark, Earth","","Five single attacks (?/? each) capped at 9999/19999 after 0-2/3+ uses","?","Lowest HP% enemy","","Knight","剣聖技改","30211192","",""
"Gaffgarion","Zenith Fellsword Dance","ZSB1","","Shadowblade+","?","Single enemy","Physical","","Dark","","Five single attacks (? each), heals the user for 20% of the damage dealt","?","Lowest HP% enemy","","Darkness","闇の剣改","30271222","",""
"Gaffgarion","Zenith Fellsword Dance","ZSB1","","Duskblade+","?","Single enemy","Physical","","Dark","","Seven single attacks (?/? each) capped at 9999/19999 after 0-2/3+ uses, smart ether 1 to the user every second activation","?","Lowest HP% enemy","","Darkness","暗の剣改","30271402","",""
"Meliadoul","Zenith Crush Armor","ZSB1","","Shatter Armor+","PHY","Single enemy","Physical","6.00","Earth, Holy","1.65","Five single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses, cast time 3.30/2.90/2.475/2.075/1.65 scaling with [Shatter Armor Uses], causes [Imperil Earth 10% (5s)] and [Imperil Holy 10% (5s)]","Y","Lowest HP% enemy","90","Knight","剛剣・強甲破点突き改","30211362","","✓"
"Ace","Zenith Jackpot Triad","ZSB1","","Firaga RF+","BLK","Single enemy","Magical","22.80","Fire","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","ファイガRF改","30111402","","✓"
"Deuce","Zenith Prelude","ZSB1","","Hymn of Healing","NAT","All allies","","","","1.20","Restores 1000 HP, grants [Hymn of Healing ATK and MAG +5%/10%/20%/30%], grants [Performance 1/2/3/3] to the user if the user has Performance 0/1/2/3","N","All allies","100","Bard","白のセレナーデ改","30241152","",""
"Deuce","Zenith Prelude","ZSB1","","Concerto+","NAT","All allies","","","","1.20","Restores HP (20)","N","All allies","100","White Magic","コンチェルト改","30121562","",""
"Nine","Zenith Spiral Jump","ZSB1","","Whirling Lance+","PHY","Single enemy","Physical","7.20","Wind","1.65","Six single ranged jump attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Dragoon","スパイラルランス改","30181292","","✓"
"Machina","Zenith Grand Cascade","ZSB1","","Cyclone Drive+","PHY","Single enemy","Physical","7.70","Earth","1.65","Seven single attacks (1.10/1.15 each) after 0-2/3+ uses","N","Lowest HP% enemy","90","Spellblade","スピンドライブ改","30141302","","✓"
"Rem","Zenith Seraphim Strike","ZSB1","","Siphon Sphere+","WHT","Single enemy","Magical","23.22","Holy","1.65","Six single attacks (3.87/4.02 each) after 0-2/3+ uses, Smart ether 1 on every second activation","N","Lowest HP% enemy","90","White Magic","アスピルベノム改","30121352","","✓"
"Queen","Zenith Mana Sphere","ZSB1","","Divine Judgement Blade+","PHY","Single enemy","Physical","8.40","Lightning, Dark","1.65","Seven single attacks (1.20/1.25 each) after 0-2/3+ uses","Y","Lowest HP% enemy","90","Spellblade","クロスジャッジ改","30141352","","✓"
"King","Zenith Endless Waltz","ZSB1","","Trigger Finger+","PHY","Single enemy","Physical","","Lightning","1.65","Six single ranged attacks (? each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","90","Machinist","クイックドロウ改","30261252","",""
"King","Zenith Endless Waltz","ZSB1","","Plasma King+","PHY","Single enemy","Physical","","Lightning","","Four single ranged attacks (?/? each after 0-2/3+ uses), grants [Buff Lightning 10% (15s)] to all allies every second activation","N","Lowest HP% enemy","","Machinist","プラズマキング改","30261372","",""
"Cinque","Zenith Spirited Swing","ZSB1","","Full Swing+","PHY","Single enemy","Physical","7.20","Earth","1.65","Six single attacks (1.20 each), grants [Heavy Charge +1] to the user","Y","Lowest HP% enemy","90","Heavy","フルスイング改","30311102","","✓"
"Cinque","Zenith Spirited Swing","ZSB1","","Gaia Pulse+","PHY","Single enemy","Physical","5.75","Earth","1.20","Five single attacks (1.15/1.20/1.25 each)/(1.20/1.25/1.30 each) at Heavy Charge 0/1/2 capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","80","Heavy","アースインパルス改","30311132","","✓"
"Seven","Zenith Icicle Strike","ZSB1","","Diving Strike+","BLK","Single enemy","Magical","","Ice","0.01","Five single attacks (? each) capped at 9999/19999 after 0-2/3+ uses","N","Lowest HP% enemy","70","Black Magic","ヘッドストライク改","30111492","",""
"Seven","Zenith Icicle Strike","ZSB1","","Blizzard Lash+","BLK","Single enemy","Magical","","Ice","1.65","Seven single attacks (? each)","N","Lowest HP% enemy","","Black Magic","ウィップブリザード改","30111772","",""
"Sice","Zenith Black Hole (Type-0)","ZSB1","","Dark Nebula+","PHY","Single enemy","Physical","6.00","Dark","1.65","Five single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, grants the user [HP Stock (3000)]","Y","Lowest HP% enemy","90","Darkness","ダークネビュラ改","30271342","","✓"
"Jack","Zenith Lightning Flash","ZSB1","","Lightning Flash+","PHY","Single enemy","Physical","6.90","Fire","1.65","Six single attacks (1.15/1.25 each) if user hasn't/has [Retaliate] or [High Retaliate], 50% additional critical chance if user has [Retaliate] or [High Retaliate], capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Samurai","電光石火改","30221262","","✓"
"Eight","Zenith Explosive Fist","ZSB1","","Explosive Fist+","PHY","Single enemy","Physical","7.20","Ice","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Monk","爆裂拳改","30191332","","✓"
"Eight","Zenith Explosive Fist","ZSB1","","Iceburst Stance+","PHY","Single enemy","Physical","4.40","Ice","1.20","Four single attacks (1.10 each), grants [Monk Quick Cast 2] to the user","Y","Lowest HP% enemy","90","Monk","氷突の型改","30191482","","✓"
"Cater","Zenith Tri-Color Mine","ZSB1","","Charged Shot+","PHY","Single enemy","Physical","3.30","Fire, Ice, Lightning","1.20","Three single ranged attacks (1.10 each), causes [Imperil Fire 10% (5s)], [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","Y","Lowest HP% enemy","90","Machinist","チャージショット改","30261202","","✓"
"Cater","Zenith Tri-Color Mine","ZSB1","","Elementillery+","PHY","Single enemy","Physical","6.60","Fire, Ice, Lightning","1.20","Five single ranged attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Machinist","属性弾改","30261342","","✓"
"Trey","Zenith Precise Shot","ZSB1","","Freezing Rain+","PHY","Single enemy","Physical","6.00","Fire, Ice, Water","1.65","Four single ranged attacks (1.20/1.25 each), followed by one single ranged attack (1.20/1.25 each) with additional 20% critical damage capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Sharpshooter","フリーズショット改","30281222","","✓"
"Kurasame","Zenith Icereap","ZSB1","","Arcane Boreal Blade+","NAT","Single enemy","Hybrid","","Ice, Dark","1.65","Six single hybrid attacks (1.20 or 3.80 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Spellblade","氷剣魔斬改","30141432","","✓"
"Reynn","Zenith Diamond Dust","ZSB1","","Blizzard Mirajewel+","SUM","Single enemy","Magical","26.25","Ice","1.80","Five single attacks (5.25 each) capped at 9999/19999 after 0-2/3+ uses, causes [Imperil Ice 10% (5s)]","Y","Lowest HP% enemy","90","Summoning","ブリザドのミラストーン改","30131582","","✓"
"Lann","Zenith Crimson Punch","ZSB1","","Fire Mirajewel+","?","Single enemy","Magical","","Fire","","Five single attacks (? each) capped at 9999/19999 after 0-2/3+ uses, causes [Imperil Fire 10% (5s)]","?","Lowest HP% enemy","","Summoning","ファイアのミラストーン改","30131632","",""
"Lann","Zenith Crimson Punch","ZSB1","","Crimson Punch+","?","Single enemy","Physical","","Fire","","Six single ranged attacks (?/? each) capped at 9999/19999 after 0-2/3+ uses","?","Lowest HP% enemy","","Combat","クリムゾンパンチ改","30151232","",""
"Tama","Zenith Bubbly Challenge","ZSB1","","World Parade+","WHT","All allies","","","","1.20","Restores HP (20) to all allies,  grants smart ether 1 to all allies every fourth cast","N","All allies","100","White Magic","ワールド・パレード改","30121572","","✓"
"Enna Kros","Zenith Break Time","ZSB1","","The World's Rules+","BLK","Single enemy","Magical","22.80","Earth, Holy","1.65","Six single attacks (3.80/3.95 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Black Magic","世界のルール改","30111542","","✓"
"Rain","Zenith C Explode","ZSB1","","Soul Prominence+","PHY","Single enemy","Physical","7.20","Fire, Earth","1.65","Six single attacks (1.20 each) capped at 9999/19999 after 0-2/3+ uses","Y","Lowest HP% enemy","90","Spellblade","ソウルプロミネンス改","30141412","","✓"
"Fina","Zenith Brilliant Heal","ZSB1","","Blossom Heart+","NAT","All allies","","","","0.01","Restores 1000 HP","N","All allies","180","Support","ブロッサムハーツ改","30161302","",""
"Fina","Zenith Brilliant Heal","ZSB1","","Prime Heal+","WHT","All allies","","","","1.20","Restores HP (?)","N","All allies","","White Magic","プライムヒール改","30121602","",""
"Lasswell","Zenith Cerulean Sky","ZSB1","","Blade Flash - Awakened+","PHY","Single enemy","Physical","7.20","Ice","1.65","Six single attacks (1.20/1.25 each) capped at 9999/19999 after 0-2/3+ uses, grants [Retaliate] to the user for 15 seconds","N","Lowest HP% enemy","90","Samurai","紫電一閃・醒改","30221302","","✓"
