"Character","Img","Name","HA Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","School","Name (JP)","ID","✓"
"Prishe","","Nullifying Dropkick","HA1","PHY","Single enemy","Physical","5.50","Lightning, Ice, NE","1.65","Five single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Monk","崑崙八象脚","30191391","✓"
"Lion","","Powder Keg","HA1","PHY","Single enemy","Physical","5.50","Water","1.20","Five single attacks (1.10 each), causes [Imperil Water 10% (5s)]","Y","Lowest HP% enemy","80","2","10","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Wind Crystal","-","10","15","50","75","Thief","パウダーケッグ","30201231","✓"
"Lion","","Utsusemi","HA2","?","Single enemy","Physical","","Water","","Six single attacks (? each), grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","?","Lowest HP% enemy","","2","10","Power Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Ninja","空蝉の術","30231321",""
"Aphmau","","Repair","HA1","WHT","All allies","","","","1.65","Restores HP (20), smart ether 1 every fourth activation","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","リペアー","30121401","✓"
"Zeid","","Abyssal Strike","HA1","PHY","Single enemy","Physical","6.60","Dark","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Darkness","アビッサルストライク","30271331","✓"
"Lilisette","","Sensual Dance","HA1","NAT","All enemies","","","","1.65","Causes [ATK, DEF and MAG -50% (8s)], restores 1500 HP to all allies","N","All enemies","100","2","10","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Dancer","センシュアルダンス","30251171","✓"
"Lilisette","","Dancer's Cheer","HA2","?","Single ally","","","","","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [High Quick Cast 1] to the user","?","Random ally prioritizing self last","","2","10","Power Crystal","-","10","15","50","75","White Crystal","-","5","10","25","35","Black Crystal","-","5","10","25","35","Support","舞姫の激励","30161401",""
"Naja","","Cat President's Reward","HA1","PHY","All allies","","","","2.40","Grants [Physical Quick Cast 2], cast time 2.40/2.10/1.80/1.50/1.20 scaling with [Cat President's Reward Uses]","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Power Crystal","-","5","10","25","35","Black Crystal","-","5","10","25","35","Support","ネコ社長の報酬","30161371","✓"
"Naja","","Peacebreaker","HA2","PHY","Single","Physical","4.00","Earth","1.65","Four single attacks (1.00 each), causes [DEF -50% (8s)]","Y","Lowest HP% enemy","120","2","10","Earth Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Power Crystal","-","5","10","25","35","Support","ピースブレイカー","30161381","✓"
"Arciela","","Harmonic Displacement","HA1","BLK","Single enemy","Magical","17.50","Ice, Lightning, Water, Wind","1.65","Five single attacks (3.50 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Black Magic","Hディスプレイスメント","30111751","✓"
"Arciela","","Dignified Awe","HA2","?","Single enemy","Magical","","Ice, Lightning, Water, Wind","","Six single attacks (? each), cast time ?/?/?/?/? scaling with [Dignified Awe Uses]","?","Lowest HP% enemy","","2","10","Black Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Witch","ディグニファイアウ","30301281",""
"Vaan","","Red Spiral","HA1","PHY","Single enemy","Physical","5.50","Wind","1.20","Five single attacks (1.10 each), causes [Imperil Wind 10% (5s)]","Y","Lowest HP% enemy","80","2","10","Non-Elemental Crystal","-","5","10","25","35","Wind Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Thief","レッドスパイラル","30201201","✓"
"Vaan","","Windburst","HA2","PHY","Single enemy","Physical","","Wind","","Seven single attacks (? each)","Y","Lowest HP% enemy","","2","10","Non-Elemental Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Thief","風のラプチャー","30201301","✓"
"Balthier","","Fires of War","HA1","PHY","Single enemy","Physical","5.95","Fire","1.65","Seven single ranged attacks (0.85 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Machinist","略奪のコンパス","30261231","✓"
"Balthier","","Makara","HA2","PHY","Single enemy","Physical","5.50","Fire","1.65","Five single ranged attacks (1.10 each), causes [Imperil Fire 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Machinist","ブルカノ式T","30261351","✓"
"Fran","","Shatterheart","HA1","PHY","Single enemy","Physical","4.00","Ice, Lightning","1.65","Four single ranged attacks (1.00 each), causes [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Ice Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Sharpshooter","咬撃氷狼波","30281181","✓"
"Fran","","Feral Mist Strike","HA2","PHY","Single enemy","Physical","","Ice, Lightning","","Six single ranged attacks (? each), cast time 3.30/2.90/2.475/2.075/1.65 scaling with uses","Y","Lowest HP% enemy","","2","10","Ice Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Sharpshooter","氷乱雷殺掌","30281261","✓"
"Basch","","Ruin Impendent","HA1","PHY","Single enemy","Physical","4.00","Holy, Fire","1.65","Four single attacks (1.00 each), grants [HP Stock (2000)] to the user","Y","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Knight","紛れ無き終焉","30211321","✓"
"Basch","","Clash of Light and Flame","HA2","PHY","Single enemy","Physical","5.50","Holy, Fire","1.65","Five single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Knight","光と紅蓮の衝撃","30211391","✓"
"Basch","","Bladeflash Purge","HA3","?","Single enemy","Physical","","Holy, Fire","","Six single attacks (? each)","?","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Samurai","百鬼刃閃","30221361",""
"Ashe","","Maelstrom's Bolt","HA1","BLK","Single","Magical","21.00","Lightning","1.65","Six single attacks (3.50 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Black Magic","天鼓雷音稲妻斬","30111471","✓"
"Penelo","","War Dance","HA1","NAT","All allies","","","","1.65","Restores 1000 HP, grants [War Dance ATK and MAG +5%/10%/20%/30%], grants [Proficiency 1/2/3/3] to the user if the user has [Proficiency 0/1/2/3]","N","All allies","100","2","10","White Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Dark Crystal","-","5","10","25","35","Dancer","ブレイブダンス","30251111","✓"
"Penelo","","Healing Step","HA2","NAT","All allies","","","","","Restores HP (?)","N","All allies","","2","10","White Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Dancer","ヒールステップ","30251181","✓"
"Gabranth","","Innocence","HA1","PHY","Single enemy","Physical","6.60","Dark","3.30","Six single attacks (1.10 each), grants [Heavy Charge +1] to the user, cast time 3.30/2.475/1.65 scaling with uses","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Heavy","イノセンス","30311111","✓"
"Gabranth","","Hatred Geyser","HA2","PHY","Single enemy","Physical","","Dark","1.65","4/5/6 single attacks (?/?/? each) at Heavy Charge 0/1/2, causes [Imperil Dark 10% (5s)], causes [Heavy Charge -1] to the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Heavy","ヘイトゲイザー","30311141","✓"
"Larsa","","Archadian Draught","HA1","WHT","All allies","","","","1.65","Restores HP (20)","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","帝国の秘薬","30121441","✓"
"Larsa","","Mote Glimmer","HA2","NAT","Single enemy","","","","1.65","[ATK, DEF, and MAG -50% (8s)], restores 1500 HP to all allies","N","Lowest HP% enemy","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Support","魔片の煌めき","30161351","✓"
"Vayne","","Force of Will","HA1","NAT","Single enemy","Hybrid","","Dark","1.65","Six single hybrid attacks (1.10 or 3.50 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Darkness","嶄然震撼","30271321","✓"
"Reks","","Dual Swords","HA1","PHY","Single enemy","Physical","6.60","Lightning","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Spellblade","ソードコンボ","30141381","✓"
"Lightning","","Blaze Rush","HA1","PHY","Single enemy","Physical","6.60","Lightning, Holy","2.40","Six single ranged attacks (1.10 each), cast time 2.40/2.10/1.80/1.50/1.20 scaling with [Blaze Rush Uses]","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Celerity","ブレイズラッシュ","30171261","✓"
"Lightning","","Crushing Blow","HA2","PHY","Single enemy","Physical","3.00","Lightning, Holy","1.20","Three single attacks (1.00 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","2","10","Power Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Celerity","絶影","30171311","✓"
"Snow","","Froststrike","HA1","PHY","Single enemy","Physical","6.60","Ice","1.65","4/6 single attacks (1.10 each) if the user hasn't/has any Damage Reduction Barrier, grants [40% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Monk","フロストブロウ","30191221","✓"
"Snow","","Sovereign Fist","HA2","PHY","Single enemy","Physical","7.10","Ice","1.65","One single attack (7.10) capped at 99999","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Monk","ルーラーフィスト","30191461","✓"
"Vanille","","Oerba's Boon","HA1","WHT","All allies","","","","2.10","Restores HP (25)","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","ヲルバの祝福","30121411","✓"
"Sazh","","Chocolina Blues","HA1","NAT","All allies","","","","1.65","Grants [10% Damage Reduction Barrier 1], grants [Exertion ATK and MAG +5%/10%/20%/30%], grants [Exertion 1/2/3/3] to the user if the user has [Exertion 0/1/2/3]","N","All allies","100","2","10","Fire Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Support","アフロブルース","30161281","✓"
"Sazh","","Godsend Shot","HA2","PHY","Single enemy","Physical","3.00","Fire, Ice, Lightning","1.65","Three single attacks (1.00 each), grants [Buff Fire 10% (15s)], [Buff Ice 10% (15s)] and [Buff Lightning 10% (15s)] to all allies every third activation","Y","Lowest HP% enemy","90","2","10","Lightning Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Machinist","マーベラスショット","30261361","✓"
"Hope","","Last Resort","HA1","BLK","Single enemy","Magical","21.00","Holy","1.65","Six single attacks (3.50 each), removes [Haste] every second activation","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Black Magic","ラストリゾート","30111561","✓"
"Hope","","Divine Judgment","HA2","?","Single enemy","Magical","","Holy","","Six single attacks (? each)","?","Lowest HP% enemy","","2","6","Power Crystal","-","5","10","25","35","Summoning Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Summoning","聖なる審判","30131641",""
"Fang","","Whirlwind","HA1","PHY","Single enemy","Physical","6.65","Wind","1.50","Seven single ranged jump attacks (0.95 each), air time (2.50 sec.)","Y","Lowest HP% enemy","90","2","10","Lightning Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Dragoon","エアリアルレイヴ","30181181","✓"
"Fang","","Aerial Loop","HA2","PHY","Single enemy","Physical","4.00","Wind","1.65","Four single ranged attacks (1.00 each), grants [No Air Time 3] to the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Wind Crystal","-","10","15","50","75","Dragoon","スカイハイループ","30181371","✓"
"Serah","","Artemis Arrow","HA1","BLK","Single enemy","Magical","19.95","Ice","2.60","Seven single attacks (2.85 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Black Magic","アルテミスアロー","30111391","✓"
"Serah","","Artemis Volley","HA2","BLK","Single enemy","Magical","17.50","Water","1.65","Five single attacks (3.50 each), causes [Imperil Water 10% (5s)] every second activation","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Black Magic","アルテミスシュート","30111621","✓"
"Cid Raines","","Seraph's Wing","HA1","BLK","Single enemy","Magical","21.00","Dark, Holy","1.65","Six single attacks (3.50 each), causes [Doom: 45] to the user","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Darkness","熾天使の翼","30271291","✓"
"Cid Raines","","Seraphic Ray","HA2","?","Single enemy","Magical","","Dark, Holy","","Four single attacks (? each), followed by one single attack (?) that ignores RES","?","Lowest HP% enemy","","2","10","Non-Elemental Crystal","-","10","15","50","75","Holy Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Black Magic","セラフィックレイ","30111871",""
"Noel","","Meteor Javelin","HA1","PHY","Single enemy","Physical","6.60","Ice, Water","3.30","Six single ranged attacks (1.10 each), cast time 3.30/2.90/2.475/2.075/1.65 scaling with [Meteor Javelin Uses]","Y","Lowest HP% enemy","90","2","10","Ice Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Sharpshooter","メテオジャベリン","30281171","✓"
"Noel","","Fang Lance","HA2","?","Single enemy","Physical","","Ice, Water","","Four single ranged attacks (? each), grants [Sharpshooter Quick Cast 2] to the user","?","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","10","15","50","75","Sharpshooter","連槍牙","30281321",""
"Nabaat","","Sacrifice Pawn","HA1","BLK","Single enemy","Magical","17.50","Dark","1.65","Five single attacks (3.50 each), grants [HP Stock (3000)] to the user","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Darkness","サクリファイス＝ギア","30271201","✓"
"Nabaat","","Ruthless Gear","HA2","BLK","Single enemy","Magical","","Dark","","Seven single attacks (? each)","Y","Lowest HP% enemy","","2","10","Black Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Black Magic","ルースレス=ギア","30111801","✓"
"Y'shtola","","Ethereal Force","HA1","BLK","Single","Magical","17.10","Fire, Ice, Lightning, Dark","2.60","Six single attacks (2.85 each)","Y","Lowest HP% enemy","90","2","10","Fire Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Witch","エーテリアルフォース","30301101","✓"
"Y'shtola","","Medica II","HA2","WHT","All allies","","","","1.65","Restores HP (20), smart ether 1 every fourth activation","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","メディカラ","30121521","✓"
"Thancred","","Dream Within a Dream","HA1","NAT","Single enemy","Hybrid","","Earth, Wind, Poison","0.83","4/5/6 single hybrid attacks (1.10 or 525.00 each) if the user has [Physical Blink 0/1/2], grants [Physical Blink 1] and [Physical Blink Stacking 2] to the user","Y","Lowest HP% enemy","80","2","10","Earth Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Ninja","夢幻三段","30231251","✓"
"Thancred","","Danger Zone","HA2","?","Single enemy","Hybrid","","Holy, Earth, Wind, Poison","","Six single hybrid attacks (? or ? each), cast time ?/?/? scaling with Heavy Charge level","?","Lowest HP% enemy","","2","10","Power Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Heavy","デンジャーゾーン","30311181",""
"Thancred","","Solid Barrel","HA3","?","Single enemy","Hybrid","","Holy, Earth, Wind, Poison","","Four single attacks (? each), grants [Heavy Charge +1] to the user","?","Lowest HP% enemy","","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Heavy","ソリッドバレル","30311191",""
"Yda","","Blink Impact","HA1","PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Monk","瞬撃衝","30191271","✓"
"Yda","","Forbidden Chakra","HA2","PHY","Single enemy","Physical","4.00","Fire","1.65","Four single attacks (1.00 each), grants [Monk Quick Cast 2] to the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Monk","陰陽闘気斬","30191431","✓"
"Papalymo","","Scion's Fire","HA1","BLK","Single","Magical","21.00","Fire","1.65","Six single attacks (3.50 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Black Magic","サイオンズ・ファイア","30111511","✓"
"Alphinaud","","Aerial Slice","HA1","SUM","Single enemy","Magical","24.75","Wind","1.80","Five single attacks (4.95 each), minimum damage 2000, restores 1000 HP to all allies","N","Lowest HP% enemy","90","2","6","White Crystal","-","5","10","25","35","Summoning Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Summoning","エリアルスラッシュ","30131461","✓"
"Minfilia","","The Echo","HA1","NAT","All allies","","","","1.65","Restores 1000 HP","N","All allies","180","2","10","White Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Holy Crystal","-","5","10","25","35","Knight","超える力","30211351","✓"
"Minfilia","","Entrusted Will","HA2","NAT","Single ally","","","","1.65","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [Quick Cast 1]","N","Random ally prioritizing self last","100","2","10","Power Crystal","-","10","15","50","75","White Crystal","-","5","10","25","35","Black Crystal","-","5","10","25","35","Support","託されし意思","30161331","✓"
"Cid (XIV)","","Equalizer","HA1","PHY","Single enemy","Physical","3.00","Fire, Earth, Wind, Poison","1.65","Three single ranged attacks (1.00 each), causes [Imperil Fire 10% (5s)], [Imperil Earth 10% (5s)], [Imperil Wind 10% (5s)] and [Imperil Poison 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Fire Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Machinist","イコライザー","30261261","✓"
"Cid (XIV)","","Chain Saw (XIV)","HA2","?","Single enemy","Physical","","Fire, Earth, Wind, Poison","","Five single ranged attacks (? each)","?","Lowest HP% enemy","","2","10","Non-Elemental Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Machinist","回転のこぎり【XIV】","30261421",""
"Ysayle","","Diamond Dust","HA1","SUM","All enemies","Magical","24.75","Ice","1.80","Five group attacks (4.15~4.95 scaling with targets), minimum damage 2000","N","Lowest HP% enemy","90","2","6","Summoning Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Summoning","ダイアモンドダスト","30131501","✓"
"Haurchefant","","Circle of Scorn","HA1","PHY","Single enemy","Physical","4.00","Holy, Ice","1.65","Four single attacks (1.00 each), grants [10% Damage Reduction Barrier 1] to all allies","Y","Lowest HP% enemy","90","2","10","Ice Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Knight","サークルオブドゥーム","30211301","✓"
"Haurchefant","","Fortemps Blade","HA2","PHY","Single enemy","Physical","6.60","Holy, Ice","1.65","Six single attacks (1.1 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Knight","フォルタンブレード","30211451","✓"
"Estinien","","Star Diver","HA1","PHY","Single enemy","Physical","6.90","Wind, Dark","3.30","Six single ranged jump attacks (1.15 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Dragoon","スターダイバー","30181221","✓"
"Estinien","","Coerthan Torment","HA2","PHY","Single enemy","Physical","4.00","Wind, Dark","1.65","Four single ranged jump attacks (1.00 each), grants [Dragoon Quick Cast 2] to the user","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Dark Crystal","-","10","15","50","75","Dragoon","クルザントーメント","30181341","✓"
"Alisaie","","Jolt","HA1","BLK","Single enemy","Magical","9.90","Wind, Lightning","1.65","Three single attacks (3.30 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Black Magic","ジョルト","30111421","✓"
"Alisaie","","Impact","HA2","BLK","Single","Magical","21.00","Wind, Lightning","2.60","Six single attacks (3.50 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Lightning Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Black Magic","インパクト","30111711","✓"
"Noctis","","Shifting Flame","HA1","PHY","Single enemy","Physical","3.00","Fire","1.20","Three single attacks (1.00 each), grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","80","2","10","Power Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Celerity","シフトフレイム","30171231","✓"
"Noctis","","Shift Earth","HA2","PHY","Single enemy","Physical","6.60","Earth","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Earth Crystal","-","10","15","50","75","Combat","シフトアース","30151201","✓"
"Noctis","","Shifting Lightning","HA3","PHY","Single enemy","Physical","6.60","Lightning","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Fire Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Combat","シフトライトニング","30151211","✓"
"Noctis","","Shifting Ignition","HA4","PHY","Single enemy","Physical","6.60","Fire","1.65","Six single attacks (1.10 each)","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental","-","5","10","25","35","Fire Crystal","-","10","15","50","75","Combat","シフトイグナイト","30151221","✓"
"Gladiolus","","Royal Guard","HA1","PHY","Single enemy","Physical","6.60","Earth","3.30","Six single attacks (1.10 each), grants [20% Damage Reduction Barrier 1] to the user, cast time 3.30/2.475/1.650 scaling with [Royal Guard Uses]","Y","Lowest HP% enemy","90","2","10","White Crystal","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Holy Crystal","-","10","15","50","75","Knight","ロイヤルガード","30211251","✓"
"Gladiolus","","Cyclone","HA2","?","Single enemy","Physical","","Earth","","Four single attacks (? each), followed by one single attack (?) that ignores DEF","?","Lowest HP% enemy","","2","10","Power Crystal","-","10","15","50","75","Non-Elemental","-","5","10","25","35","Earth Crystal","-","5","10","25","35","Heavy","サイクロン","30311211",""
"Ignis","","Sagefire","HA1","PHY","Single enemy","Physical","4.00","Fire","0.83","Four single attacks (1.00 each), grants [Buff Fire 10% (15s)] to the user every second activation","Y","Lowest HP% enemy","80","2","10","Fire Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Thief","賢者の炎","30201171","✓"
"Ignis","","Enhancement","HA2","PHY","Single enemy","Physical","6.60","Fire","1.20","Six single ranged attacks (1.10 each)","Y","Lowest HP% enemy","80","2","10","Fire Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Thief","エンハンス","30201271","✓"
"Ignis","","Quick Recipeh","HA3","NAT","Single ally","","","","1.65","Transfers the user's Soul Break points to the target (maximum of 500 Soul Break points), grants [Quick Cast 1] to the user","N","Random ally prioritizing self last","100","2","10","Power Crystal","-","10","15","50","75","White Crystal","-","5","10","25","35","Black Crystal","-","5","10","25","35","Support","神速クッキング","30161341","✓"
"Prompto","","Trigger Happy","HA1","PHY","Single enemy","Physical","5.95","Lightning","1.65","Seven single ranged attacks (0.85 each)","Y","Lowest HP% enemy","90","2","10","Non-Elemental Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Machinist","トリガーハッピー","30261191","✓"
"Prompto","","Recoil (XV)","HA2","PHY","Single enemy","Physical","4.00","Lightning","1.65","Four single ranged attacks (1.00 each), grants [Machinist Quick Cast 2] to the user","Y","Lowest HP% enemy","90","2","10","Power Crystal","-","5","10","25","35","Non-Elemental Crystal","-","5","10","25","35","Lightning Crystal","-","10","15","50","75","Machinist","ブラスター【XV】","30261331","✓"
"Iris","","Pocket Potion","HA1","WHT","All allies","","","","2.10","Restores HP (20), cast time 2.10/1.875/1.65/1.425/1.20 scaling with [Pocket Potion Uses]","N","All allies","100","2","10","White Crystal","-","10","15","50","75","Non-Elemental","-","5","10","25","35","Holy Crystal","-","5","10","25","35","White Magic","サポート・ポーション","30121391","✓"
"Aranea","","Air Superiority","HA1","PHY","Single enemy","Physical","6.65","Lightning, Dark, NE","1.50","Seven single ranged jump attacks (0.95 each), air time (2.50 sec.)","Y","Lowest HP% enemy","90","2","10","Lightning Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Dragoon","エア・スペリオリティ","30181261","✓"
