"Realm","Character","Img","Name","Effect","Unlock Criteria","Name (JP)","ID","GL","✓"
"XI","Lion","","First Pirate","24% chance to turn attack into Mug Time","Bring Lion to level 99","ノーグ頭領の養女","111110052","✓","✓"
"XI","Aphmau","","Pure of Thought","MND +10% when equipping a staff","Use Aphmau's Memory Crystal","純真な乙女心","111110060","✓","✓"
"XI","Aphmau","","Unarmed Puppeteer","Attack turns into an ability (WHT: single, 2.00 magical)","Use Aphmau's Memory Crystal II, chance to obtain with Aphmau in party","無手の傀儡師","111110061","✓","✓"
"XI","Aphmau","","Imperial Heir","MND +25% when equipping a staff","Bring Aphmau to level 99","聖皇を継ぎし者","111110062","✓","✓"
"XI","Zeid","","Dark Knight of Bastok","Darkness abilities deal 15% more damage","Use Zeid's Memory Crystal","バストゥークの暗黒騎士","111110070","✓","✓"
"XI","Zeid","","Karmic Blade","13% chance to dualcast Darkness abilities","Use Zeid's Memory Crystal II, chance to obtain with Zeid in party","業を背負う者の剣","111110071","✓","✓"
"XI","Zeid","","Darkest Iron","Darkness abilities deal 40% more damage","Bring Zeid to level 99","銃士隊最強の暗黒剣","111110072","✓","✓"
"XI","Lilisette","","Master Dancer","50% chance to restore 1 use for all Dancer abilities at the beginning of the battle","Use Lilisette's Memory Crystal","踊り子のリーダー格","111110080","✓","✓"
"XI","Lilisette","","Idolized Beauty","Restores 1 use for all Dancer abilities at the beginning of the battle","Use Lilisette's Memory Crystal II, chance to obtain with Lilisette in party","トップアイドル","111110081","✓","✓"
"XI","Lilisette","","Moonshade Butterfly","PHY attacks deal 30% more damage when equipping a dagger","Bring Lilisette to level 99","月影の胡蝶","111110082","✓","✓"
"XI","Naja","","Miserly Matron","Monk abilities deal 15% more damage","Use Naja's Memory Crystal","守銭奴","111110090","✓","✓"
"XI","Naja","","Headstrong President","PHY attacks deal 20% more damage when equipping a hammer","Use Naja's Memory Crystal II, chance to obtain with Naja in party","勝手気ままな経営者","111110091","✓","✓"
"XI","Naja","","Moral Mercenary","PHY attacks deal 30% more damage when equipping a hammer","Bring Naja to level 99","愛国故の傭兵稼業","111110092","✓","✓"
"XI","Arciela","","Kind Hearted Girl","Grants [Haste] at the beginning of the battle","Use Arciela's Memory Crystal","心優しき少女","111110110","","✓"
"XI","Arciela","","Adoulin's Witch Princess","BLK attacks deal 15% more damage","Use Arciela's Memory Crystal II, chance to obtain with Arciela in party","アドゥリンの魔女姫","111110111","","✓"
"XI","Arciela","","Young Leader","BLK attacks deal 30% more damage when equipping a dagger","Bring Arciela to level 99","若き指導者","111110112","","✓"
"XII","Vaan","","Freedom's Wish","ATK +10%, DEF -10%","Use Vaan's Memory Crystal","自由への想い","111120010","✓","✓"
"XII","Vaan","","Winds of Rabanastre","13% chance to dualcast Celerity abilities","Use Vaan's Memory Crystal II, chance to obtain with Vaan in party","ラバナスタの風","111120011","✓","✓"
"XII","Vaan","","Wings Unfurled","PHY attacks deal 30% more damage when equipping a dagger","Bring Vaan to level 99","奔放な若き翼","111120012","✓","✓"
"XII","Balthier","","Sky Pirate's Pride","Grants [Haste] at the beginning of the battle","Use Balthier's Memory Crystal","空賊の証","111120020","✓","✓"
"XII","Balthier","","Machinist's Touch","13% chance to dualcast Machinist abilities","Use Balthier's Memory Crystal II, chance to obtain with Balthier in party","熟練の機工士","111120022","✓","✓"
"XII","Balthier","","A Sky Pirate's Life","PHY attacks deal 30% more damage when equipping a gun","Bring Balthier to level 99","自由を愛す義賊","111120023","✓","✓"
"XII","Fran","","Seething Mist","Causes Berserk at the beginning of the battle","Use Fran's Memory Crystal","ミストの暴走","111120030","✓","✓"
"XII","Fran","","Viera Virtuoso","PHY attacks deal 20% more damage when equipping a bow","Chance to obtain with Fran in party","ヴィエラの手練","111120031","✓","✓"
"XII","Fran","","Art of the Barrage","16% chance to turn Attack into an ability (PHY: random, 4x 1.00 physical)","Use Fran's Memory Crystal II, chance to obtain with Fran in party","連射の極意","111120032","✓","✓"
"XII","Fran","","Reign of Arrows","PHY attacks deal 30% more damage when equipping a bow","Bring Fran to level 99","天地を制す弓術","111120033","✓","✓"
"XII","Basch","","Shield of Dalmasca","ATK +10% when equipping a shield","Use Basch's Memory Crystal","ダルマスカの盾","111120040","✓","✓"
"XII","Basch","","Loyal Captain","13% chance to dualcast Knight abilities","Use Basch's Memory Crystal II, chance to obtain with Basch in party","忠義の勇将","111120072","✓","✓"
"XII","Basch","","Unwavering Devotion","DEF and RES +20% when equipping a shield","Bring Basch to level 99","揺るがぬ信念","111120044","✓","✓"
"XII","Ashe","","Vow of Vengeance","MAG +10%, ATK -10%","Use Ashe's Memory Crystal","復讐の誓い","111120050","✓","✓"
"XII","Ashe","","Dalmascan Royalty","Increases Lightning damage dealt by 20%","Use Ashe's Memory Crystal II, chance to obtain with Ashe in party","ダルマスカ王族の誇り","111120051","✓","✓"
"XII","Ashe","","True Path","MAG +15% when equipping a sword","Bring Ashe to level 99","歩むべき真の道","111120052","✓","✓"
"XII","Penelo","","Loving Soul","MND +10% when equipping a staff","Use Penelo's Memory Crystal","慈愛の心","111120060","✓","✓"
"XII","Penelo","","Desert Bloom","MND +20%, ATK and MAG -10%","Use Penelo's Memory Crystal II, chance to obtain with Penelo in party","幼馴染みへの恋心","111120061","✓","✓"
"XII","Penelo","","Moral Compass","White Magic abilities deal 30% more damage","Bring Penelo to level 99","朗らかな理解者","111120062","✓","✓"
"XII","Gabranth","","Icy Veins","Increases Dark damage dealt by 10%","Use Gabranth's Memory Crystal","冷静な武人","111120070","✓","✓"
"XII","Gabranth","","Object of Hatred","Increases Dark damage dealt by 20%","Use Gabranth's Memory Crystal II, chance to obtain with Gabranth in party","憎悪の矛先","111120071","✓","✓"
"XII","Gabranth","","Errant Hound","DEF +20%","Bring Gabranth to level 99","野良犬の意地","111120073","✓","✓"
"XII","Larsa","","Untarnished Prince","50% chance to restore 1 use for all White Magic abilities at the beginning of the battle","Use Larsa's Memory Crystal","純真な皇子","111120080","✓","✓"
"XII","Larsa","","Road to Peace","MND +10%, grants [Low Regen] at the beginning of the battle","Use Larsa's Memory Crystal II, chance to obtain with Larsa in party","平和への道","111120081","✓","✓"
"XII","Larsa","","Noble Intentions","ATK and MND +10%","Bring Larsa to level 99","屈せぬ理想家","111120082","✓","✓"
"XII","Vayne","","Cold Ambition","DEF +5% for each 10% missing HP","Use Vayne's Memory Crystal","冷酷な野心家","111120100","✓","✓"
"XII","Vayne","","Noble Bearing","ATK and MAG +10% when equipping a fist weapon","Use Vayne's Memory Crystal II, chance to obtain with Vayne in party","威風堂々","111120101","✓","✓"
"XII","Vayne","","Military Genius","ATK +13%, grants [Magical Blink 1] at the beginning of the battle","Bring Vayne to level 99","戦略の天才","111120102","✓","✓"
"XII","Reks","","Spark of Youth","Spellblade abilities deal 15% more damage","Use Reks's Memory Crystal","若き志","111120110","✓","✓"
"XII","Reks","","Cool Head","Increases damage dealt by 20% when exploiting elemental weakness","Use Reks's Memory Crystal II, chance to obtain with Reks in party","冷静な判断力","111120111","✓","✓"
"XII","Reks","","Uncanny Ability","24% chance to turn attack into Thundering Quadstrike","Bring Reks to level 99","雄才なる萌芽","111120112","✓","✓"
"XIII","Lightning","","Flash of Light","15% chance to begin the round with full ATB gauge","Use Lightning's Memory Crystal","閃光","111130010","✓","✓"
"XIII","Lightning","","Thunderstroke","Attack turns into an ability (PHY: single, 1.00 physical) with 0.01 cast time","Use Lightning's Memory Crystal II, chance to obtain with Lightning in party","疾雷","111130011","✓","✓"
"XIII","Lightning","","Bolt from Above","Increases Lightning damage dealt by 30%","Bring Lightning to level 99","雷光の軍神","111130012","✓","✓"
"XIII","Snow","","Bastion","DEF +10%, ATK -10%","Use Snow's Memory Crystal","タフネス","111130020","✓","✓"
"XIII","Snow","","Indomitable Will","DEF +5% for each 10% missing HP","Chance to obtain with Snow in party","不屈の意志","111130021","✓","✓"
"XIII","Snow","","Eternal Optimist","ATK and DEF +10% when equipping a fist weapon","Use Snow's Memory Crystal II, chance to obtain with Snow in party","前向きなヒーロー","111130022","✓","✓"
"XIII","Snow","","Bittersweet Vow","DEF +25% when equipping a light armor","Bring Snow to level 99","挫けぬ誓い","111130023","✓","✓"
"XIII","Vanille","","Innocence","10% chance to counter PHY attacks with an ability (NAT: self, restores HP (30))","Use Vanille's Memory Crystal","天真爛漫","111130030","✓","✓"
"XIII","Vanille","","Pulse Kindness","Attack turns into an ability (WHT: single, restores HP (26))","Use Vanille's Memory Crystal II, chance to obtain with Vanille in party","下界の少女の労り","111130031","✓","✓"
"XIII","Vanille","","Words of Truth","Attack turns into an ability (WHT: single, 2.50 magical)","Bring Vanille to level 99","語り部の紡ぐ真実","111130032","✓","✓"
"XIII","Sazh","","Father's Pride","Grants [Low Regen] when HP fall below 20%","Use Sazh's Memory Crystal","父の意地","111130040","✓","✓"
"XIII","Sazh","","Double Barrels","Attack turns into an ability (PHY: single, 2x 0.65 physical)","Use Sazh's Memory Crystal II, chance to obtain with Sazh in party","二丁拳銃","111130041","✓","✓"
"XIII","Sazh","","Friendly Skies","ATK and DEF +13% when equipping a gun","Bring Sazh to level 99","陽気な腕利きパイロット","111130042","✓","✓"
"XIII","Hope","","Ascendance","BLK attacks deal 10% more damage when equipping a thrown weapon","Use Hope's Memory Crystal","成長の証","111130050","✓","✓"
"XIII","Hope","","Hope not in Vain","BLK attacks deal 20% more damage when equipping a thrown weapon","Use Hope's Memory Crystal II, chance to obtain with Hope in party","甘えを捨てた希望","111130051","✓","✓"
"XIII","Hope","","Beyond Oaths","MAG +15% when equipping a thrown weapon","Bring Hope to level 99","誓約の先にあるもの","111130052","✓","✓"
"XIII","Fang","","Gran Pulse Warrior","PHY attacks deal 10% more damage when equipping a spear","Use Fang's Memory Crystal","グラン＝パルスの闘士","111130060","✓","✓"
"XIII","Fang","","Power Pulse","Dragoon abilities deal 30% more damage","Use Fang's Memory Crystal II, chance to obtain with Fang in party","グラン＝パルスの流儀","111130061","✓","✓"
"XIII","Fang","","Spear of Gran Pulse","PHY attacks deal 30% more damage when equipping a spear","Bring Fang to level 99","グラン＝パルスの槍撃","111130062","✓","✓"
"XIII","Serah","","Air of Enchantment","MAG +10%, ATK -10%","Use Serah's Memory Crystal","可憐な雰囲気","111130070","✓","✓"
"XIII","Serah","","Etro's Intervention","BLK attacks deal 20% more damage when equipping a bow","Use Serah's Memory Crystal II, chance to obtain with Serah in party","女神エトロの干渉","111130071","✓","✓"
"XIII","Serah","","Awoken Powers","MAG +15%, DEF -10%","Bring Serah to level 99","目覚める異能","111130072","✓","✓"
"XIII","Cid Raines","","Cavalry Commander","BLK attacks deal 10% more damage when equipping a light armor","Use Cid Raines's Memory Crystal","騎兵隊の司令官","111130100","✓","✓"
"XIII","Cid Raines","","Might of the L'Cie","ATK and MAG +10% when equipping a fist weapon","Use Cid Raines's Memory Crystal II, chance to obtain with Cid Raines in party","ルシの力","111130101","✓","✓"
"XIII","Cid Raines","","Rising Pawn","MAG +15% when equipping a fist weapon","Bring Cid Raines to level 99","傀儡の抗い","111130102","✓","✓"
"XIII","Noel","","Yeul's Blessing","Grants [Low Regen] at the beginning of the battle","Use Noel's Memory Crystal","ユールの加護","111130111","✓","✓"
"XIII","Noel","","Shadow Hunter","Attack turns into an ability (PHY: single, 1.00 ranged physical)","Use Noel's Memory Crystal II, chance to obtain with Noel in party","ラストハンター","111130112","✓","✓"
"XIII","Noel","","Life's Protector","ATK and RES +10%, grants [Haste] at the beginning of the battle","Bring Noel to level 99","命の重みを知る守護者","111130113","✓","✓"
"XIII","Nabaat","","L'Cie's Despair","Increases damage dealt by 10% when exploiting elemental weakness","Use Nabaat's Memory Crystal","ルシを弄ぶ女軍人","111130120","✓","✓"
"XIII","Nabaat","","Fencer's Baton","MAG +13% when equipping a sword","Use Nabaat's Memory Crystal II, chance to obtain with Nabaat in party","特殊警棒の使い手","111130121","✓","✓"
"XIII","Nabaat","","PSICOM Marvel","Attack turns into an ability (BLK: group, 3.00 magical) with 4.50 cast time","Bring Nabaat to level 99","PSICOMの才媛","111130122","✓","✓"
"XIV","Y'shtola","","Cultured Conjurer","WHT abilities restore 10% more HP","Use Y'shtola's Memory Crystal","神秘的な幻術士","111140010","✓","✓"
"XIV","Y'shtola","","Solemn Soul","WHT attacks deal 20% more damage","Use Y'shtola's Memory Crystal II, chance to obtain with Y'shtola in party","粛然たる心","111140011","✓","✓"
"XIV","Y'shtola","","Matoya's Treasure","DEF and RES +20% when equipping a robe","Bring Y'shtola to level 99","マトーヤの大切なもの","111140012","✓","✓"
"XIV","Thancred","","Fraternal Knowledge","PHY attacks deal 10% more damage when equipping a dagger","Use Thancred's Memory Crystal","地下組織の戦闘術","111140020","✓","✓"
"XIV","Thancred","","Blades Like Wind","Increases Wind damage dealt by 20%","Use Thancred's Memory Crystal II, chance to obtain with Thancred in party","双剣の風","111140021","✓","✓"
"XIV","Thancred","","Oathsworn","ATK and DEF +13% when equipping a dagger","Bring Thancred to level 99","盟主への誓い","111140022","✓","✓"
"XIV","Yda","","Honed Flesh","Monk abilities deal 15% more damage","Use Yda's Memory Crystal","磨かれた体術","111140030","✓","✓"
"XIV","Yda","","Capricious Pugilist","Attack turns into an ability (PHY: group, 0.60 physical)","Use Yda's Memory Crystal II, chance to obtain with Yda in party","気まぐれな格闘士","111140031","✓","✓"
"XIV","Yda","","Divine Fists","Attack turns into an ability (PHY: group, 0.80 physical)","Bring Yda to level 99","拳聖の域","111140032","✓","✓"
"XIV","Papalymo","","Derisive Smile","MAG +10% when equipping a rod","Use Papalymo's Memory Crystal","冷笑家の力","111140050","✓","✓"
"XIV","Papalymo","","Sharlayan Thaumaturge","BLK attacks deal 20% more damage when equipping a rod","Use Papalymo's Memory Crystal II, chance to obtain with Papalymo in party","シャーレアンの呪術士","111140051","✓","✓"
"XIV","Papalymo","","Scion Thaumaturge","MAG and RES +13% when equipping a rod","Bring Papalymo to level 99","暁の大魔道師","111140052","✓","✓"
"XIV","Alphinaud","","Sharlayan Prodigy","MAG +10% when equipping a book","Use Alphinaud's Memory Crystal","シャーレアンの異才","111140060","✓","✓"
"XIV","Alphinaud","","Louisoix's Heir","MAG and MND +10% when equipping a book","Use Alphinaud's Memory Crystal II, chance to obtain with Alphinaud in party","ルイゾワの意志を継ぐ者","111140061","✓","✓"
"XIV","Alphinaud","","Bellwether","MAG and MND +13% when equipping a book","Bring Alphinaud to level 99","主導者の素質","111140062","✓","✓"
"XIV","Minfilia","","Antecedent","ATK +10% when equipping a shield","Use Minfilia's Memory Crystal","暁の盟主","111140070","✓","✓"
"XIV","Minfilia","","Protector of Eorzea","ATK +13% when equipping a shield","Use Minfilia's Memory Crystal II, chance to obtain with Minfilia in party","エオルゼアの守護者","111140071","✓","✓"
"XIV","Minfilia","","Word of the Mother","ATK and DEF +13% when equipping a shield","Bring Minfilia to level 99","星の代弁者","111140072","✓","✓"
"XIV","Cid (XIV)","","Hidden Truths","ATK and DEF +10%, causes Confuse at the beginning of the battle","Use Cid (XIV)'s Memory Crystal","雪に埋もれた真実","111140080","✓","✓"
"XIV","Cid (XIV)","","Magiteknician","ATK +13% when equipping a gun","Use Cid (XIV)'s Memory Crystal II, chance to obtain with Cid (XIV) in party","機工の業","111140081","✓","✓"
"XIV","Cid (XIV)","","Engineer's Mark","ATK and RES +13% when equipping a gun","Bring Cid (XIV) to level 99","技師の矜持","111140082","✓","✓"
"XIV","Ysayle","","Lady of Ice","MAG +10%, ATK -10%","Use Ysayle's Memory Crystal","凍えし少女","111140090","✓","✓"
"XIV","Ysayle","","Speaker of Heresies","Increases Ice damage dealt by 20%","Use Ysayle's Memory Crystal II, chance to obtain with Ysayle in party","異端者を総べる巫女","111140091","✓","✓"
"XIV","Ysayle","","Dragonsong Seer","Attack turns into an ability (BLK: single, 0.70 magical Ice)","Bring Ysayle to level 99","真の竜詩を知る者","111140092","✓","✓"
"XIV","Haurchefant","","Knight's Discipline","Knight abilities deal 15% more damage","Use Haurchefant's Memory Crystal","騎士の教え","111140100","✓","✓"
"XIV","Haurchefant","","Fortemps Champion","DEF +20% when equipping a shield","Use Haurchefant's Memory Crystal II, chance to obtain with Haurchefant in party","フォルタン家のイイ騎士","111140101","✓","✓"
"XIV","Haurchefant","","Shield of the People","DEF and RES +20% when equipping a shield","Bring Haurchefant to level 99","民と友を護る盾","111140102","✓","✓"
"XIV","Estinien","","Wyrmhunter","PHY attacks deal 10% more damage when equipping a spear","Use Estinien's Memory Crystal","竜を狩る者","111140110","✓","✓"
"XIV","Estinien","","Slayer of Dragons","Jump attacks deal 25% more damage","Use Estinien's Memory Crystal II, chance to obtain with Estinien in party","屠龍の名","111140111","✓","✓"
"XIV","Estinien","","Might of the Eye","Dragoon abilities deal 35% more damage","Bring Estinien to level 99","竜の眼の力","111140112","✓","✓"
"XIV","Alisaie","","Unwavering Spirit","40% chance to restore 1 use for all Black Magic and White Magic abilities at the beginning of the battle","Use Alisaie's Memory Crystal","勝ち気な令嬢","111140120","✓","✓"
"XIV","Alisaie","","Blade of Eorzea","15% chance to dualcast White Magic abilities","Use Alisaie's Memory Crystal II, chance to obtain with Alisaie in party","エオルゼアの剣","111140121","✓","✓"
"XIV","Alisaie","","Fencing Guardian","BLK attacks deal 30% more damage when equipping a sword","Bring Alisaie to level 99","旅立ちの宿の用心棒","111140122","✓","✓"
"XV","Noctis","","Sleeping Prince","ATK and DEF +10%, causes Sleep at the beginning of the battle","Use Noctis's Memory Crystal","眠れる王子","111150010","✓","✓"
"XV","Noctis","","Lucian Heir","Defend turns into an ability (NAT: self, restores HP for 10% of the target's maximum HP)","Use Noctis's Memory Crystal II, chance to obtain with Noctis in party","ルシス王国の後継者","111150011","✓","✓"
"XV","Noctis","","Promised Power","Attack turns into an ability (PHY: single, 2.10 physical) with 0.01 cast time that grants 0 SB points","Bring Noctis to level 99","聖石に導かれし力","111150012","✓","✓"
"XV","Gladiolus","","Staunch Ally","DEF +5% for each 10% missing HP","Use Gladiolus's Memory Crystal","頼りになる兄貴分","111150020","✓","✓"
"XV","Gladiolus","","Stalwart Watch","Grants [Protect] at the beginning of the battle","Use Gladiolus's Memory Crystal II, chance to obtain with Gladiolus in party","強固なる防人","111150021","✓","✓"
"XV","Gladiolus","","Crown Defense","ATK +15% when equipping a shield","Bring Gladiolus to level 99","王都警備隊の要","111150022","✓","✓"
"XV","Ignis","","Diligent Study","PHY attacks deal 10% more damage when equipping a dagger","Use Ignis's Memory Crystal","たゆまぬ研鑽","111150030","✓","✓"
"XV","Ignis","","Aide to Royalty","15% chance to counter PHY attacks with an ability (PHY: single, 1.00 physical, heals the user for 30% of the damage dealt)","Use Ignis's Memory Crystal II, chance to obtain with Ignis in party","王族の側仕え","111150031","✓","✓"
"XV","Ignis","","Promising Tactician","PHY attacks deal 30% more damage when equipping a dagger","Bring Ignis to level 99"," 有望なる軍師 ","111150032","✓","✓"
"XV","Prompto","","Life of the Party","ATK +10% when equipping a gun","Use Prompto's Memory Crystal","陽気なムードメーカー","111150040","✓","✓"
"XV","Prompto","","Social Butterfly","13% chance to dualcast Machinist abilities","Use Prompto's Memory Crystal II, chance to obtain with Prompto in party","大胆な人懐っこさ","111150041","✓","✓"
"XV","Prompto","","Hidden Struggle","PHY attacks deal 30% more damage when equipping a gun","Bring Prompto to level 99","密かなる努力","111150042","✓","✓"
"XV","Iris","","Puppy Love","WHT abilities restore 10% more HP","Use Iris's Memory Crystal","王子を慕う幼馴染","111150050","✓","✓"
"XV","Iris","","The Two of Us","Attack turns into an ability (WHT: single, restores HP (26))","Use Iris's Memory Crystal II, chance to obtain with Iris in party","ふたりでおさんぽ","111150051","✓","✓"
"XV","Iris","","Stern Stuff","35% chance to counter attacks that cause Slow with an ability (NAT: self, grants [Haste])","Bring Iris to level 99","芯の強き少女","111150052","✓","✓"
"XV","Aranea","","Spearhead","PHY attacks deal 10% more damage when equipping a spear","Use Aranea's Memory Crystal","突撃槍の使い手","111150060","✓","✓"
"XV","Aranea","","Dazzling Flight","Dragoon abilities deal 30% more damage","Use Aranea's Memory Crystal II, chance to obtain with Aranea in party","美麗なる飛翔","111150061","✓","✓"
"XV","Aranea","","Mother of Mercenaries","PHY attacks deal 30% more damage when equipping a helm","Bring Aranea to level 99","姉御肌の傭兵隊長","111150062","✓","✓"
"XV","Cor","","Master Martial","Samurai abilities deal 15% more damage","Use Cor's Memory Crystal","手練れの将軍","111150080","✓","✓"
"XV","Cor","","Unfailing Warrior","Samurai abilities deal 30% more damage","Use Cor's Memory Crystal II, chance to obtain with Cor in party","才能あふれる武人","111150081","✓","✓"
"XV","Cor","","Venerable Leader","Grant Last Stand at the beginning of the battle","Bring Cor to level 99","若者を導く先達","111150082","✓","✓"
"XV","Lunafreya","","Youngest Oracle","40% chance to restore 1 use for all White Magic and Summoning abilities at the beginning of the battle","Use Lunafreya's Memory Crystal","史上最年少の神凪","111150090","✓","✓"
"XV","Lunafreya","","Journey of Salvation","Restores 1 use for all White Magic and Summoning abilities at the beginning of the battle","Use Lunafreya's Memory Crystal II, chance to obtain with Lunafreya in party","救済の旅路","111150091","✓","✓"
"XV","Lunafreya","","Subject of Adoration","Acting and taking damage grants 25% more Soul Break points","Bring Lunafreya to level 99","民に敬愛されし巫女","111150092","✓","✓"
"XV","Ardyn","","Imperial Chancellor","PHY attacks deal 10% more damage when equipping a hat","Use Ardyn's Memory Crystal","帝国の宰相","111150100","✓","✓"
"XV","Ardyn","","Fearless Demeanor","Attack turns into an ability (PHY: group, 1.00 physical Dark)","Use Ardyn's Memory Crystal II, chance to obtain with Ardyn in party","不敵な佇まい","111150101","✓","✓"
"XV","Ardyn","","Elusive Misfit","Restores HP for 100% of the user's maximum HP when HP fall below 10%","Bring Ardyn to level 99","神出鬼没な奇人","111150102","✓","✓"
"XV","Ravus","","Oracle Guardian","PHY attacks deal 10% more damage when equipping a sword","Use Ravus's Memory Crystal","神凪を守る者","111150110","✓","✓"
"XV","Ravus","","Unfinished Business","Dark attacks deal 20% more damage","Use Ravus's Memory Crystal II, chance to obtain with Ravus in party","叶わぬ望み","111150111","✓","✓"
"XV","Ravus","","Hand of Retribution","Lightning attacks deal 30% more damage","Bring Ravus to level 99","報いの義手","111150112","✓","✓"
"XVI","Clive","","Rosarian Pride","?% chance to dualcast Combat abilities","Use Clive's Memory Crystal","公国騎士の誇り","111160010","",""
"XVI","Clive","","Phoenix Knight","ATK +?% when equipping a sword","Use Clive's Memory Crystal II, chance to obtain with Clive in party","フェニックスのナイト","111160011","",""
"XVI","Clive","","Cid's Successor","Combat abilities deal ?% more damage","Bring Clive to level 99","シドの名を継ぐもの","111160012","",""
"XVI","Jill","","Daughter of the Silvermane","?% chance to dualcast Witch abilities","Use Jill's Memory Crystal","白銀公の娘","111160020","",""
"XVI","Jill","","Weapon of the Iron Kingdom","BLK attacks deal ?% more damage when equipping a sword","Use Jill's Memory Crystal II, chance to obtain with Jill in party","鉄王国の兵器","111160021","",""
"XVI","Jill","","Walking with Cid","?% chance to begin the round with full ATB gauge","Bring Jill to level 99","シドと歩むもの","111160022","",""
"XVI","Joshua","","Prince's Sorrow","MND -?% & MAG +?%","Use Joshua's Memory Crystal","公世子の憂い","111160030","",""
"XVI","Joshua","","Phoenix Dominant","MAG -?% & MND +?%","Use Joshua's Memory Crystal II, chance to obtain with Joshua in party","フェニックスのドミナント","111160031","",""
"XVI","Joshua","","Leader of the Undying","Black Magic abilities deal 40% more damage","Bring Joshua to level 99","不死鳥教団宗主","111160032","",""
"XVI","Cidolfus","","Aware Soldier","Attack turns into an ability (BLK: group, 2.08 magical Lightning)","Use Cidolfus's Memory Crystal","真実を知る騎士長","111160050","","✓"
"XVI","Cidolfus","","Boss of the Hideaway","Black Magic abilities deal 30% more damage","Use Cidolfus's Memory Crystal II, chance to obtain with Cidolfus in party","隠れ家の長","111160051","","✓"
"XVI","Cidolfus","","Entrusted Name","Increases damage dealt by 30% when exploiting elemental weakness","Bring Cidolfus to level 99","シドの名を託すもの","111160052","","✓"
"FFT","Ramza","","Salve","If an ally has negative effects, 40% chance to turn Attack into an ability (NAT: single, removes negative effects)","Use Ramza's Memory Crystal","手当て","111500010","✓","✓"
"FFT","Ramza","","Battleforged","Acting grants 50% more Soul Break points","Use Ramza's Memory Crystal II, chance to obtain with Ramza in party","戦士の成長","111500011","✓","✓"
"FFT","Ramza","","Standard Bearer","Attack turns into an ability (PHY: single, 1.60 physical Lightning)","Bring Ramza to level 99","天騎士の意思を継ぐ者","111500012","✓","✓"
"FFT","Agrias","","Holy Knight's Sigil","30% chance to turn Attack into an ability (PHY: single, 1.00 physical Holy)","Use Agrias's Memory Crystal","ホーリーナイトの証","111500020","✓","✓"
"FFT","Agrias","","Holy Knight's Pride","Knight abilities deal 30% more damage","Use Agrias's Memory Crystal II, chance to obtain with Agrias in party","ホーリーナイトの誇り","111500021","✓","✓"
"FFT","Agrias","","Holy Knight's Muse","Knight abilities deal 40% more damage","Bring Agrias to level 99","ホーリーナイトの美技","111500022","✓","✓"
"FFT","Delita","","Will of the Commons","ATK +10%, DEF -10%","Use Delita's Memory Crystal","平民の志","111500030","✓","✓"
"FFT","Delita","","Captain of the Order","Grants [Magic Lure] for 15 seconds at the beginning of the battle","Use Delita's Memory Crystal II, chance to obtain with Delita in party","南天騎士団の将軍","111500031","✓","✓"
"FFT","Delita","","Sword Attested","DEF and RES +20% when equipping a sword","Bring Delita to level 99","覇道を征く者","111500032","✓","✓"
"FFT","Ovelia","","Forlorn Princess","Grants [Magical Blink 1] at the beginning of the battle","Use Ovelia's Memory Crystal","薄幸のプリンセス","111500040","✓","✓"
"FFT","Ovelia","","Lady of Ivalice","Attack turns into an ability (WHT: single, 2.00 magical)","Use Ovelia's Memory Crystal II, chance to obtain with Ovelia in party","イヴァリースの王女","111500041","✓","✓"
"FFT","Ovelia","","Royal Imperative","RES and MND +13% when equipping a robe","Bring Ovelia to level 99","英雄王の妃","111500042","✓","✓"
"FFT","Mustadio","","Goug Machinist","17% chance to turn Attack into Blind Shell","Use Mustadio's Memory Crystal","ゴーグの機工士","111500050","✓","✓"
"FFT","Mustadio","","Expert Marksman","40% chance to turn Attack into an ability (PHY: single, 1.00 physical, causes Stop (70%))","Use Mustadio's Memory Crystal II, chance to obtain with Mustadio in party","熟練の銃使い","111500051","✓","✓"
"FFT","Mustadio","","Rare Gift","20% chance to turn Attack into an ability (PHY: single, 1.00 physical, causes Petrify (100%))","Bring Mustadio to level 99","稀有な特殊技能者","111500052","✓","✓"
"FFT","Orlandeau","","Godspeed","Grants [Haste] at the beginning of the battle","Use Orlandeau's Memory Crystal","神速","111500060","✓","✓"
"FFT","Orlandeau","","God Among Men","Attack turns into an ability (PHY: group, 0.40~0.90 physical scaling with targets)","Use Orlandeau's Memory Crystal II, chance to obtain with Orlandeau in party","一世之雄","111500061","✓","✓"
"FFT","Orlandeau","","Gathering Storm","Grants [Thunder God's Might] at the beginning of the battle","Bring Orlandeau to level 99","乱世の雷神","111500062","✓","✓"
"FFT","Gaffgarion","","Darkest Arts","Darkness abilities deal 15% more damage","Use Gaffgarion's Memory Crystal","漆黒の戦術","111500070","✓","✓"
"FFT","Gaffgarion","","Fell Blademaster","15% chance to counter PHY attacks with an ability (PHY: single, 1.00 physical, heals the user for 30% of the damage dealt)","Use Gaffgarion's Memory Crystal II, chance to obtain with Gaffgarion in party","暗黒剣の使い手","111500071","✓","✓"
"FFT","Gaffgarion","","Masterful Mercenary","48% chance to counter PHY attacks with an ability (PHY: single, 2.30 physical, heals the user for 40% of the damage dealt)","Bring Gaffgarion to level 99","老獪なる傭兵","111500072","✓","✓"
"FFT","Rapha","","Divine Mantra","8% chance to dualcast Witch abilities","Use Rapha's Memory Crystal","真言の加護","111500090","✓","✓"
