"Realm","Img","Name","HP","ATK","DEF","MAG","RES","MND","ACC","EVA","SPD","HP - 99","ATK - 99","DEF - 99","MAG - 99","RES - 99","MND - 99","ACC - 99","EVA - 99","SPD - 99","HP - RS","ATK - RS","DEF - RS","MAG - RS","RES - RS","MND - RS","HP - LS","ATK - LS","DEF - LS","MAG - LS","RES - LS","MND - LS","SPD - LS","HP - RB","ATK - RB","DEF - RB","MAG - RB","RES - RB","MND - RB","SPD - RB","HP - CW","ATK - CW","DEF - CW","MAG - CW","RES - CW","MND - CW","HP - Mastery","ATK - Mastery","DEF - Mastery","MAG - Mastery","RES - Mastery","MND - Mastery","SPD - Mastery","Dagger","Sword","Katana","Axe","Hammer","Spear","Fist","Rod","Staff","Bow","Instrument","Whip","Thrown","Gun","Book","Blitzball","Hairpin","Gun-arm","Gambling Gear","Doll","Keyblade","Shield","Hat","Helm","Light Armor","Heavy Armor","Robe","Bracer","Accessory","Black Magic","White Magic","Combat","Support","Celerity","Summoning","Spellblade","Dragoon","Monk","Thief","Knight","Samurai","Ninja","Bard","Dancer","Machinist","Darkness","Sharpshooter","Witch","Heavy","ID"
"XV","","Ravus","19058","623","281","179","235","179","26","25","189","6658","209","161","149","135","149","26","25","149","800","34","10","0","0","0","800","40","30","0","30","0","0","9600","290","50","0","40","0","40","1200","30","30","30","30","30","0","20","0","0","0","0","0","Y","Y","","","","Y","","","","","","","","","","","","","","","","Y","Y","Y","Y","","Y","Y","Y","","","5","","5","","5","","","","5","","","","","","6","","","","11501200"
"XVI","","Clive","19430","615","274","183","253","183","25","25","193","7150","228","152","153","152","153","25","25","153","780","37","12","0","1","0","800","40","30","0","30","0","0","9500","270","50","0","40","0","40","1200","30","30","30","30","30","0","10","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","Y","Y","4","","5","4","","","5","","","","5","","","","","","","","","6","11600100"
"XVI","","Jill","17925","174","224","586","284","198","25","25","189","5850","144","120","217","157","149","25","25","149","375","0","4","29","7","19","500","0","30","40","40","0","0","10000","0","40","260","50","0","40","1200","30","30","30","30","30","0","0","0","10","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","","","","4","","","","","","","","","","","","6","","11600200"
"XVI","","Joshua","17239","180","199","470","256","488","25","25","206","5199","148","108","203","148","211","25","25","166","340","2","1","22","8","22","500","0","20","40","30","20","0","10000","0","40","170","40","200","40","1200","30","30","30","30","30","0","0","0","5","0","5","0","Y","Y","","","","","","","","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","","","","5","","","","","","","","","","","","","","11600300"
"XVI","","Cidolfus","19511","218","253","628","289","136","25","25","189","6171","188","142","214","157","105","25","25","149","640","0","11","24","12","1","500","0","30","40","40","0","0","11000","0","40","310","50","0","40","1200","30","30","30","30","30","0","0","0","10","0","0","0","Y","Y","","","","","","","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","6","5","6","","","","6","","","","","","","","","5","","","","","11600500"
"FFT","","Ramza","18930","740","301","202","273","172","25","25","194","6890","206","149","172","142","142","25","25","154","640","29","17","0","11","0","800","35","35","0","30","0","0","9400","290","70","0","60","0","40","1200","30","30","30","30","30","0","150","0","0","0","0","0","Y","Y","Y","Y","","","","","","","Y","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","","","4","5","","","","","","","5","","4","3","","","","","","","15000100"
"FFT","","Agrias","19700","705","303","150","245","187","25","25","173","7150","212","181","120","145","157","25","25","123","850","38","12","0","0","0","1000","35","30","0","30","0","0","9500","290","50","0","40","0","50","1200","30","30","30","30","30","0","100","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","4","5","","","","4","","","","5","","","","","","","","","","15000200"
"FFT","","Delita","19622","710","319","150","236","159","25","25","170","7272","209","193","120","130","129","25","25","120","850","31","16","0","6","0","800","40","30","0","30","0","0","9500","290","50","0","40","0","50","1200","30","30","30","30","30","0","110","0","0","0","0","0","Y","Y","","Y","Y","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","5","","","","5","","","","5","","","","","","","","","","15000300"
"FFT","","Ovelia","17926","154","186","179","277","694","25","25","189","5321","124","105","149","173","216","25","25","149","505","0","1","0","14","28","500","0","30","0","40","40","0","10400","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","120","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","","5","","","","","","","","","","","","","","","","","","","15000400"
"FFT","","Mustadio","18719","653","284","147","269","179","25","32","212","6674","203","141","117","142","149","25","32","172","545","30","13","0","7","0","800","40","30","0","30","0","0","9500","290","70","0","60","0","40","1200","30","30","30","30","30","0","60","0","0","0","0","0","Y","Y","","","","","","","","","","","","Y","","","","","","","","","Y","","Y","","Y","Y","Y","","","","4","4","","","","","","","","","","","5","","6","","","15000500"
"FFT","","Orlandeau","19450","726","291","147","241","147","24","25","203","7150","227","170","117","141","117","24","25","173","800","39","11","0","0","0","800","40","30","0","30","0","0","9500","270","50","0","40","0","30","1200","30","30","30","30","30","0","120","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","","","5","","5","","5","","","","5","5","","","","","6","","","","15000600"
"FFT","","Gaffgarion","19781","718","269","160","238","168","25","25","189","7501","210","149","130","138","138","25","25","149","780","38","10","0","0","0","800","40","30","0","30","0","0","9500","290","50","0","40","0","40","1200","30","30","30","30","30","0","110","0","0","0","0","0","Y","Y","","Y","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","","","5","","","","4","","","","4","","","","","","6","","","","15000700"
"FFT","","Rapha","17700","121","200","644","312","232","25","25","180","5525","91","108","212","194","172","25","25","140","475","0","2","32","8","10","500","0","20","40","30","20","0","10000","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","60","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","","","","","","","","","","","4","","4","","","","6","","15000900"
"FFT","","Marach","17995","189","228","659","288","153","25","25","180","5725","147","123","218","164","119","25","25","140","670","12","5","31","4","4","500","0","30","40","40","0","0","9900","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","70","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","3","","","","","","","","","","4","","","","6","","","","15001000"
"FFT","","Meliadoul","19225","666","319","150","259","142","25","25","174","6825","203","197","120","149","112","25","25","124","800","33","12","0","10","0","800","40","30","0","30","0","0","9600","300","50","0","40","0","50","1200","30","30","30","30","30","0","60","0","0","0","0","0","Y","Y","","","","Y","","","","Y","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","","","4","5","","","","","","","5","","","","","","","","","6","15001100"
"FFT","","Marche","19579","685","280","181","258","187","25","25","181","7019","205","147","151","158","157","25","25","141","860","35","23","0","0","0","1000","35","30","0","30","0","0","9500","300","50","0","40","0","40","1200","30","30","30","30","30","0","80","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","4","5","","","","","","","","5","","4","","","","","","","","15001200"
"FFT","","Montblanc","17490","129","224","668","323","196","25","25","177","5295","99","114","218","191","166","25","25","137","495","0","10","30","12","0","500","0","30","40","40","0","0","10000","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","80","0","0","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","","6","","","","","","","","","","","6","","","","","","15001300"
"FFT","","Alma","18114","132","178","278","259","654","25","25","189","5524","102","108","205","179","206","25","25","149","490","0","0","23","0","28","500","0","20","20","30","40","0","10400","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","90","0","Y","","","","","","","Y","Y","","Y","","","","","","","","","","","","Y","","Y","","Y","Y","Y","4","5","","","","5","","","","","","","","3","","","","","","","15001400"
"FFT","","Orran","17689","123","278","218","403","521","24","25","200","5134","93","105","168","200","209","24","25","160","355","0","3","0","23","32","500","0","20","20","30","40","0","10500","0","120","0","120","160","40","1200","30","30","30","30","30","0","0","0","0","0","50","0","Y","","","","","","","Y","Y","Y","Y","","","","Y","","","","","","","","Y","","Y","","Y","Y","Y","4","5","","4","","","","","","","","","","5","","","","","","","15002800"
"Type-0","","Ace","18132","202","223","755","287","189","25","25","205","6042","172","123","216","154","152","25","25","165","490","0","0","29","13","7","500","0","30","40","40","0","0","9900","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","170","0","0","0","Y","","","","","","","Y","Y","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","","","5","5","","","","","","","","","","","","6","","","16000100"
"Type-0","","Deuce","18809","123","170","266","290","729","25","25","189","5134","93","100","200","200","209","25","25","149","475","0","0","16","10","30","500","0","20","20","30","40","0","11500","0","20","0","20","310","40","1200","30","30","30","30","30","0","0","0","0","0","110","0","Y","","","","","","","Y","Y","","Y","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","","","","","","","","","","","5","","","","","","","16000200"
"Type-0","","Nine","19633","700","311","150","212","147","25","24","196","7453","203","187","120","112","117","25","24","156","680","37","14","0","0","0","800","40","30","0","30","0","0","9500","290","50","0","40","0","40","1200","30","30","30","30","30","0","100","0","0","0","0","0","Y","Y","","","","Y","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","3","3","5","","","","","5","","","","","","","","","","","","","16000300"
"Type-0","","Machina","19921","730","310","172","245","179","25","25","169","7571","203","181","142","145","149","25","25","119","850","37","19","0","0","0","800","40","30","0","30","0","0","9500","280","50","0","40","0","50","1200","30","30","30","30","30","0","140","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","3","3","5","","","","5","","","","","","","","","","","","","","16000400"
"Type-0","","Rem","17389","178","198","335","259","648","25","25","206","5199","148","108","203","148","211","25","25","166","490","0","0","12","11","27","500","0","20","20","30","40","0","10000","0","40","70","40","200","40","1200","30","30","30","30","30","0","0","0","0","0","140","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","","4","5","","","","","","","","","","","","","","","16000500"
"Type-0","","Queen","19060","730","314","179","242","179","25","25","211","6510","199","179","149","152","149","25","25","161","850","31","25","0","0","0","800","40","30","0","20","0","10","9700","280","50","0","40","0","40","1200","30","30","30","30","30","0","150","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","3","4","4","","5","","5","","","","4","","","","","","","","","","16000600"
"Type-0","","King","19030","710","243","181","246","188","26","25","197","6670","206","126","151","142","158","26","25","157","760","34","7","0","4","0","800","40","30","0","30","0","0","9600","280","50","0","40","0","40","1200","30","30","30","30","30","0","120","0","0","0","0","0","Y","","","","","","","","","","","","","Y","","","","","","","","","Y","","Y","","","Y","Y","3","3","4","4","","","","","","","","","","","","5","","6","","","16000700"
"Type-0","","Cinque","19453","735","300","169","245","179","26","25","166","7253","206","181","139","145","149","26","25","116","700","29","19","0","0","0","800","50","20","0","30","0","0","9500","290","50","0","40","0","50","1200","30","30","30","30","30","0","130","0","0","0","0","0","Y","","","","Y","","","","","","","","","","","","","","","","","","Y","","Y","Y","","Y","Y","3","3","5","5","","","","","","","","","","","","","","","","6","16000800"
"Type-0","","Seven","19358","198","240","740","290","198","25","25","176","6398","166","134","209","160","168","25","25","126","460","2","6","31","10","0","500","0","30","40","40","0","0","10800","0","40","310","50","0","50","1200","30","30","30","30","30","0","0","0","120","0","0","0","Y","Y","","","","","","Y","Y","","","Y","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","4","5","","","","","","","","","","","","","","","","","16000900"
"Type-0","","Sice","19119","681","294","175","255","181","26","25","189","6789","199","174","145","145","151","26","25","149","730","32","10","0","10","0","800","40","30","0","30","0","0","9600","280","50","0","40","0","40","1200","30","30","30","30","30","0","100","0","0","0","0","0","Y","Y","","Y","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","3","3","5","","","","","","","","","","","","","","6","","","","16001000"
"Type-0","","Jack","18889","689","264","150","222","183","25","25","170","6659","222","149","120","121","153","25","25","120","530","47","5","0","1","0","800","40","30","0","30","0","0","9700","270","50","0","40","0","50","1200","30","30","30","30","30","0","80","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","3","3","5","","","","","","","","","5","","","","","","","","","16001100"
"Type-0","","Eight","18862","699","255","150","235","179","25","30","218","6557","203","136","120","133","149","25","30","188","605","46","9","0","2","0","800","40","30","0","30","0","0","9700","290","50","0","40","0","30","1200","30","30","30","30","30","0","90","0","0","0","0","0","Y","","","","","","Y","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","3","3","5","","5","","","","5","","","","","","","","","","","","16001200"
"Type-0","","Cater","18489","681","271","179","280","197","25","25","206","6454","191","127","149","149","167","25","25","176","535","35","9","0","11","0","800","35","35","0","30","0","0","9500","280","70","0","60","0","30","1200","30","30","30","30","30","0","110","0","0","0","0","0","Y","","","","","","","","","","","","","Y","","","","","","","","","Y","","Y","","","Y","Y","3","4","","5","","","","","","","","","","","","5","","6","","","16001300"
"Type-0","","Trey","18559","687","243","181","234","180","26","25","197","6119","200","126","151","129","149","26","25","157","640","37","7","0","5","1","800","40","30","0","30","0","0","9800","280","50","0","40","0","40","1200","30","30","30","30","30","0","100","0","0","0","0","0","Y","","","","","","","","","Y","","","","","","","","","","","","","Y","","Y","","","Y","Y","3","3","","5","","","","","","","","","","","","","","6","","","16001400"
"Type-0","","Kurasame","19304","585","235","569","239","180","25","25","198","6434","211","136","205","141","90","25","25","158","570","24","4","24","3","0","700","40","25","20","25","0","0","10400","260","40","270","40","60","40","1200","30","30","30","30","30","0","20","0","20","0","0","0","Y","Y","Y","","","","","","","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","3","5","","","","5","","","","","5","","","","","","","","","16001600"
"KH","","Sora","9622","400","227","178","195","191","25","25","168","6772","209","154","148","135","160","25","25","168","850","41","13","0","0","1","800","40","30","0","30","0","0","","","","","","","","1200","30","30","30","30","30","0","80","0","0","0","0","0","Y","Y","","","","","","Y","Y","","","","","","","","","","","","Y","Y","Y","","Y","","Y","Y","Y","3","4","5","","","","5","","","","","","","","","","","","","","17000100"
"KH","","Riku","9852","394","224","202","209","183","26","25","172","7052","220","152","172","148","153","26","25","172","800","44","12","0","1","0","800","40","30","0","30","0","0","","","","","","","","1200","30","30","30","30","30","0","60","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","Y","Y","Y","4","","5","","5","","","","","","","","","","","","6","","","","17000200"
"KH","","Roxas","9642","367","236","178","195","184","25","25","168","6712","212","156","148","135","154","25","25","168","930","35","20","0","0","0","800","40","30","0","30","0","0","","","","","","","","1200","30","30","30","30","30","0","50","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","Y","","Y","","Y","","Y","Y","Y","3","4","5","","","","","","","","5","","","","","","6","","","","17000400"
"KH","","Axel","9092","316","197","305","223","129","25","25","172","6632","202","134","211","164","99","25","25","172","560","19","8","19","4","0","700","40","25","20","25","0","0","","","","","","","","1200","30","30","30","30","30","0","25","0","25","0","0","0","Y","","","","","","","Y","Y","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","","","","5","","","","","","","","5","","","","","6","","","17000500"
"Beyond","","Reynn","18930","184","223","684","311","207","25","25","189","5850","154","116","214","179","172","25","25","149","480","0","7","30","12","5","500","0","30","40","40","0","0","10900","0","40","320","50","0","40","1200","30","30","30","30","30","0","0","0","50","0","0","0","Y","","","","","","Y","Y","Y","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","","","","5","","","","","","","","","","","","","4","","19000500"
"Beyond","","Lann","19110","678","266","288","258","165","25","27","184","6860","208","145","148","149","135","25","27","144","650","40","11","0","9","0","800","40","30","0","30","0","0","9600","290","50","100","40","0","40","1200","30","30","30","30","30","0","70","0","10","0","0","0","Y","Y","","","","","Y","","","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","","","5","4","","5","","","5","","","","","","","","","","","","19000600"
"Beyond","","Morrow","18710","649","274","150","266","165","25","33","217","6630","206","136","120","135","135","25","33","187","680","38","3","0","11","0","800","35","35","0","30","0","0","9400","290","70","0","60","0","30","1200","30","30","30","30","30","0","50","0","0","0","0","0","Y","Y","","Y","","Y","","","","Y","","","","","","","","","","","","Y","Y","Y","Y","","","Y","Y","","","4","5","5","","4","","","","","","","","","","","","","","19001100"
"Beyond","","Aemo","17855","174","170","268","258","611","26","25","189","5200","144","100","202","170","206","26","25","149","455","0","0","16","8","25","500","0","20","20","30","40","0","10500","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","50","0","Y","","","","","","","Y","Y","Y","Y","","","","","","","","","","","","Y","","Y","","Y","Y","Y","4","5","","","","5","","","","","","","","4","","","","","","","19001200"
"Beyond","","Wrieg","19433","636","310","147","236","172","25","26","194","6813","199","177","117","135","142","25","26","154","920","27","23","0","1","0","800","40","30","0","30","0","0","9700","300","50","0","40","0","40","1200","30","30","30","30","30","0","40","0","0","0","0","0","Y","Y","","Y","","Y","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","Y","Y","","","4","","","","","5","","","4","","","","","","","","","6","19001300"
"Beyond","","Tama","17937","125","182","264","283","622","26","25","195","5362","95","108","203","191","203","26","25","155","375","0","4","11","12","29","500","0","20","20","30","40","0","10500","0","20","0","20","260","40","1200","30","30","30","30","30","0","0","0","0","0","60","0","Y","","","","","","","Y","Y","","","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","","","","","","","","","","","","","","","","","","19001600"
"Beyond","","Enna Kros","17860","147","202","675","315","252","25","25","176","5800","117","108","218","194","192","25","25","136","360","0","4","27","11","10","500","0","20","40","30","20","0","10000","0","40","270","50","0","40","1200","30","30","30","30","30","0","0","0","90","0","0","0","Y","","","","","","","Y","Y","","","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","","","5","","","","","","","","","","","","","6","","19001700"
"Beyond","","Serafie","17674","129","203","649","296","248","25","25","199","5524","99","109","217","172","192","25","25","159","450","0","4","32","14","6","500","0","20","40","30","20","0","10000","0","40","260","50","0","40","1200","30","30","30","30","30","0","0","0","70","0","0","0","Y","","","","","","","Y","Y","","Y","","Y","","","","","","","","","","Y","","Y","","Y","Y","Y","5","4","","","","","","","","","","","","5","","","","","","","19003200"
"Beyond","","Rain","19227","660","293","156","257","179","26","25","189","6777","209","161","126","157","149","26","25","149","850","31","22","0","0","0","800","40","30","0","30","0","0","9600","290","50","0","40","0","40","1200","30","30","30","30","30","0","60","0","0","0","0","0","Y","Y","","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","Y","Y","","","5","","","","5","","","","5","","","","","","","","","","19003300"
"Beyond","","Fina","16889","202","203","302","306","599","25","25","189","5199","122","120","200","179","210","25","25","149","490","0","3","2","17","29","500","0","10","20","40","40","0","9500","50","40","50","40","250","40","1200","30","30","30","30","30","0","0","0","0","0","40","0","Y","","","","","","","Y","Y","Y","Y","","","","","","","","","","","","Y","","Y","","Y","Y","Y","5","5","","5","","","","","","","","","","","","","","6","","","19003400"
"Beyond","","Lasswell","19430","659","293","150","242","178","25","25","191","6930","211","169","120","142","148","25","25","151","800","38","14","0","0","0","800","40","30","0","30","0","0","9700","290","50","0","40","0","40","1200","30","30","30","30","30","0","50","0","0","0","0","0","Y","Y","Y","","","","","","","","","","","","","","","","","","","","Y","","Y","","","Y","Y","","","5","5","","","","","","","","5","","","","","","","","","19003500"
"DB Only","","Shared","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2"
