"ID 1210 1211 1212 1213 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1226 1227 1228 1229 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10100 10101 10102 10103 10104 10105 10106 10107 10108 10109 11000 11001 11002 11003 11004 11005 11006 11007 11008 11009 11100 11101 11102 11103 11104 11105 11106 11107 11108 11109 200 201 202 203 204","Common Name Imperil Holy 40% (5s) Imperil Dark 40% (5s) Imperil Fire 40% (5s) Imperil Wind 40% (5s) Imperil Lightning 40% (5s) Imperil Water 40% (5s) Imperil Ice 40% (5s) Imperil Earth 40% (5s) Imperil Poison 40% (5s) Imperil Holy 20% (5s) Imperil Dark 20% (5s) Imperil Fire 20% (5s) Imperil Wind 20% (5s) Imperil Lightning 20% (5s) Imperil Water 20% (5s) Imperil Ice 20% (5s) Imperil Earth 20% (5s) Imperil Poison 20% (5s) Deshell =0 Deshell 10% (5s) Deshell 20% (5s) Deshell 30% (5s) Deshell 40% (5s) Deshell 50% (5s) Deshell 60% (5s) Deshell 10% (15s) Deshell 20% (15s) Deprotect =0 Deprotect 10% (5s) Deprotect 20% (5s) Deprotect 30% (5s) Deprotect 40% (5s) Deprotect 50% (5s) Deprotect 60% (5s) Deprotect 10% (15s) Deprotect 20% (15s) Poison Silence Paralyze Confuse Haste","Effects Holy Resistance -40%, cumulable Dark Resistance -40%, cumulable Fire Resistance -40%, cumulable Wind Resistance -40%, cumulable Lightning Resistance -40%, cumulable Water Resistance -40%, cumulable Ice Resistance -40%, cumulable Earth Resistance -40%, cumulable Poison Resistance -40%, cumulable Holy Resistance -20%, cumulable Dark Resistance -20%, cumulable Fire Resistance -20%, cumulable Wind Resistance -20%, cumulable Lightning Resistance -20%, cumulable Water Resistance -20%, cumulable Ice Resistance -20%, cumulable Earth Resistance -20%, cumulable Poison Resistance -20%, cumulable Removes all Deshell statuses when set Increases magical damage taken by 10%, cumulable Increases magical damage taken by 20%, cumulable Increases magical damage taken by 30%, cumulable Increases magical damage taken by 40%, cumulable Increases magical damage taken by 50%, cumulable Increases magical damage taken by 60%, cumulable Increases magical damage taken by 10%, cumulable Increases magical damage taken by 20%, cumulable Removes all Deprotect statuses when set Increases physical damage taken by 10%, cumulable Increases physical damage taken by 20%, cumulable Increases physical damage taken by 30%, cumulable Increases physical damage taken by 40%, cumulable Increases physical damage taken by 50%, cumulable Increases physical damage taken by 60%, cumulable Increases physical damage taken by 10%, cumulable Increases physical damage taken by 20%, cumulable Damages for 1/64 maximum HP every 5.00 seconds, persists after battle Disables BLK, WHT, BLU and SUM actions, persists after battle Prevents from acting Forces default action (Attack for characters), affects targeting (single: 50% random enemy, 50% random ally; group: 50% all enemies, 50% all allies), resets ATB when set or removed, removed upon taking damage by PHY attacks ATB speed x2.00","Default Duration 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds - 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 15 seconds 15 seconds - 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 15 seconds 15 seconds - 20 seconds 15 seconds 30 seconds -","MND Modifier - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ± 2,50% ± 2,00% ± 2,50% -","Exclusive Status - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Low Regen, Medium Regen, High Regen, Sap, Phantom Regen, Regenga - All ""Retaliate"" statuses All ""Retaliate"" statuses, Rage, Green Cherry, Ability Berserk Slow","Coded Name INCREASE_ELEMENT_DEF_HOLY_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_DARK_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_FIRE_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WIND_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_LIGHTNING_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WATER_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_ICE_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_EARTH_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_POISON_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_HOLY_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_DARK_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_FIRE_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WIND_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_LIGHTNING_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WATER_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_ICE_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_EARTH_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_POISON_M2_TIME_SMALL_5000 UNSET_DESHELL INCREASE_DESHELL_LEVEL_1_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_2_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_3_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_4_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_5_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_6_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_1_TIME_MEDIUM INCREASE_DESHELL_LEVEL_2_TIME_MEDIUM UNSET_DEPROTECT INCREASE_DEPROTECT_LEVEL_1_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_2_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_3_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_4_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_5_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_6_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_1_TIME_MEDIUM INCREASE_DEPROTECT_LEVEL_2_TIME_MEDIUM POISON SILENCE PARALYSIS CONFUSION HASTE","Notes - - - - - - - - - - - - - - - - - - - - - - -"
"50416010","Dual Awoken Earth Mode II (Guy)","Increases the damage/healing cap by 20000, Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 1 additional time, cast speed x2.00","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Earth Mode I (Guy), Awoken Earth","DUAL_AWAKE_MODE_SECOND_GUY_EARTH","-"
"50416011","Dual Awoken Earth Mode I (Galuf)","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 2 additional times, casts Dual Dawn Strikes after using two Earth abilities","15 seconds","-","Awoken Earth","DUAL_AWAKE_MODE_FIRST_GALUF_EARTH","-"
"50416012","Dual Awoken Earth Mode II (Galuf)","Increases the damage/healing cap by 10000, Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 1 additional time, cast speed x2.00, critical chance =100%, grants [Critical Damage +50% 1] to all allies after using Earth abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Earth Mode I (Galuf), Awoken Earth","DUAL_AWAKE_MODE_SECOND_GALUF_EARTH","-"
"50416013","Dual Awoken Earth Mode I (Ingus)","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 2 additional times","15 seconds","-","Awoken Earth","DUAL_AWAKE_MODE_FIRST_INGUS_EARTH","-"
"50416014","Dual Awoken Earth Mode II (Ingus)","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 1 additional time, instant cast speed for Earth abilities, grants [Damage Cap +10000 3] to all other allies that have any Attach Earth after using Earth abilities (max 1)","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Earth Mode I (Ingus), Awoken Earth","DUAL_AWAKE_MODE_SECOND_INGUS_EARTH","-"
"50416015","Dual Awoken Earth Mode I (Tellah)","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 2 additional times, casts Dual Earthquake after casting Earth abilities","15 seconds","-","Awoken Earth","DUAL_AWAKE_MODE_FIRST_TELLAH_EARTH","-"
"50416016","Dual Awoken Earth Mode II (Tellah)","Increases the damage/healing cap by 10000, Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, instant cast speed for Earth abilities, grants [Instant Cast 1] to all allies after using Earth abilities, grants [Buff Earth 20% (5s)] to the user after using Earth abilities","1 turn","-","Dual Awoken Earth Mode I (Tellah), Awoken Earth","DUAL_AWAKE_MODE_SECOND_TELLAH_EARTH","-"
"50416017","Dual Awoken Earth Mode I (Dorgann)","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 for equipped Earth abilities after casting 1/2/3+ Earth abilities","15 seconds","-","Awoken Earth","DUAL_AWAKE_MODE_FIRST_DORGANN_EARTH","-"
"50416018","Dual Awoken Earth Mode II (Dorgann)","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 1 additional time, instant cast speed for Earth abilities, grants [Damage Cap +10000 1]/[Damage Cap +10000 3] to all allies after using Earth abilities if 0-2/3+ of Galuf, Xezat and Kelger are alive","1 turn","-","Dual Awoken Earth Mode I (Dorgann), Awoken Earth","DUAL_AWAKE_MODE_SECOND_DORGANN_EARTH","-"
"50416019","Dual Awoken Earth Mode I (Red XIII)","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 2 additional times, casts Dual Earth Lower after using Earth abilities (max 1)","15 seconds","-","Awoken Earth","DUAL_AWAKE_MODE_FIRST_RED_XIII_EARTH","-"
"50416020","Dual Awoken Earth Mode II (Red XIII)","Increases the damage/healing cap by 20000, Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 1 additional time, grants [Buff Earth 10% (15s)] to all allies after using Earth abilities, grants [Quick Cast 1] to all allies in the character's row after using Earth abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Earth Mode I (Red XIII), Awoken Earth","DUAL_AWAKE_MODE_SECOND_RED_XIII_EARTH","-"
"50416021","Dual Awoken Earth Mode I (Enna Kros)","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 2 additional times, casts Dual Sweet Coffee after casting Earth abilities (max 2 chases)","15 seconds","-","Awoken Earth","DUAL_AWAKE_MODE_FIRST_ENNAKROS_EARTH","-"
"50416022","Dual Awoken Earth Mode II (Enna Kros)","Increases the damage/healing cap by 10000, Earth abilities trigger 1 additional time, Earth abilities deal 20%/30%/50% more damage after casting 1/2/3+ Earth abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Earth Mode I (Enna Kros), Awoken Earth","DUAL_AWAKE_MODE_SECOND_ENNAKROS_EARTH","-"
"50416023","Dual Awoken Earth Mode I (Rinoa)","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 for equipped Earth abilities after casting 1/2/3+ Earth abilities","15 seconds","-","Awoken Earth","DUAL_AWAKE_MODE_FIRST_RINOA_EARTH_EARTH","-"
"50416024","Dual Awoken Earth Mode II (Rinoa)","Instant cast speed, Earth abilities deal 50% more damage, casts Dual Earth Fissure when removed","1 turn","-","Dual Awoken Earth Mode I (Rinoa), Awoken Earth","DUAL_AWAKE_MODE_SECOND_RINOA_EARTH_EARTH","-"
"50416025","Dual Awoken Earth Mode I (Machina - 2)","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 1 additional time, cast speed x2.00 for Earth abilities, casts Dual Rush Blade after using two Earth abilities","15 seconds","-","Awoken Earth","DUAL_AWAKE_MODE_FIRST_MACHINA_EARTH_II","-"
"50416026","Dual Awoken Earth Mode II (Machina - 2)","Increases the damage/healing cap by 10000, Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, casts Dual Rush Blade when removed","1 turn","-","Dual Awoken Earth Mode I (Machina - 2), Awoken Earth","DUAL_AWAKE_MODE_SECOND_MACHINA_EARTH_II","-"
"50416027","Dual Awoken Earth Mode I: Ingus v2","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Earth abilities trigger 2 additional times, cast speed x2.00 for Earth abilities","15 seconds","-","Awoken Earth","DUAL_AWAKE_MODE_FIRST_INGUS_EARTH_II",""
"50416028","Dual Awoken Earth Mode II: Ingus v2","Earth abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, instant cast speed for Earth abilities, casts Dual Sasune Call after using an Earth ability (max 1)","1 turn","-","Dual Awoken Earth Mode I: Ingus v2, Awoken Earth","DUAL_AWAKE_MODE_SECOND_INGUS_EARTH_II",""
"50416029","","","","","","",""
"50418000","","","","","","",""
"50418001","Dual Awoken Summoning Mode I: Rydia - Water","Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 for equipped Summoning abilities after casting 1/2/3+ Summoning abilities","15 seconds","-","Awoken Summoning","DUAL_AWAKE_MODE_FIRST_RYDIA_WATER_SUMMONING","-"
"50418002","Dual Awoken Summoning Mode II: Rydia - Water","Increases the damage/healing cap by 20000, Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 1 additional time, instant cast speed for Summoning abilities, grants [Water +50% Boost 1] to the user after using two Summoning abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Summoning Mode I: Rydia - Water, Awoken Summoning","DUAL_AWAKE_MODE_SECOND_RYDIA_WATER_SUMMONING","-"
"50418003","Dual Awoken Summoning Mode I (Braska)","Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 for equipped Summoning abilities after casting 1/2/3+ Summoning abilities","15 seconds","-","Awoken Summoning","DUAL_AWAKE_MODE_FIRST_BRASKA_SUMMONING","-"
"50418004","Dual Awoken Summoning Mode II (Braska)","Increases the damage/healing cap by 20000, Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 1 additional time, grants [Fire +50% Boost 1] to the user after using two Summoning abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Summoning Mode I (Braska), Awoken Summoning","DUAL_AWAKE_MODE_SECOND_BRASKA_SUMMONING","-"
"50418005","Dual Awoken Summoning Mode I: Rydia - Earth","Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 2 additional times, cast speed x2.00 for Summoning abilities, causes [DEF, RES and MND -50% (8s)] to the target after using two Summoning abilities","15 seconds","-","Awoken Summoning","DUAL_AWAKE_MODE_FIRST_RYDIA_EARTH_SUMMONING","-"
"50418006","Dual Awoken Summoning Mode II: Rydia - Earth","Increases the damage/healing cap by 20000, Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 1 additional time, grants [Earth +50% Boost 1] to the user after using two Summoning abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Summoning Mode I: Rydia - Earth, Awoken Summoning","DUAL_AWAKE_MODE_SECOND_RYDIA_EARTH_SUMMONING","-"
"50418007","Dual Awoken Summoning Mode I (Alphinaud)","Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 1 additional time, cast speed x2.00","15 seconds","-","Awoken Summoning","DUAL_AWAKE_MODE_FIRST_ALPHINAUD_SUMMONING","-"
"50418008","Dual Awoken Summoning Mode II (Alphinaud)","Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 1 additional time, instant cast speed for Summoning abilities, grants [HP Stock (3000)] and [50% Damage Reduction Barrier 1] to all allies after using Summoning abilities, grants [Damage Cap +10000 3] to the user after using Summoning abilities","1 turn","-","Dual Awoken Summoning Mode I (Alphinaud), Awoken Summoning","DUAL_AWAKE_MODE_SECOND_ALPHINAUD_SUMMONING","-"
"50418009","Dual Awoken Summoning Mode I (Rydia - Holy)","Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 2 additional times, cast speed x2.00 for equipped Summoning abilities","15 seconds","-","Awoken Summoning","DUAL_AWAKE_MODE_FIRST_RYDIA_HOLY_SUMMONING","-"
"50418010","Dual Awoken Summoning Mode II (Rydia - Holy)","Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 1 additional time, instant cast speed for Summoning abilities, grants [Quick Cast 3] to the user after using Summoning abilities","1 turn","-","Dual Awoken Summoning Mode I (Rydia - Holy), Awoken Summoning","DUAL_AWAKE_MODE_SECOND_RYDIA_HOLY_SUMMONING","-"
"50418011","Dual Awoken Summoning Mode I (Braska)","Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 2 additional times, instant cast speed for Summoning abilities","15 seconds","","","","-"
"50418012","Dual Awoken Summoning Mode II (Braska)","Instant cast","-","","","","-"
"50418013","Dual Awoken Summoning Mode I (Alphinaud v2)","Summoning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Summoning abilities trigger 2 additional times, cast speed x2.00 for Summoning abilities, casts D Miasma Burst after using 2 Summoning abilities (max 1)","-","-","Awoken Summoning","DUAL_AWAKE_MODE_FIRST_ALPHINAUD_SUMMONING_II ","-"
"50418014","Dual Awoken Summoning Mode II (Alphinaud v2)","Cast speed x999999 for Summoning abilities, Summoning abilities deal 30% more damage, Casts D Ether Flow after using Summoning abilities","-","-","Dual Awoken Summoning Mode I (Alphinaud), Awoken Summoning","DUAL_AWAKE_MODE_SECOND_ALPHINAUD_SUMMONING_II ","-"
"50418015","","","","","","",""
"50418016","","","","","","",""
"50418017","","","","","","",""
"50418018","","","","","","",""
"50418019","","","","","","",""
"50419000","","","","","","",""
"50419001","Dual Awoken Witch Mode I: Shantotto","Witch abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Witch abilities trigger 2 additional times, casts Dual Spark after casting the first Witch ability under the status","15 seconds","-","Awoken Witch","DUAL_AWAKE_MODE_FIRST_SHANTOTTO_WITCH","-"
"50419002","Dual Awoken Witch Mode II: Shantotto","Increases the damage/healing cap by 20000, Witch abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Witch abilities trigger 1 additional time, grants [Quick Cast 1] and [Witch +30% Boost 1] to the user after using Witch abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Witch Mode I: Shantotto, Awoken Witch","DUAL_AWAKE_MODE_SECOND_SHANTOTTO_WITCH","-"
"50419003","Dual Awoken Witch Mode I (Matoya)","Witch abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Witch abilities trigger 2 additional times, cast speed x2.00 for Witch abilities","15 seconds","-","Awoken Witch","DUAL_AWAKE_MODE_FIRST_MATOYA_WITCH","-"
"50419004","Dual Awoken Witch Mode II (Matoya)","Witch abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Witch abilities trigger 1 additional time, instant cast speed for Witch abilities, chases a Witch ability with Dual Potion Spell","1 turn","-","Dual Awoken Witch Mode I (Matoya), Awoken Witch","DUAL_AWAKE_MODE_SECOND_MATOYA_WITCH","-"
"50419005","","","","","","",""
"50419006","","","","","","",""
"50419007","","","","","","",""
"50419008","","","","","","",""
"50419009","","","","","","",""
"50420000","","","","","","",""
"50420001","Dual Awoken Wind Mode I (Wedge)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 for equipped Wind abilities after casting 1/2/3+ Wind abilities","15 seconds","-","Awoken Wind","DUAL_AWAKE_MODE_FIRST_WEDGE_WIND","-"
"50420002","Dual Awoken Wind Mode II (Wedge)","Increases the damage/healing cap by 10000, Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 1 additional time, instant cast speed for Wind abilities, casts Dual Wonder Cyclone after using Wind abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Wind Mode I (Wedge), Awoken Wind","DUAL_AWAKE_MODE_SECOND_WEDGE_WIND","-"
"50420003","Dual Awoken Wind Mode I (Cloud)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 for equipped Wind abilities after casting 1/2/3+ Wind abilities","15 seconds","-","Awoken Wind","DUAL_AWAKE_MODE_FIRST_CLOUD_WIND","-"
"50420004","Dual Awoken Wind Mode II (Cloud)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 1 additional time, instant cast speed for Wind abilities, grants [Dual SOLDIER Mode] to the user after using Wind abilities","1 turn","-","Dual Awoken Wind Mode I (Cloud), Awoken Wind","DUAL_AWAKE_MODE_SECOND_CLOUD_WIND","-"
"50420005","Dual Awoken Wind Mode I (Zack)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 and critical chance =50%/75%/100% for equipped Wind abilities after casting 1/2/3+ Wind abilities","15 seconds","-","Awoken Wind","DUAL_AWAKE_MODE_FIRST_ZACK_WIND","-"
"50420006","Dual Awoken Wind Mode II (Zack)","Increases the damage/healing cap by 10000, Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 1 additional time, instant cast speed for Wind abilities, casts Dual Tornado Descent after using Wind abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Wind Mode I (Zack), Awoken Wind","DUAL_AWAKE_MODE_SECOND_ZACK_WIND","-"
"50420007","Dual Awoken Wind Mode I (Barbariccia)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 2 additional times, casts Dual Tornado Breath after casting equipped Wind abilities","15 seconds","-","Awoken Wind","DUAL_AWAKE_MODE_FIRST_BARBARICCIA_WIND","-"
"50420008","Dual Awoken Wind Mode II (Barbariccia)","Increases the damage/healing cap by 20000, Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 1 additional time, casts Dual Storm Descent after using Wind abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Wind Mode I (Barbariccia), Awoken Wind","DUAL_AWAKE_MODE_SECOND_BARBARICCIA_WIND","-"
"50420009","Dual Awoken Wind Mode I (Strago)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 for equipped Wind abilities after casting 1/2/3+ Wind abilities, casts Dual Magi Descendant after casting equipped two Wind attacks","15 seconds","-","Awoken Wind","DUAL_AWAKE_MODE_FIRST_STRAGUS_WIND","-"
"50420010","Dual Awoken Wind Mode II (Strago)","Increases the damage/healing cap by 10000, wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 1 additional time, instant cast speed for Wind abilities, casts Dual Wizened Mage's Ward when any Damage Reduction Barrier is removed (max 3)","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Wind Mode I (Strago), Awoken Wind","DUAL_AWAKE_MODE_SECOND_STRAGUS_WIND","-"
"50420011","Dual Awoken Wind Mode I (Serafie)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 2 additional times, cast speed x2.00 for equipped Wind abilities","15 seconds","-","Awoken Wind","DUAL_AWAKE_MODE_FIRST_SERAFI_WIND","-"
"50420012","Dual Awoken Wind Mode II (Serafie)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 1 additional time, instant cast speed for Wind abilities, casts Dual Wind Conductor after using Wind abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Wind Mode I (Serafie), Awoken Wind","DUAL_AWAKE_MODE_SECOND_SERAFI_WIND","-"
"50420013","Dual Awoken Wind Mode I (Fujin)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 for equipped Wind abilities after casting 1/2/3+ Wind abilities","15 seconds","-","Awoken Wind","DUAL_AWAKE_MODE_FIRST_FUJIN_WIND","-"
"50420014","Dual Awoken Wind Mode II (Fujin)","Increases the damage/healing cap by 20000, Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 1 additional time, casts Dual Kazemai (Black Magic)/Dual Kazemai (Ninja) after using Black Magic/Ninja abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Wind Mode I (Fujin), Awoken Wind","DUAL_AWAKE_MODE_SECOND_FUJIN_WIND","-"
"50420015","Dual Awoken Wind Mode I (Cid (VII))","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 and critical chance =50%/75%/100% for equipped Wind abilities after casting 1/2/3+ Wind abilities","15 seconds","-","Awoken Wind","DUAL_AWAKE_MODE_FIRST_CID_HIGHWIND_WIND","-"
"50420016","Dual Awoken Wind Mode II (Cid (VII))","Increases the damage/healing cap by 20000, Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 1 additional time, casts Dual Wind Jump after using Wind abilities","3/3/2/1/0 turns (Dual Shift)","-","Dual Awoken Wind Mode I (Cid (VII)), Awoken Wind","DUAL_AWAKE_MODE_SECOND_CID_HIGHWIND_WIND","-"
"50420017","Dual Awoken Wind Mode I (Nine)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 and critical chance =50/75%/100% for equipped Wind abilities after casting 1/2/3+ Wind abilities","15 seconds","-","Awoken Wind","DUAL_AWAKE_MODE_FIRST_NINE_WIND","-"
"50420018","Dual Awoken Wind Mode II (Nine)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, instant cast speed for Wind abilities, grants [100% Critical (15s)] and [Dualcast Dragoon 1] to all allies after using Wind abilities, causes [Imperil Prismatic 30% (15s)] after using Wind abilities if 4+ Type-0 allies are alive","1 turn","-","Dual Awoken Wind Mode I (Nine), Awoken Wind","DUAL_AWAKE_MODE_SECOND_NINE_WIND","-"
"50420019","Dual Awoken Wind Mode I (Luneth)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 2 additional times, cast speed x2.00/x2.50/x3.00 and critical chance =50/75%/100% for equipped Wind abilities after casting 1/2/3+ Wind abilities","15 seconds","-","Awoken Wind","DUAL_AWAKE_MODE_FIRST_LUNETH_WIND","-"
"50420020","Dual Awoken Wind Mode II (Luneth)","Wind abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, Wind abilities trigger 1 additional time, instant cast speed for Wind abilities, casts Dual Eternal Wind after using Wind abilities","1 turn","-","Dual Awoken Wind Mode I (Luneth), Awoken Wind","DUAL_AWAKE_MODE_SECOND_LUNETH_WIND","-"
