"Element","Img","Name","Realm","Rarity","HP","ATK","DEF","MAG","RES","MND","SPD","Passive 1","1","Passive 2","2","Passive 3","3","Passive 4","4","Passive 5","5","Passive 6","6","Passive 7","7","Passive 8","8","Passive 9","9","Passive 10","10","Passive 11","11","Passive 12","12","Ultra Skill Img","Magicite Ultra Skill","Type","Auto Target","Formula","Multiplier","Ultra Skill Element","Time","Effects","Counter","Ultra Skill Name (JP)","Cooldown","Duration","ID","✓"
"Prismatic","","Shinryu Celestia (Ultra Attack)","-","","6212","308","268","269","268","268","202","Blue Dawn Wyrm Diversion: Physical","15","[Dawn Wyrm Seal: Fire Slot]","","[Dawn Wyrm Seal: Ice Slot]","-","[Dawn Wyrm Seal: Wind Slot]","-","[Dawn Wyrm Seal: Earth Slot]","-","[Dawn Wyrm Seal: Lightning Slot]","-","[Dawn Wyrm Seal: Water Slot]","-","[Dawn Wyrm Seal: Holy Slot]","-","[Dawn Wyrm Seal: Dark Slot]","-","[Dawn Wyrm Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Fiery Lightning Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Stoneskin: 100%] to all allies","N","【契】烈火迅雷・攻","0.01","15.00","161000332",""
"Prismatic","","Shinryu Celestia (Ultra Magic)","-","","6212","269","268","308","268","268","202","Blue Dawn Wyrm Diversion: Magic","15","[Dawn Wyrm Seal: Fire Slot]","","[Dawn Wyrm Seal: Ice Slot]","-","[Dawn Wyrm Seal: Wind Slot]","-","[Dawn Wyrm Seal: Earth Slot]","-","[Dawn Wyrm Seal: Lightning Slot]","-","[Dawn Wyrm Seal: Water Slot]","-","[Dawn Wyrm Seal: Holy Slot]","-","[Dawn Wyrm Seal: Dark Slot]","-","[Dawn Wyrm Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Fiery Lightning Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Stoneskin: 100%] to all allies","N","【契】烈火迅雷・魔","0.01","15.00","161000333",""
"Prismatic","","Warring Bahamut ZERO (Ultra Attack)","-","","6390","321","275","271","275","275","336","Conqueror Wyrm Diversion","15","[Dominion Wyrm Seal: Fire Slot]","","[Dominion Wyrm Seal: Ice Slot]","-","[Dominion Wyrm Seal: Wind Slot]","-","[Dominion Wyrm Seal: Earth Slot]","-","[Dominion Wyrm Seal: Lightning Slot]","-","[Dominion Wyrm Seal: Water Slot]","-","[Dominion Wyrm Seal: Holy Slot]","-","[Dominion Wyrm Seal: Dark Slot]","-","[Dominion Wyrm Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Warring Tera Flare Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 399999, ignores DEF, causes [Deprotect 20% (15s)]","N","【契】軍神テラフレア・攻","0.01","8.00","161000334",""
"Prismatic","","Warring Bahamut ZERO (Ultra Magic)","-","","6390","271","275","321","275","275","336","Conqueror Wyrm Diversion","15","[Dominion Wyrm Seal: Fire Slot]","","[Dominion Wyrm Seal: Ice Slot]","-","[Dominion Wyrm Seal: Wind Slot]","-","[Dominion Wyrm Seal: Earth Slot]","-","[Dominion Wyrm Seal: Lightning Slot]","-","[Dominion Wyrm Seal: Water Slot]","-","[Dominion Wyrm Seal: Holy Slot]","-","[Dominion Wyrm Seal: Dark Slot]","-","[Dominion Wyrm Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Warring Tera Flare Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 399999, ignores RES, causes [Deshell 20% (15s)]","N","【契】軍神テラフレア・魔","0.01","8.00","161000335",""
"Prismatic","","Anima (Ultra Attack)","-","","6212","308","268","269","268","268","202","Atonement Chains Chaos Diversion","15","[Atonement Chains Aeon Seal: Fire Slot]","","[Atonement Chains Aeon Seal: Ice Slot]","-","[Atonement Chains Aeon Seal: Wind Slot]","-","[Atonement Chains Aeon Seal: Earth Slot]","-","[Atonement Chains Aeon Seal: Lightning Slot]","-","[Atonement Chains Aeon Seal: Water Slot]","-","[Atonement Chains Aeon Seal: Holy Slot]","-","[Atonement Chains Aeon Seal: Dark Slot]","-","[Atonement Chains Aeon Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Oblivion Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF","N","【契】カオティック・D・攻","0.01","15.00","161000366",""
"Prismatic","","Anima (Ultra Magic)","-","","6212","269","268","308","268","268","202","Atonement Chains Chaos Diversion","15","[Atonement Chains Aeon Seal: Fire Slot]","","[Atonement Chains Aeon Seal: Ice Slot]","-","[Atonement Chains Aeon Seal: Wind Slot]","-","[Atonement Chains Aeon Seal: Earth Slot]","-","[Atonement Chains Aeon Seal: Lightning Slot]","-","[Atonement Chains Aeon Seal: Water Slot]","-","[Atonement Chains Aeon Seal: Holy Slot]","-","[Atonement Chains Aeon Seal: Dark Slot]","-","[Atonement Chains Aeon Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Oblivion Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES","N","【契】カオティック・D・魔","0.01","15.00","161000367",""
"Prismatic","","Magus Sisters (Ultra Attack)","-","","6390","321","275","271","275","275","336","Radiant Flower Profusion Diversion","20","[Radiant Flower Aeon Seal: Fire Slot]","","[Radiant Flower Aeon Seal: Ice Slot]","-","[Radiant Flower Aeon Seal: Wind Slot]","-","[Radiant Flower Aeon Seal: Earth Slot]","-","[Radiant Flower Aeon Seal: Lightning Slot]","-","[Radiant Flower Aeon Seal: Water Slot]","-","[Radiant Flower Aeon Seal: Holy Slot]","-","[Radiant Flower Aeon Seal: Dark Slot]","-","[Radiant Flower Aeon Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Delta Attack Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 399999, ignores DEF, causes [Imperil Prismatic 10% (?s))]","N","【契】デルタアタック・攻","0.01","8.00","161000368",""
"Prismatic","","Magus Sisters (Ultra Magic)","-","","6390","271","275","321","275","275","336","Radiant Flower Profusion Diversion","20","[Radiant Flower Aeon Seal: Fire Slot]","","[Radiant Flower Aeon Seal: Ice Slot]","-","[Radiant Flower Aeon Seal: Wind Slot]","-","[Radiant Flower Aeon Seal: Earth Slot]","-","[Radiant Flower Aeon Seal: Lightning Slot]","-","[Radiant Flower Aeon Seal: Water Slot]","-","[Radiant Flower Aeon Seal: Holy Slot]","-","[Radiant Flower Aeon Seal: Dark Slot]","-","[Radiant Flower Aeon Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Delta Attack Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 399999, ignores RES, causes [Imperil Prismatic 10% (?s)]","N","【契】デルタアタック・魔","0.01","8.00","161000369",""
"-","","Empower Fire (Lv 12)","-","5","2220","125","94","114","95","104","97","Empower Fire","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000121","✓"
"-","","Empower Fire (Lv 18)","-","5","2220","125","94","114","95","104","97","Empower Fire","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000154",""
"-","","Empower Fire (Lv 24)","-","5","2220","125","94","114","95","104","97","Empower Fire","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000302",""
"-","","Empower Ice (Lv 12)","-","5","2220","125","94","114","95","104","97","Empower Ice","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000122","✓"
"-","","Empower Ice (Lv 18)","-","5","2220","125","94","114","95","104","97","Empower Ice","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000155",""
"-","","Empower Ice (Lv 24)","-","5","2220","125","94","114","95","104","97","Empower Ice","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000303",""
"-","","Empower Wind (Lv 12)","-","5","2220","125","94","114","95","104","97","Empower Wind","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000123","✓"
"-","","Empower Wind (Lv 18)","-","5","2220","125","94","114","95","104","97","Empower Wind","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000156",""
"-","","Empower Wind (Lv 24)","-","5","2220","125","94","114","95","104","97","Empower Wind","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000306",""
"-","","Empower Earth (Lv 12)","-","5","2220","125","94","114","95","104","97","Empower Earth","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000124","✓"
"-","","Empower Earth (Lv 18)","-","5","2220","125","94","114","95","104","97","Empower Earth","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000157",""
"-","","Empower Earth (Lv 24)","-","5","2220","125","94","114","95","104","97","Empower Earth","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000305",""
"-","","Empower Lightning (Lv 12)","-","5","2220","125","94","114","95","104","97","Empower Lightning","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000125","✓"
"-","","Empower Lightning (Lv 18)","-","5","2220","125","94","114","95","104","97","Empower Lightning","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000158",""
"-","","Empower Lightning (Lv 24)","-","5","2220","125","94","114","95","104","97","Empower Lightning","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000304",""
"-","","Empower Water (Lv 12)","-","5","2220","125","94","114","95","104","97","Empower Water","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000126","✓"
"-","","Empower Water (Lv 18)","-","5","2220","125","94","114","95","104","97","Empower Water","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000159",""
"-","","Empower Water (Lv 24)","-","5","2220","125","94","114","95","104","97","Empower Water","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000307",""
"-","","Empower Holy (Lv 12)","-","5","2220","125","94","114","95","104","97","Empower Holy","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000127","✓"
"-","","Empower Holy (Lv 18)","-","5","2220","125","94","114","95","104","97","Empower Holy","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000160",""
"-","","Empower Holy (Lv 24)","-","5","2220","125","94","114","95","104","97","Empower Holy","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000308",""
"-","","Empower Dark (Lv 12)","-","5","2220","125","94","114","95","104","97","Empower Dark","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000128","✓"
"-","","Empower Dark (Lv 18)","-","5","2220","125","94","114","95","104","97","Empower Dark","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000161",""
"-","","Empower Dark (Lv 24)","-","5","2220","125","94","114","95","104","97","Empower Dark","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000309",""
"-","","Empower Poison (Lv 12)","-","5","2220","125","94","114","95","104","97","Empower Poison","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000150","✓"
"-","","Empower Poison (Lv 18)","-","5","2220","125","94","114","95","104","97","Empower Poison","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000170",""
"-","","Empower Poison (Lv 24)","-","5","2220","125","94","114","95","104","97","Empower Poison","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000310",""
"-","","Dampen Fire (Lv 8)","-","5","2220","125","94","114","95","104","97","Dampen Fire","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000129","✓"
"-","","Dampen Fire (Lv 18)","-","5","2220","125","94","114","95","104","97","Dampen Fire","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000162",""
"-","","Dampen Fire (Lv 24)","-","5","2220","125","94","114","95","104","97","Dampen Fire","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000311",""
"-","","Dampen Blizzard (Lv 8)","-","5","2220","125","94","114","95","104","97","Dampen Blizzard","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000130","✓"
"-","","Dampen Blizzard (Lv 18)","-","5","2220","125","94","114","95","104","97","Dampen Blizzard","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000163",""
"-","","Dampen Blizzard (Lv 24)","-","5","2220","125","94","114","95","104","97","Dampen Blizzard","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000312",""
"-","","Dampen Air (Lv 8)","-","5","2220","125","94","114","95","104","97","Dampen Air","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000131","✓"
"-","","Dampen Air (Lv 18)","-","5","2220","125","94","114","95","104","97","Dampen Air","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000164",""
"-","","Dampen Air (Lv 24)","-","5","2220","125","94","114","95","104","97","Dampen Air","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000315",""
"-","","Dampen Earth (Lv 8)","-","5","2220","125","94","114","95","104","97","Dampen Earth","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000132","✓"
"-","","Dampen Earth (Lv 18)","-","5","2220","125","94","114","95","104","97","Dampen Earth","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000165",""
"-","","Dampen Earth (Lv 24)","-","5","2220","125","94","114","95","104","97","Dampen Earth","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000314",""
"-","","Dampen Lightning (Lv 8)","-","5","2220","125","94","114","95","104","97","Dampen Lightning","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000133","✓"
"-","","Dampen Lightning (Lv 18)","-","5","2220","125","94","114","95","104","97","Dampen Lightning","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000166",""
"-","","Dampen Lightning (Lv 24)","-","5","2220","125","94","114","95","104","97","Dampen Lightning","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000313",""
"-","","Dampen Water (Lv 8)","-","5","2220","125","94","114","95","104","97","Dampen Water","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000134","✓"
"-","","Dampen Water (Lv 18)","-","5","2220","125","94","114","95","104","97","Dampen Water","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000167",""
"-","","Dampen Water (Lv 24)","-","5","2220","125","94","114","95","104","97","Dampen Water","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000316",""
"-","","Dampen Holy (Lv 8)","-","5","2220","125","94","114","95","104","97","Dampen Holy","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000135","✓"
"-","","Dampen Holy (Lv 18)","-","5","2220","125","94","114","95","104","97","Dampen Holy","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000168",""
"-","","Dampen Holy (Lv 24)","-","5","2220","125","94","114","95","104","97","Dampen Holy","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000317",""
"-","","Dampen Dark (Lv 8)","-","5","2220","125","94","114","95","104","97","Dampen Dark","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000136","✓"
"-","","Dampen Dark (Lv 18)","-","5","2220","125","94","114","95","104","97","Dampen Dark","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000169",""
"-","","Dampen Dark (Lv 24)","-","5","2220","125","94","114","95","104","97","Dampen Dark","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000318",""
"-","","Dampen Poison (Lv 8)","-","5","2220","125","94","114","95","104","97","Dampen Poison","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000151","✓"
"-","","Dampen Poison (Lv 18)","-","5","2220","125","94","114","95","104","97","Dampen Poison","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000171",""
"-","","Dampen Poison (Lv 24)","-","5","2220","125","94","114","95","104","97","Dampen Poison","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000319",""
"-","","Health Boon (Lv 6)","-","5","2220","125","94","114","95","104","97","Health Boon","6","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000137","✓"
"-","","Health Boon (Lv 8)","-","5","2220","125","94","114","95","104","97","Health Boon","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000320",""
"-","","Health Boon (Lv 12)","-","5","2220","125","94","114","95","104","97","Health Boon","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000354",""
"-","","Blade Ward (Lv 6)","-","5","2220","125","94","114","95","104","97","Blade Ward","6","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000138","✓"
"-","","Blade Ward (Lv 8)","-","5","2220","125","94","114","95","104","97","Blade Ward","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000321",""
"-","","Blade Ward (Lv 12)","-","5","2220","125","94","114","95","104","97","Blade Ward","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000355",""
"-","","Spell Ward (Lv 6)","-","5","2220","125","94","114","95","104","97","Spell Ward","6","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000139","✓"
"-","","Spell Ward (Lv 8)","-","5","2220","125","94","114","95","104","97","Spell Ward","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000322",""
"-","","Spell Ward (Lv 12)","-","5","2220","125","94","114","95","104","97","Spell Ward","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000356",""
"-","","Fast Act (Lv 8)","-","5","2220","125","94","114","95","104","97","Fast Act","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000140","✓"
"-","","Fast Act (Lv 10)","-","5","2220","125","94","114","95","104","97","Fast Act","10","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000323",""
"-","","Fast Act (Lv 14)","-","5","2220","125","94","114","95","104","97","Fast Act","14","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000357",""
"-","","Precise Strikes (Lv 8)","-","5","2220","125","94","114","95","104","97","Precise Strikes","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000141","✓"
"-","","Precise Strikes (Lv 10)","-","5","2220","125","94","114","95","104","97","Precise Strikes","10","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000324",""
"-","","Precise Strikes (Lv 14)","-","5","2220","125","94","114","95","104","97","Precise Strikes","14","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000358",""
"-","","Deadly Strikes (Lv 8)","-","5","2220","125","94","114","95","104","97","Deadly Strikes","8","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000142","✓"
"-","","Deadly Strikes (Lv 10)","-","5","2220","125","94","114","95","104","97","Deadly Strikes","10","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000325",""
"-","","Deadly Strikes (Lv 14)","-","5","2220","125","94","114","95","104","97","Deadly Strikes","14","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000359",""
"-","","Attack Boon (Lv 16)","-","5","2220","125","94","114","95","104","97","Attack Boon","16","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000143","✓"
"-","","Attack Boon (Lv 20)","-","5","2220","125","94","114","95","104","97","Attack Boon","20","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000326",""
"-","","Attack Boon (Lv 24)","-","5","2220","125","94","114","95","104","97","Attack Boon","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000360",""
"-","","Magic Boon (Lv 16)","-","5","2220","125","94","114","95","104","97","Magic Boon","16","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000144","✓"
"-","","Magic Boon (Lv 20)","-","5","2220","125","94","114","95","104","97","Magic Boon","20","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000327",""
"-","","Magic Boon (Lv 24)","-","5","2220","125","94","114","95","104","97","Magic Boon","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000361",""
"-","","Healing Boon (Lv 12)","-","5","2220","125","94","114","95","104","97","Healing Boon","12","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000145","✓"
"-","","Healing Boon (Lv 15)","-","5","2220","125","94","114","95","104","97","Healing Boon","15","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000328",""
"-","","Healing Boon (Lv 18)","-","5","2220","125","94","114","95","104","97","Healing Boon","18","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000362",""
"-","","Resistance Boon (Lv 16)","-","5","2220","125","94","114","95","104","97","Resistance Boon","16","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000146","✓"
"-","","Resistance Boon (Lv 20)","-","5","2220","125","94","114","95","104","97","Resistance Boon","20","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000329",""
"-","","Resistance Boon (Lv 24)","-","5","2220","125","94","114","95","104","97","Resistance Boon","24","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000363",""
"-","","Mind Boon (Lv 16)","-","5","2220","125","94","114","95","104","97","Mind Boon","16","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000147","✓"
"-","","Mind Boon (Lv 20)","-","5","2220","125","94","114","95","104","97","Mind Boon","20","[Inheritance Slot]","","[Inheritance Slot]","-","","","","","","","","","","","","","","","","","","","","-","-","-","","","","","","N","-","","20.00","161000330",""
