"Realm","Character","Img","Name","Tier","LB Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Minimum LB Points","Mastery Bonus","Limit Break Bonus","Relic","Name (JP)","ID","Anima","GL","✓"
"Type-0","Machina","","Woven Bond: Machina (Earth)","LBC","","PHY","Single enemy","Physical","8.00","Earth, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Earth Chain (max 150, field +0%) or adds 25 to the current Earth Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Machina - Earth)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","White Tiger l'Cie Mask (Type-0)","紡絆・マキナ地","23090024","","","✓"
"Type-0","Rem","","Saintly Dagger Boomerang","LBO","","WHT","Single enemy","Magical","126.80","Holy","2.50","Five single attacks (3.17 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Zwillblades (Type-0)","S・ブーメランダガー","23080012","10","✓","✓"
"Type-0","Rem","","Woven Bond: Rem (Holy)","LBC","","WHT","Single enemy","Magical","27.00","Holy, NE","0.01","Ten single attacks (2.70 each) capped at 19999, activates Holy Chain (max 150, field +0%) or adds 25 to the current Holy Chain maximum limit, grants [Chain Force Mode: Rem] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Mythril Bracelet (Type-0)","紡絆・レム聖","23080020","","","✓"
"Type-0","Queen","","Destructive Energy","LBO","","PHY","Single enemy","Physical","40.00","Lightning","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Bastard Sword (Type-0)","エナジーデストロイ","23100009","10","✓","✓"
"Type-0","Queen","","Thunder Flash (Queen)","LBG","","PHY","Single enemy","Physical","3.36","Lightning, NE","0.01","One single attack (3.36) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","0","ATK +10","Lightning Damage Up","Warlord (Type-0)","雷閃【クイーン】","23100016","","✓","✓"
"Type-0","Queen","","Woven Bond: Queen (Lightning)","LBC","","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode: Queen (Lightning)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Phantasmal Blade (Type-0)","紡絆・クイーン雷","23100021","","","✓"
"Type-0","King","","Woven Bond: King (Lightning)","LBC","","PHY","Single enemy","Physical","","Lightning, NE","0.01","Ten single ranged attacks (?) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode (King - Lightning)], and [Instant Cast 1] to the user","N","Lowest HP% enemy","250","","","Supershot STs (Type-0)","紡絆・キング雷","23180018","","",""
"Type-0","Cinque","","Earth Raiment (Cinque)","LBG","","NAT","All allies","","","","0.01","Grants [Attach Earth]","N","All allies","250","ATK +10","Earth Damage Up","Ares' Mace (Type-0)","地装【シンク】","23190009","8","✓","✓"
"Type-0","Cinque","","Max Charged Mace","LBO","","PHY","Single enemy","Physical","40.00","Earth, Wind","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Mythril Mace (Type-0)","MAXチャージメイス","23190011","","✓","✓"
"Type-0","Cinque","","Woven Bond: Cinque","LBC","","PHY","Single enemy","Physical","8.00","Earth, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Type-0 Chain (max 150, field +0%) or adds 25 to the current Type-0 Chain maximum limit, grants [Chain Force Mode: Cinque] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Sledgehammer (Type-0)","紡絆・シンク","23190022","","","✓"
"Type-0","Seven","","Icefall Lash","LBO","","BLK","Single enemy","Magical","120.00","Ice","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Mythril Whipblade (Type-0)","アイスビレッジキャッチ","23260016","","✓","✓"
"Type-0","Seven","","Spiraling Flash (Seven)","LBG","","NAT","Single enemy","","","","0.01","Causes [Imperil Ice 40% (5s)], grants [Quick Cast 2] to all allies","N","Lowest HP% enemy","0","MAG +10","Ice Damage Up","Sleipnir Tail (Type-0)","降閃【セブン】","23260018","","✓","✓"
"Type-0","Seven","","Woven Bond: Seven (Ice)","LBC","","BLK","Single enemy","Magical","","Ice, NE","0.01","Ten single attacks (? each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode (Seven)] and [Instant ATB1] to the user","N","Lowest HP% enemy","250","","","Hoarfrost Whipblade (Type-0)","紡絆・セブン氷","23260022","","",""
"Type-0","Sice","","Woven Bond: Sice","LBC","","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Type-0 Chain (max 150, field +0%) or adds 25 to the current Type-0 Chain maximum limit, grants [Chain Force Mode: Sice] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Steel Scythe (Type-0)","紡絆・サイス","23270016","","","✓"
"Type-0","Eight","","Frost Assault","LBO","","PHY","Single enemy","Physical","40.00","Ice","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Steel Claws (Type-0)","フロストアサルト","23360011","","✓","✓"
"Type-0","Eight","","Woven Bond: Eight (Ice)","LBC","","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Eight] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Master Fists (Type-0)","紡絆・エイト氷","23360015","","","✓"
"Type-0","Cater","","Fated Flash (Cater)","LBG","","NAT","All allies","","","","0.01","Grants [Instant Cast 1]/[Instant Cast 1] and [ATK and MND +30%, DEF and RES +25% (25s)] to all allies","N","All allies","250","","Prismatic Damage Up","Ballistic Armor (Type-0)","命閃【ケイト】","23370019","","","✓"
"Type-0","Cater","","Woven Bond: Cater","LBC","","PHY","Single enemy","Physical","","Fire, Ice, Lightning, NE","0.01","10 single-target Fire/NE or Ice/NE or Lightning/NE physical attacks at Cap Break Level 1 under En-Fire, En-Ice or En-Lightning, activates T0 Chain (150 or +25), Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using Machinist abilities, chases with 4 single-target Fire/Ice/Lightning/NE ranged physical attacks (max 3 chases)","N","Lowest HP% enemy","250","","","Diamond Bracelet (Type-0)","紡絆・ケイト","23370022","","",""
"Type-0","Trey","","Sniper Arrow Shot","LBO","","PHY","Single enemy","Physical","32.00","Fire, Ice, Water","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Elfin Bow (Type-0)","スナイプアローショット","23430009","","✓","✓"
"Type-0","Trey","","Woven Bond: Trey","LBC","","PHY","Single enemy","Physical","8.00","Fire, Ice, Water, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes from Fire/NE, Ice/NE or Water/NE if the user has any Attach Fire, Attach Ice or Attach Water, activates Type-0 Chain (max 150, field +0%) or adds 25 to the current Type-0 Chain maximum limit, grants [Chain Force Mode: Trey] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Thanatos' Bow (Type-0)","紡絆・トレイ","23430018","","","✓"
"Type-0","Kurasame","","Woven Bond: Kurasame (Ice)","LBC","","NAT","Single enemy","Hybrid","","Ice, NE","0.01","Ten single attacks (0.80 or 2.60 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Kurasame (Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Soul Saber (Type-0)","紡絆・クラサメ氷","23550014","","","✓"
"","LB Ver eqn","","","LBO","LBO1","","","","","","","Limit Break Bonus Passive Reference:","","","","","","","","","","",""
"","","","","","","","","","","","","* Limit Break Damage Up: Multiplies the limit break damage factor by:
1.00/1.00/1.50/1.50/2.00 when 250 LB gauge spent
2.50/2.50/3.00/3.00/3.50 when 500 LB gauge spent
8.00/8.00/14.00/14.00/20.00 when 750 LB gauge spent
At limit break honing level 1/2/3/4/5","","","","","","","","","","",""
"","","","","","","","","","","","","* Cast Time Down: Cast speed x1.03/1.50/2.00/2.50/3.00 at limit break honing level 1/2/3/4/5","","","","","","","","","","",""
"","","","","","","","","","","","","* Dark Damage Up: Grants [Buff Dark 10% (15s)] to all allies","","","","","","","","","","",""
"","","","","","","","","","","","","* Earth Damage Up: Grants [Buff Earth 10% (15s)] to all allies","","","","","","","","","","",""
"","","","","","","","","","","","","* Fire Damage Up: Grants [Buff Fire 10% (15s)] to all allies","","","","","","","","","","",""
"","","","","","","","","","","","","* Holy Damage Up: Grants [Buff Holy 10% (15s)] to all allies","","","","","","","","","","",""
"","","","","","","","","","","","","* Ice Damage Up: Grants [Buff Ice 10% (15s)] to all allies","","","","","","","","","","",""
"","","","","","","","","","","","","* Lightning Damage Up: Grants [Buff Lightning 10% (15s)] to all allies","","","","","","","","","","",""
"","","","","","","","","","","","","* Water Damage Up: Grants [Buff Water 10% (15s)] to all allies","","","","","","","","","","",""
"","","","","","","","","","","","","* Wind Damage Up: Grants [Buff Wind 10% (15s)] to all allies","","","","","","","","","","",""
"","","","","","","","","","","","","* Poison Damage Up: Grants [Buff Poison 10% (15s)] to all allies","","","","","","","","","","",""
"","","","","","","","","","","","","* Prismatic Damage Up: Grants [Buff Prismatic 10% (15s)] to all allies","","","","","","","","","","",""
