"Character","Realm","Season","Group","Name","Type","Synergy","Combine","Rarity","Level","ATK","DEF","MAG","RES","MND","ACC","EVA","Fixed Passive Effects","Random Passive Effects","Brar","Blv","Batk","Bdef","Bmag","Bres","Bmnd","Bacc","Beva","Mrar","Mlv","Matk","Mdef","Mmag","Mres","Mmnd","Macc","Meva","ID","GL"
"Ysayle","XIV","4","Q","Cashmere Robe","Robe","","","S","50","0","100","49","163","0","0","105","Empower Healing 5%
Prismatic damage +20%","Ice Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","45","36","93","","","105","S","99","","155","62","233","","","105","22355081","✓"
"Ysayle","XIV","4","Q","True Ice Bracelet of Casting","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380406","✓"
"Alphinaud","XIV","5","4","Book of Twins","Book","","","S","50","0","0","258","0","129","95","0","Hand of Vengeance 5
Prismatic damage +20%","Wind +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","83","95","","S","99","","","350","","175","95","","21314042",""
"Alphinaud","XIV","5","4","Scion's Coat","Light Armor","","","S","50","0","122","39","122","39","0","100","Empower Healing 5%
Prismatic damage +20%","Wind Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","26","50","26","","100","S","99","","194","52","194","52","","100","22353577",""
"Alphinaud","XIV","5","4","Emerald Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380128",""
"Yda","XIV","5","4","Guts Knuckle","Fist","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Fire +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21307256",""
"Yda","XIV","5","4","Scion's Striker Visor","Hat","","","S","50","49","101","0","143","0","0","105","Precise Strikes 5
Prismatic damage +20%","Fire Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","61","","76","","","105","S","99","62","140","","210","","","105","22351192",""
"Yda","XIV","5","4","Inferno Bangle","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380207",""
"Haurchefant","XIV","5","4","Fortemps Winglet","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Ice/Holy +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302342",""
"Haurchefant","XIV","5","4","Fortemps Kite Shield","Shield","","","S","50","49","161","0","102","0","0","112","Precise Strikes 5
Prismatic damage +20%","Ice/Holy Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","100","","57","","","112","S","99","62","221","","147","","","112","22350081",""
"Haurchefant","XIV","5","4","Inquisitor Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380405",""
"Y'shtola","XIV","5","4","Nightseeker","Staff","","","S","50","0","0","258","0","129","95","0","Hand of Vengeance 5
Prismatic damage +20%","Fire/Ice/Lightning/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","83","95","","S","99","","","350","","175","95","","21309197",""
"Y'shtola","XIV","5","4","Scion Sorceress Robe","Robe","","","S","50","0","100","39","163","39","0","105","Empower Healing 5%
Prismatic damage +20%","Fire/Ice/Lightning/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","45","26","93","26","","105","S","99","","155","52","233","52","","105","22355141",""
"Y'shtola","XIV","5","4","Tremor Earrings","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380206",""
"Minfilia","XIV","5","4","Cortana","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Holy +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302184",""
"Minfilia","XIV","5","4","Holy Shield","Shield","","","S","50","49","161","0","102","0","0","112","Precise Strikes 5
Prismatic damage +20%","Holy Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","100","","57","","","112","S","99","62","221","","147","","","112","22350047",""
"Minfilia","XIV","5","4","Vortex Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380205",""
"Estinien","XIV","5","4","Nidhogg","Spear","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Wind/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21306168",""
"Estinien","XIV","5","4","Iceheart Mail","Heavy Armor","","","S","50","49","165","0","115","0","0","105","Precise Strike 5
Prismatic damage +20%","Wind/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","96","","75","","","105","S","99","62","233","","155","","","105","22354120",""
"Estinien","XIV","5","4","Warrior Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380404",""
"Ardyn","XV","3","I","Rakshasa Blade","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Fire/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302638","✓"
"Ardyn","XV","3","I","Ardyn's Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Fire/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353521","✓"
"Ardyn","XV","3","I","Verstael's Journal","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380635","✓"
"Aranea","XV","3","K","Stoss Spear","Spear","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Lightning/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21306097","✓"
"Aranea","XV","3","K","Aranea's Cowl","Helm","","","S","50","49","126","0","115","0","0","105","Precise Strikes 5
Prismatic damage +20%","Lightning/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","57","","57","","","105","S","99","62","195","","173","","","105","22352048","✓"
"Aranea","XV","3","K","Electric Actuator","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380439","✓"
"Prompto","XV","3","K","Death Penalty","Gun","","","S","50","253","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Lightning +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","160","","","","","95","","S","99","346","","","","","95","","21315135","✓"
"Prompto","XV","3","K","Prompto's Fatigues","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Lightning Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353235","✓"
"Prompto","XV","3","K","LOKTON LX-30","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380378","✓"
"Ravus","XV","3","K","Alba Leonis","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Lightning/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302738","✓"
"Ravus","XV","3","K","Tenebraean Raiment","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Lightning/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353614","✓"
"Ravus","XV","3","K","Tenebraean Emblem","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380654","✓"
"Gladiolus","XV","4","R","Apocalypse","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Earth +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302673",""
"Gladiolus","XV","4","R","Gladiolus's Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Earth Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353313",""
"Gladiolus","XV","4","R","Gladiolus's Necklace","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380634",""
"Noctis","XV","5","2","Sword of the Father","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Fire/Earth/Lightning +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302264",""
"Noctis","XV","5","2","Chosen King's Guise","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strike 5
Prismatic damage +20%","Fire/Earth/Lightning Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353561",""
"Noctis","XV","5","2","King's Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380340",""
"Lunafreya","XV","5","3","Trident of the Oracle","Rod","","","S","50","0","0","258","0","129","95","0","Hand of Vengeance 5
Prismatic damage +20%","Water +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","83","95","","S","99","","","350","","175","95","","21308293",""
"Lunafreya","XV","5","3","Lunafreya's Wedding Dress","Light Armor","","","S","50","0","122","39","122","39","0","100","Empower Healing 5%
Prismatic damage +20%","Water Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","26","50","26","","100","S","99","","194","52","194","52","","100","22353446",""
"Lunafreya","XV","5","3","Omoide's Notebook","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380579",""
"Delita","FFT","4","N","Runeblade","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Fire/Ice/Lightning/Holy +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21301149","✓"
"Delita","FFT","4","N","Delita's Armor","Heavy Armor","","","S","50","49","165","0","115","0","0","105","Precise Strikes 5
Prismatic damage +20%","Fire/Ice/Lightning/Holy Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","96","","75","","","105","S","99","62","233","","155","","","105","22354105","✓"
"Delita","FFT","4","N","Battle Boots","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380162","✓"
"Ovelia","FFT","4","O","Zeus Mace","Staff","","","S","50","0","0","129","0","258","95","0","Empower Healing 5%
Prismatic damage +20%","WHT Heals +1/2/3/4/5%
Quick Cast 3/4/5%
Grants [MND +10% (8s)]/[MND +20% (8s)]/[MND +30% (8s)] at the beginning of the battle","S","50","","","83","","165","95","","S","99","","","175","","350","95","","21309108","✓"
"Ovelia","FFT","4","O","Luminous Robe","Robe","","","S","50","0","100","0","163","49","0","105","Max HP +5%
Prismatic damage +20%","White Magic +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","45","","93","36","","105","S","99","","155","","233","62","","105","22355050","✓"
"Ovelia","FFT","4","O","Delita's Bouquet","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380501","✓"
"Meliadoul","FFT","4","R","Save the Queen","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Earth/Holy +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302310",""
"Meliadoul","FFT","4","R","Templar Robe","Robe","","","S","50","49","100","0","163","0","0","105","Precise Strikes 5
Prismatic damage +20%","Earth/Holy Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","45","","93","","","105","S","99","62","155","","233","","","105","22355074",""
"Meliadoul","FFT","4","R","Chantage","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380415",""
"Orran","FFT","5","1","Urutan Annals","Book","","","S","50","0","0","129","0","258","95","0","Empower Healing 5%
Prismatic damage +20%","WHT Heals +1/2/3/4/5%
Quick Cast 3/4/5%
Grants [MND +10% (8s)]/[MND +20% (8s)]/[MND +30% (8s)] at the beginning of the battle","S","50","","","83","","165","95","","S","99","","","175","","350","95","","21314041",""
"Orran","FFT","5","1","Orran's Guise","Light Armor","","","S","50","0","122","0","122","49","0","100","Max HP +5%
Prismatic damage +20%","White Magic +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","","50","36","","100","S","99","","194","","194","62","","100","22353352",""
"Orran","FFT","5","1","Ring of the Sage","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380362",""
"Orlandeau","FFT","5","1","Chaos Blade","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Earth/Holy/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302215",""
"Orlandeau","FFT","5","1","Orlandeau's Cloak","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Earth/Holy/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353138",""
"Orlandeau","FFT","5","1","Bracer","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380166",""
"Gaffgarion","FFT","5","1","Blood Sword","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302565",""
"Gaffgarion","FFT","5","1","Gaffgarion's Helm","Helm","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22352059",""
"Gaffgarion","FFT","5","1","Cursed Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380222",""
"Marach","FFT","5","1","Eight-fluted Pole","Rod","","","S","50","0","0","258","0","0","95","0","Hand of Vengeance 5
Prismatic damage +20%","Lightning/Dark +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","","95","","S","99","","","350","","","95","","21308211",""
"Marach","FFT","5","1","Marach's Guise","Light Armor","","","S","50","0","122","49","122","0","0","100","Empower Healing 5%
Prismatic damage +20%","Lightning/Dark Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","50","36","50","","","100","S","99","","194","62","194","","","100","22353227",""
"Marach","FFT","5","1","Japa Mala","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380308",""
"Marche","FFT","5","3","Mythril Blade","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Holy +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302656",""
"Marche","FFT","5","3","Mirage Vest","Light Armor","","","S","50","49","122","0","122","0","0","100","Precise Strikes 5
Prismatic damage +20%","Holy Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","50","","50","","","100","S","99","62","194","","194","","","100","22353462",""
"Marche","FFT","5","3","Ruby Earrings","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380389",""
"Montblanc","FFT","5","5","White Staff M","Staff","","","S","50","0","0","258","0","0","95","0","Hand of Vengeance 5
Prismatic damage +20%","Weakness +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [MAG +10% (8s)]/[MAG +20% (8s)]/[MAG +30% (8s)] at the beginning of the battle","S","50","","","165","","","95","","S","99","","","350","","","95","","21309113",""
"Montblanc","FFT","5","5","Silk Robe M","Robe","","","S","50","0","100","49","163","0","0","105","Empower Healing 5%
Prismatic damage +20%","Dancer Ability Healing +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [RES +10% (8s)]/[RES +20% (8s)]/[RES +30% (8s)] at the beginning of the battle","S","50","","45","36","93","","","105","S","99","","155","62","233","","","105","22355076",""
"Montblanc","FFT","5","5","Magic Ring","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380481",""
"Ramza","FFT","6","1","Dust Raden Sword","Katana","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Holy +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21303151",""
"Ramza","FFT","6","1","Ramza's Hero Guise","Heavy Armor","","","S","50","49","165","0","115","0","0","105","Precise Strikes 5
Prismatic damage +20%","Holy Ability +1/2/3/4/5% Boost
Grants [20% Damage Reduction Barrier 1 Follow-Up]/[30% Damage Reduction Barrier 1 Follow-Up]/[40% Damage Reduction Barrier 1 Follow-Up] at the beginning of the battle
Grants [DEF +10% (8s)]/[DEF +20% (8s)]/[DEF +30% (8s)] at the beginning of the battle","S","50","36","96","","75","","","105","S","99","62","233","","155","","","105","22354124",""
"Ramza","FFT","6","1","Grass Whistle","Accessory","","","S","1","0","0","0","0","0","0","0","HP +500
Prismatic resistance (moderate)","Quick Cast 4/5/6/7/8%","S","1","","","","","","","","S","1","","","","","","","","23380223",""
"Agrias","FFT","6","1","Durandal","Sword","","","S","50","266","0","0","0","0","95","0","Deadly Strikes 5
Prismatic damage +20%","Holy +1/2/3/4/5% Boost
Quick Cast 3/4/5%
Grants [ATK +10% (8s)]/[ATK +20% (8s)]/[ATK +30% (8s)] at the beginning of the battle","S","50","172","","","","","95","","S","99","360","","","","","95","","21302303",""
