Realm,Character,Img,Sphere,S. Lv 1,S. Lv 2,S. Lv 3,S. Lv 4,S. Lv 5,Requisites,Mote 1 Required,,,,,,Mote 2 Required,,,,,,Mote 3 Required,,,,,,Mote 4 Required,,,,,
XV,Ardyn,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
XV,Ardyn,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
XV,Ardyn,,Monk,HP +60,RES +1,ATK +1,ATK +2,HP +80,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
XV,Ardyn,,Warmage,ATK +3,ATK +3,HP +180,ATK +5,PHY dam. +3%,Warrior,Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XV,Ardyn,,Dark Knight,DEF +2,ATK +2,HP +220,ATK +5,PHY dam. +3%,"Warrior, Knight",Dexterity (4★),2,3,5,7,9,Vitality (4★),3,7,10,13,16,,,,,,,,,,,,
XV,Ardyn,,Viking,ATK +2,DEF +3,ATK +4,HP +230,Sword dam. +3%,"Knight, Monk",Vitality (4★),3,7,10,13,16,Bravery (4★),2,3,5,7,9,,,,,,,,,,,,
XV,Ardyn,,Sky High,Dragoon 5★ -> 6★,Sky High x1,Dragoon dam. +3%,-,-,Dragoon (5★) x1,Dragoon (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
XV,Ardyn,,Demonsblood,Samurai 5★ -> 6★,Demonsblood x1,Samurai dam. +3%,-,-,Samurai (5★) x1,Samurai (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
XV,Lunafreya,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
XV,Lunafreya,,Dancer,MND +1,MAG +1,RES +1,HP +55,MAG +2,,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
XV,Lunafreya,,Red Mage,MND +1,MAG +1,MAG +1,HP +60,MAG +2,,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
XV,Lunafreya,,Devout,MND +3,HP +100,RES +3,MND +6,Water dam. +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
XV,Lunafreya,,Illusionist,MND +3,MND +3,HP +130,MAG +6,MAG +6,"White Mage, Dancer",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XV,Lunafreya,,Summoner,SUM dam. +3%,MAG +3,HP +120,MAG +6,SUM dam. +6%,"Dancer, Red Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XV,Ravus,,Knight,DEF +1,ATK +1,HP +100,ATK +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
XV,Ravus,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
XV,Ravus,,Red Mage,ATK +1,DEF +1,ATK +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
XV,Ravus,,Dark Knight,DEF +2,ATK +2,HP +220,ATK +5,PHY dam. +3%,"Knight, Warrior",Dexterity (4★),2,3,5,7,9,Vitality (4★),3,7,10,13,16,,,,,,,,,,,,
XV,Ravus,,Warmage,ATK +3,DEF +3,HP +180,ATK +5,PHY dam. +3%,Warrior,Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XV,Ravus,,Spellblade,ATK +3,Spellblade dam. +3%,HP +170,ATK +6,Spellblade dam. +6%,"Warrior, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XV,Ravus,,Snowspell Strike,Spellblade 5★ -> 6★,Snowspell Strike x1,Spellblade dam. +3%,,,Spellblade (5★) x1,Spellblade (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
XV,Ravus,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,,,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
XVI,Clive,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
XVI,Clive,,Red Mage,ATK +1,DEF +1,RES +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
XVI,Clive,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
XVI,Clive,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,PHY dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
XVI,Clive,,Spellblade,ATK +3,DEF +3,HP +170,ATK +6,PHY dam. +3%,"Warrior, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XVI,Clive,,Warmage,ATK +3,ATK +4,HP +180,ATK +6,Sword dam. +3%,"Red Mage, Knight",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XVI,Clive,,Snowspell Strike,Spellblade 5★ -> 6★,Snowspell Strike x1,Spellblade dam. +3%,,,Spellblade (5★) x1,Spellblade (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
XVI,Clive,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,,,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
XVI,Jill,,Red Mage,MND +1,DEF +1,MAG +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
XVI,Jill,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
XVI,Jill,,Bard,DEF +1,MND +1,RES +1,HP +55,MND +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
XVI,Jill,,Sage,MND +3,MAG +3,MND +6,MAG +6,Silence Imm. (minor),Red Mage,Spirit (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XVI,Jill,,Magus,MAG +3,HP +100,RES +3,MAG +6,BLK dam. +6%,"Red Mage, Black Mage",Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
XVI,Jill,,Time Mage,DEF +2,RES +2,HP +120,MAG +5,MND +6,"Black Mage, Bard",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XVI,Joshua,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
XVI,Joshua,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
XVI,Joshua,,Red Mage,MND +1,DEF +1,MAG +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
XVI,Joshua,,Sage,MND +3,MAG +3,MND +6,MAG +6,Silence Imm. (minor),Black Mage,Spirit (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XVI,Joshua,,Devout,MND +3,HP +100,RES +3,MND +6,WHT heals +6%,"Black Mage, White Mage",Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
XVI,Joshua,,Magus,MAG +3,HP +100,RES +3,MAG +6,BLK dam. +6%,"White Mage, Red Mage",Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
XVI,Cidolfus,,Warrior,DEF +1,HP +70,DEF +1,RES +1,DEF +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
XVI,Cidolfus,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
XVI,Cidolfus,,Red Mage,MND +1,DEF +1,MAG +1,HP +60,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
XVI,Cidolfus,,Gladiator,RES +3,DEF +3,HP +200,RES +4,Sword dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
XVI,Cidolfus,,Spellblade,MAG +3,DEF +3,HP +170,MAG +6,Lightning dam. +3%,"Warrior, Black Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
XVI,Cidolfus,,Magus,MAG +3,HP +100,RES +3,MAG +6,BLK dam. +6%,"Black Mage, Red Mage",Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
FFT,Ramza,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
FFT,Ramza,,Knight,DEF +1,ATK +1,HP +100,DEF +1,ATK +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
FFT,Ramza,,Ranger,DEF +1,ATK +1,DEF +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
FFT,Ramza,,Gladiator,ATK +3,DEF +3,RES +4,ATK +4,PHY +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Ramza,,Paladin,DEF +3,ATK +3,RES +4,HP +250,DEF +6,"Warrior, Knight",Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Ramza,,Ninja,ATK +3,RES +3,HP +160,ATK +6,Katana dam. +3%,Ranger,Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
FFT,Ramza,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
FFT,Agrias,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
FFT,Agrias,,Knight,DEF +1,ATK +1,HP +100,DEF +1,Knight dam. +3%,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
FFT,Agrias,,Red Mage,DEF +1,ATK +1,DEF +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
FFT,Agrias,,Gladiator,ATK +3,ATK +3,HP +200,ATK +4,Sword dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Agrias,,Paladin,ATK +3,ATK +3,DEF +4,HP +250,Knight dam. +6%,"Warrior, Knight",Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Agrias,,Spellblade,ATK +3,DEF +3,HP +170,ATK +5,ATK +6,"Knight, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
FFT,Agrias,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
FFT,Delita,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
FFT,Delita,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
FFT,Delita,,Red Mage,DEF +1,ATK +1,DEF +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
FFT,Delita,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,PHY +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Delita,,Paladin,ATK +3,DEF +3,ATK +4,HP +250,RES +6,"Warrior, Knight",Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Delita,,Spellblade,ATK +3,DEF +3,HP +170,ATK +6,Spellblade dam. +6%,"Knight, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
FFT,Delita,,Snowspell Strike,Spellblade 5★ -> 6★,Snowspell Strike x1,Spellblade dam. +3%,-,-,Spellblade (5★) x1,Spellblade (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
FFT,Delita,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
FFT,Ovelia,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
FFT,Ovelia,,Red Mage,MND +1,DEF +1,RES +1,HP +60,MND +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
FFT,Ovelia,,Dancer,MND +1,RES +1,RES +1,HP +55,MND +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
FFT,Ovelia,,Devout,WHT heals +3%,HP +100,MND +3,MND +5,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
FFT,Ovelia,,Illusionist,MND +3,RES +3,HP +130,MND +6,Sleep Imm. (minor),"White Mage, Red Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
FFT,Ovelia,,Time Mage,MND +2,RES +2,HP +120,RES +5,Silence Imm. (minor),"Red Mage, Dancer",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
FFT,Mustadio,,Warrior,DEF +1,HP +70,DEF +1,ATK +1,DEF +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
FFT,Mustadio,,Ranger,RES +1,ATK +1,RES +1,HP +60,DEF +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
FFT,Mustadio,,Thief,RES +1,DEF +1,RES +1,HP +55,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
FFT,Mustadio,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,ATK +5,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Mustadio,,Cannoneer,Machinist dam. +3%,DEF +3,Machinist dam. +3%,Gun dam. +3%,Machinist dam. +6%,"Warrior, Ranger, Thief",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Mustadio,,Ninja,RES +3,ATK +3,HP +160,ATK +5,ATK +6,Thief,Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
FFT,Mustadio,,Penalty Snipe,Machinist 5★ -> 6★,Penalty Snipe x1,Machinist dam. +3%,-,-,Machinist (5★) x1,Machinist (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
FFT,Orlandeau,,Knight,DEF +1,ATK +2,HP +100,DEF +1,ATK +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
FFT,Orlandeau,,Warrior,ATK +1,HP +70,DEF +1,ATK +2,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
FFT,Orlandeau,,Red Mage,DEF +1,ATK +1,DEF +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
FFT,Orlandeau,,Paladin,DEF +3,ATK +4,HP +250,ATK +6,Knight dam. +6%,Knight,Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Orlandeau,,Gladiator,ATK +3,ATK +4,HP +160,ATK +6,Enable Axe,"Knight, Warrior",Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Orlandeau,,Spellblade,DEF +3,ATK +4,HP +160,Sword dam. +3%,Spellblade dam. +6%,"Warrior, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
FFT,Orlandeau,,Snowspell Strike,Spellblade 5★ -> 6★,Snowspell Strike x1,Spellblade dam. +3%,-,-,Spellblade (5★) x1,Spellblade (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
FFT,Orlandeau,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
FFT,Orlandeau,,Demonsblood,Samurai 5★ -> 6★,Demonsblood x1,Samurai dam. +3%,-,-,Samurai (5★) x1,Samurai (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
FFT,Gaffgarion,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
FFT,Gaffgarion,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
FFT,Gaffgarion,,Ranger,DEF +1,ATK +1,DEF +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
FFT,Gaffgarion,,Dark Knight,DEF +3,ATK +3,HP +300,ATK +6,Knight 4★ -> 5★,Knight,Dexterity (4★),2,3,5,7,9,Vitality (4★),3,7,10,13,16,,,,,,,,,,,,
FFT,Gaffgarion,,Warmage,ATK +3,ATK +3,HP +250,Dark dam. +3%,Darkness dam. +6%,"Knight, Warrior",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
FFT,Gaffgarion,,Berserker,ATK +3,ATK +3,ATK +4,ATK +5,Sword dam. +3%,"Warrior, Ranger",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
FFT,Rapha,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
FFT,Rapha,,Dancer,MND +1,MAG +1,RES +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
FFT,Rapha,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
FFT,Rapha,,Magus,MND +3,HP +100,RES +3,MAG +6,Witch dam. +6%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
FFT,Rapha,,Time Mage,DEF +2,RES +2,HP +120,MAG +5,MAG +6,"Black Mage, Dancer",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
FFT,Rapha,,Sage,MND +3,MAG +3,HP +120,MAG +6,Rod dam. +3%,White Mage,Spirit (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
FFT,Marach,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
FFT,Marach,,Red Mage,MND +1,DEF +1,MAG +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
FFT,Marach,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
FFT,Marach,,Geomancer,MAG +3,MND +3,HP +130,MAG +6,Rod dam. +3%,Black Mage,Spirit (4★),1,2,3,4,5,Dexterity (4★),2,4,6,8,10,Wisdom (4★),2,4,6,8,10,,,,,,
FFT,Marach,,Magus,MAG +3,HP +100,RES +3,ATK +6,MAG +6,"Black Mage, Red Mage",Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
FFT,Marach,,Ninja,ATK +3,MAG +3,HP +120,MAG +6,HP +120,"Red Mage, Knight",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
FFT,Meliadoul,,Warrior,ATK +1,HP +50,ATK +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
FFT,Meliadoul,,Knight,DEF +1,ATK +1,HP +50,ATK +1,DEF +1,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
FFT,Meliadoul,,Ranger,ATK +1,DEF +1,RES +5,HP +50,ATK +1,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
FFT,Meliadoul,,Gladiator,ATK +3,ATK +3,HP +200,ATK +4,Sword dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Meliadoul,,Paladin,DEF +3,ATK +3,ATK +4,HP +200,DEF +6,"Warrior, Knight",Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Meliadoul,,Viking,ATK +2,ATK +5,RES +5,HP +250,Support dam. +3%,"Knight, Ranger",Vitality (4★),3,7,10,13,16,Bravery (4★),2,3,5,7,9,,,,,,,,,,,,
FFT,Meliadoul,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
FFT,Marche,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
FFT,Marche,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
FFT,Marche,,Thief,DEF +1,DEF +1,ATK +1,ATK +2,HP +80,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
FFT,Marche,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,ATK +5,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Marche,,Paladin,DEF +3,ATK +3,DEF +4,HP +250,DEF +6,"Warrior, Knight",Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
FFT,Marche,,Ninja,ATK +3,ATK +3,HP +160,ATK +6,Sword dam. +3%,Thief,Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
FFT,Marche,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
FFT,Montblanc,,Dancer,MAG +1,MAG +1,RES +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
FFT,Montblanc,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
FFT,Montblanc,,Red Mage,DEF +1,DEF +1,MAG +1,HP +60,RES +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
FFT,Montblanc,,Time Mage,DEF +2,RES +2,HP +120,MAG +5,BLK dam. +6%,"Dancer, Black Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
FFT,Montblanc,,Magus,DEF +3,MAG +3,RES +6,MAG +6,Silence Imm. (minor),"Black Mage, Red Mage",Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
FFT,Montblanc,,Blue Mage,MAG +2,DEF +3,HP +100,HP +120,MAG +6,Red Mage,Spirit (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
