"Realm","Character","Img","Name","Tier","SB Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID","Anima","GL","✓"
"XIV","Cid (XIV)","","Chain Saw","ADSB","ADSB1","PHY","Single enemy","Physical","","Fire, Earth, Wind, Poison, NE","2.50","Twenty single attacks (1.00/1.10/ each) capped at 9999/19999, followed by one single attack (10.00/11.00) capped at 99999 at Chain Saw level 0/1, removes Arcane Dyad Empowered: Cid (XIV) from the user","N","Lowest HP% enemy","750","","","Peacemaker (XIV)","回転のこぎり【XIV】","22780018","","",""
"XIV","Cid (XIV)","","Continuous Flash: Cid (XIV)","Glint++","Glint++1","NAT","Self","","","","0.01","Grants [Quad Element Mode II (Fire, Earth, Wind, Poison)], [Soul Break Gauge +250], and [200% ATB 1]","N","Self","0","","","Gunner's Coat (XIV)","連閃・シド(XIV)","22780021","","",""
"XIV","Cid (XIV)","","War-Awoken Full Metal Field","TASB","TASB1","NAT","Self","","","","0.01","Grants Tactical Awoken Mode & +500 ATK to user
Tactical Awoken Mode: Fire/Earth/Wind/Poison Ability Boost, Triplecast Fire/Earth/Wind/Poison, Unlimited Fire/Earth/Wind/Poison Hones, Cap Break Level 1 to Fire/Earth/Wind/Poison Abilities, Fire/Earth/Wind/Poison Ability Damage +30% & ATB Speed x1.1 to Fire/Earth/Wind/Poison Abilities; Ends after using 8 Fire/Earth/Wind/Poison abilities
TP Max: AOE Fire/NE, Earth/NE, Wind/NE or Poison/NE ranged physical attack at True Cap Break Level 1 under En-Fire, En-Earth, En-Wind or En-Poison","N","Self","500","","WS DMG/WS TBDC1","Sthalmann Special (XIV)","戦醒フルメタルバースト","22780022","","",""
"XIV","Cid (XIV)","","War-Awoken Full Metal Field (Weapon Skill)","TASB","TASB1","PHY","Single enemy","Physical","","Fire, Earth, Wind, Poison, NE","0.01","One single piercing ranged attack at True Cap Break Level 1, grants Instant ATB 1 & Instant Cast 1 to user;
During Tactical Awoken Mode, Cap Break Level 2 & ATB Speed x1.2 to Fire/Earth/Wind/Poison Abilities, and Weapon Skill Blue/Gold if the user has at least Lv.0/2 En-Fire/Earth/Wind/Poison;
WS Blue: Grants [Lv.2 En-Fire/Earth/Wind/Poison Stack] to user
WS Gold: Grants [During Tactical Awoken Mode, ATD Speed x1.3 & Instant Cast to Fire/Earth/Wind/Poison Abilities] to user","N","Lowest HP% enemy","0","","WS DMG/WS TBDC1","Sthalmann Special (XIV)","戦醒フルメタルバースト","22780022","","",""
"XIV","Cid (XIV)","","Starry Excavator","MASB","MASB1","NAT","Self","","","","0.01","Grants Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Fire/NE, Earth/NE, Wind/NE or Poison/NE ranged physical attacks + minor DeProtect for 5 seconds under En-Fire, En-Earth, En-Wind or En-Poison, Hero Boost +30/35/40/45/50% to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Fire/Earth/Wind/Poison/NE ranged physical attack at True Cap Break Level 1 + DeProtect 30% for 5 seconds, Instant Cast 1 to user, removes Master Mode","N","Self","750","","Prismatic DMG/MC DMG","Ataktos (XIV)","極星エクスカベーター","22780023","","",""
"XIV","Cid (XIV)","","Roaring Checkmate","ASB","ASB1","PHY","Single enemy","Physical","","Fire, Earth, Wind, Poison, NE","0.01","Five single ranged attacks, grants Cap Break Level 1, Accel Mode & Instant ATB 1 to user
Accel Mode: Fire/Earth/Wind/Poison Ability High Boost & chases Fire/Earth/Wind/Poison abilities with single-target minor Imperil Fire/Earth/Wind/Poison for 5 seconds and Fire/Earth/Wind/Poison Damage +10% for 5 seconds to party","N","Self","250","","DMG/QC1","Pioneer's Coat (XIV)","轟・チェックメイト","22780024","","",""
"XIV","Ysayle","","Dreams of Ice","Default","Default","NAT","All allies","","","","2.50","[MAG +15%] for 25 seconds","N","All allies","250","","","-","氷結の幻想","23130004","","✓","✓"
"XIV","Ysayle","","Icicle Impact","USB","USB1","BLK","Single enemy","Magical","17.00","Ice, NE","2.50","Ten single attacks (1.70 each), [MAG and RES +30%] to the user for 25 seconds, grants [Attach Ice] and [Icebrand Follow-Up] to the user","N","Lowest HP% enemy","500","MAG +10","","True Ice Rod (XIV)","アイシクルインパクト","23130001","1","✓","✓"
"XIV","Ysayle","","Shiva: Diamond Dust","BSB","BSB1","BLK","All enemies","Magical","12.96","Ice, NE","2.50","Six group attacks (2.16 each), causes [Imperil Ice 20%] for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","All enemies","500","MAG +10","","Hailstorm Coat (XIV)","ダイアモンドダスト","23130002","1","✓","✓"
"XIV","Ysayle","","Glacier Bash","SSB","SSB1","BLK","Single enemy","Magical","17.68","Ice, NE","2.50","Eight single attacks (2.21 each), restores HP to all allies for 40% of their maximum HP","N","Lowest HP% enemy","500","MAG +10","","Cashmere Robe (XIV)","グレイシャーバッシュ","23130003","1","✓","✓"
"XIV","Ysayle","","Permafrost","AASB","AASB1","BLK","Single enemy","Magical","22.50","Ice, NE","2.50","Fifteen single attacks (1.50 each), grants [Attach Ice], [Awoken Ice], [Damage Cap +10000] and [Umbral Freeze Follow-Up] to the user","N","Lowest HP% enemy","500","MAG +10","Damage Up, Cast Time Down, Extra Usage","Hvergelmir (XIV)","パーマフロスト","23130005","11","✓","✓"
"XIV","Ysayle","","Ley Line Blizzaja","AOSB","AOSB1","BLK","Single enemy","Magical","62.90","Ice","2.50","Twenty single attacks (1.82 each), followed by one single attack (26.50) capped at 99999","N","Lowest HP% enemy","750","MAG +10","Damage Up, SB Gauge Down","Goetia Coat (XIV)","黒魔紋ブリザジャ","23130006","5","✓","✓"
"XIV","Ysayle","","Whiteout","Glint+","Glint+1","NAT","Self","","","","0.01","Grants [Attach Ice with Stacking] and [Soul Break Gauge +250]","N","Self","0","MAG +10","","Hailstorm Rod (XIV)","ホワイトアウト","23130007","5","✓","✓"
"XIV","Ysayle","","Oblivion (XIV)","SASB","SASB1","SUM","Single enemy","Magical","22.50","Ice, NE","2.50","Fifteen single attacks (1.50 each), grants [Attach Ice 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [Icy Vessel Mode] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Kaladanda (XIV)","忘却の彼方","23130008","15","✓","✓"
"XIV","Ysayle","","Ice Raiment (Ysayle)","LBG","LBG1","NAT","All allies","","","","0.01","Grants [Attach Ice]","N","All allies","250","MAG +10","Ice Damage Up","Voeburtite Tunic of Casting (XIV)","氷装【イゼル】","23130009","8","✓","✓"
"XIV","Ysayle","","Icy Silence (Engaged)","ADSB","ADSB1","NAT","Self","","","","0.01","Grants [Attach Ice with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Ysayle], [Icy Silence Damage Tracker] and [Icy Silence Level]","N","Self","0","","Stat Boon","The King's Rod (XIV)","氷結の静寂","23130010","10","✓","✓"
"XIV","Ysayle","","Icy Silence","ADSB","ADSB1","SUM","Single enemy","Magical","97.60","Ice, NE","2.50","Twenty single attacks (3.15/3.50/3.85 each) capped at 9999/19999/29999, followed by one single attack (34.60/38.06/41.52) capped at 99999 at Icy Silence level 0/1/2, removes Arcane Dyad Empowered: Ysayle from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","The King's Rod (XIV)","氷結の静寂","23130010","10","✓","✓"
"XIV","Ysayle","","Awoken Whiteout","DASB","DASB1","SUM","Single enemy","Magical","24.50","Ice, NE","2.50","Seven single attacks (3.50 each) capped at 19999, grants [MAG and MND +50% (25s)], [Attach Ice with Stacking], [Damage Cap +20000], [Dual Awoken Ice Mode I (Ysayle)] and [Ice Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Paikea (XIV)","覚醒ホワイトアウト","23130013","","✓","✓"
"XIV","Ysayle","","Awoken Whiteout (Dual Shift)","DASB","DASB1","NAT","Single enemy","","","","0.01","Causes [DEF, RES and MND -70% (8s)], grants [Instant ATB 1] and [Dual Awoken Ice Mode II (Ysayle)] to the user","N","Lowest HP% enemy","0","","","Paikea (XIV)","覚醒ホワイトアウト","23130013","","✓","✓"
"XIV","Ysayle","","Zenith Hailfrost Impact","ZSB","ZSB1","SUM","Single enemy","Magical","21.35","Ice, NE","2.50","Seven single summoning attacks (3.05) capped at 19999, grants [Damage Cap +10000], [Attach Ice 3 with Stacking], [Zenith Mode], and [Zenith Mode: Ysayle (Ice)]","N","Lowest HP% enemy","500","","","Fae Rod (XIV)","究極ヘイルインパクト","23130015","","",""
"XIV","Ysayle","","Divine Might: Ysayle","OZSB","OZSB1","SUM","Single enemy","Magical","153.20","Ice","2.50","Seven single summon attacks (8.60/9.30/9.65/10.00 each) capped at 19999/29999/49999/59999, followed by three single piercing attacks (31.00 each) capped at 99999.  Multiplier/cap requirements: 0-2/3-4/5+ Ice abilities equipped on allies/5+ Ice abilities equipped on allies and 2+ allies with Attach Ice","N","Lowest HP% enemy","250","","","Diamond Rod (XIV)","神威・イゼル","23130016","","",""
"XIV","Ysayle","","Woven Bond: Ysayle (Ice)","LBC","LBC1","SUM","Single enemy","Magical","8.00","Ice, NE","0.01","Ten single summon attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Ysayle - Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","","Augmented Hailstorm Crown of Casting (XIV)","紡絆・イゼル氷","23130017","","",""
"XIV","Ysayle","","Awoken Diamond Dust","DASB","DASB2","SUM","Single enemy","Magical","21.35","Ice, NE","2.50","Seven single summon attacks (3.05 each) capped at 19999, grants [MAG and MND +50% (25s)], [Damage Cap +10000], [Attach Ice with Stacking], [Ice Resonance +5% Boost], and [Dual Awoken Ice Mode I (Ysayle II)]","N","Lowest HP% enemy","500","","","Augmented Hailstorm Gloves of Casting (XIV)","覚醒ダイアモンドダスト","23130018","","",""
"XIV","Ysayle","","Awoken Diamond Dust (Dual Shift)","DASB","DASB2","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Ice Mode II (Ysayle II)]","N","Self","0","","","Augmented Hailstorm Gloves of Casting (XIV)","覚醒ダイアモンドダスト","23130018","","",""
"XIV","Ysayle","","Radiant Permafrost","CASB","CASB1","SUM","Single enemy","Magical","","Ice, NE","2.50","7 single-target summon magic attacks (3.05 each) capped at 19999, En-Ice, En-Ice Stack, Cap Break Level 1 & Crystal Mode to user
Crystal Mode: Ice Ability Boost, Dualcast Ice, Zero Hone Cost to Ice Abilities & 25% DEF/RES Pierce
Crystal Force I/II: 4 single-target Ice/NE summon magic attacks (6.60 each) capped at 19999, Instant Cast, [Cap Break Level 2, Ice Ability Damage +50%, Dualcast Ice, Quick ATB & 50% DEF/RES Pierce] for 1 turn to user","N","Lowest HP% enemy","500","","","Shiva's Diamond Rod (XIV)","耀光パーマフロスト","23130020","","",""
"XIV","Ysayle","","Roaring Ice Brand","ASB","ASB1","SUM","Single enemy","Magical","13.00","Ice, NE","0.01","5 single attacks (2.60 each), grants [Damage Cap +10000], [Accel Mode: Ysayle (Ice)], and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","","Iceheart's Attire (XIV)","轟・アイスブランド","23130021","","","✓"
"XIV","Ysayle","","Starry Eternal Grace","MASB","MASB1","NAT","Self","","","","0.01","Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Ice/NE summon magic attacks, Hero Boost +30/35/40/45/50% & Cap Break Level 3/4/5/6/7 to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Ice/NE summon magic attack at True Cap Break Level 1, [True Cap Break Level 1, Instant Cast & Hero Boost +50%] for 1 turn to user, removes Master Mode","N","Self","750","","","True Ice Brand (XIV)","極星最期の静寂","23130022","","",""
"XIV","Ysayle","","Soul Drive: Ysayle","LBSD","LBSD1","NAT","Self","","","","0.01","Soul Drive Mode & Instant ATB 1 to user
Soul Drive Mode: -1 SB Gauge Cost, Instant SB Cast, Cap Break Level 1 to SB & SB Damage +50%; Grants Instant ATB 1 to user after casting SB, removes Soul Drive Mode","N","Self","250","","","True Ice Bow (XIV)","SD・イゼル","23130023","","",""
"XIV","Haurchefant","","Rampart (XIV)","Default","Default","NAT","All allies","","","","2.50","[DEF and RES +20%] for 20 seconds","N","All allies","250","","","-","ランパート【XIV】","23110004","","✓","✓"
"XIV","Haurchefant","","Live to Serve","USB","USB1","NAT","Self","","","","2.50","Grants [HP Stock (6000)], [Cover Boost] and [Haurchefant Cover] to the user","N","Self","500","ATK +10","","Fortemps Kite Shield (XIV)","ただ盟友のため","23110001","1","✓","✓"
"XIV","Haurchefant","","Time of Need","BSB","BSB1","PHY","Random enemies","Physical","6.16","Holy, Ice","2.50","Eight random attacks (0.77 each), [ATK and MAG -50%] for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","Random enemies","500","ATK +10","","Fortemps Winglet (XIV)","サークルオブドゥーム","23110002","1","✓","✓"
"XIV","Haurchefant","","Royal Authority","SSB","SSB1","PHY","Single enemy","Physical","7.68","Holy, Ice","2.50","Eight single attacks (0.96 each), restores HP to all allies for 40% of their maximum HP","N","Lowest HP% enemy","500","ATK +10","","Fortemps Vambraces (XIV)","ロイヤルアソリティ","23110003","1","✓","✓"
"XIV","Haurchefant","","Fortemps Authority","AASB","AASB1","PHY","Single enemy","Physical","9.00","Holy, Ice, NE","2.50","Fifteen single attacks (0.60 each), grants [ATK, DEF, MAG and RES +30% (25s)] to all allies, grants [50% Damage Reduction Barrier 1]/[50% Damage Reduction Barrier 1] and [Weakness +15% Boost (15s)]/[75% Damage Reduction Barrier 1] and [Weakness +30% Boost (15s)] to all allies if 1/2/4+ FF14 allies are alive, grants [Attach Holy], [Awoken Knight] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Almace (XIV)","フォルタンアソリティ","23110005","11","✓","✓"
"XIV","Haurchefant","","Fortemps Blade","USB","USB2","PHY","Single enemy","Physical","6.20","Holy, Ice, NE","0.01","Ten single attacks (0.62 each), grants [Last Stand] and [50% Damage Reduction Barrier 1] to all allies, grants [Attach Holy] to the user","N","Lowest HP% enemy","500","ATK +10","","Ancile (XIV)","フォルタンブレード","23110006","5","✓","✓"
"XIV","Haurchefant","","Resolute Will","Glint+","Glint+1","NAT","All allies","","","","0.01","Grants [50% Damage Reduction Barrier 1], grants [Attach Holy with Stacking] to the user","N","All allies","0","ATK +10","","Shire Shield (XIV)","アイアンウィル","23110007","5","✓","✓"
"XIV","Haurchefant","","Passage of Arms","SASB","SASB1","PHY","Single enemy","Physical","9.00","Holy, Ice, NE","2.50","Fifteen single attacks (0.60 each), grants [40% Damage Reduction Barrier 1] to all allies, grants [Attach Holy 3 with Stacking], [Synchro Mode], [Damage Cap +10000] and [Silver Swordsman Mode] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Aettir (XIV)","パッセージオブアームズ","23110008","","✓","✓"
"XIV","Haurchefant","","Last Bastion","LBO","LBO1","PHY","Single enemy","Physical","40.00","Holy, Ice","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","","Limit Break Damage Up, Cast Time Down","Priwen (XIV)","ラストバスティオン","23110009","10","✓","✓"
"XIV","Haurchefant","","Awoken Circle of Scorn","DASB","DASB1","PHY","Single enemy","Physical","6.30","Holy, Ice, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [50% Damage Reduction Barrier 1] to all allies, grants [Attach Holy with Stacking], [Damage Cap +10000], [Dual Awoken Knight Mode I (Haurchefant)] and [Knight Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Exarchic Sword (XIV)","覚醒Cオブドゥーム","23110010","","","✓"
"XIV","Haurchefant","","Awoken Circle of Scorn (Dual Shift)","DASB","DASB1","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Knight Mode II (Haurchefant)]","N","Self","0","","","Exarchic Sword (XIV)","覚醒Cオブドゥーム","23110010","","","✓"
"XIV","Haurchefant","","Confiteor (Engaged)","ADSB","ADSB1","NAT","Self","","","","0.01","Grants [Attach Holy with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Haurchefant], [Confiteor Damage Tracker] and [Confiteor Level]","N","Self","0","","Stat Boon","High Durium Shield (XIV)","コンフィテオル","23110012","","","✓"
"XIV","Haurchefant","","Confiteor","ADSB","ADSB1","PHY","Single enemy","Physical","30.00","Holy, Ice, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Confiteor level 0/1/2, removes Arcane Dyad Empowered: Haurchefant from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","High Durium Shield (XIV)","コンフィテオル","23110012","","","✓"
"XIV","Haurchefant","","Proud Steel","Glint+","Glint+2","NAT","Self","","","","0.01","Grants [Quick Cast 3] and [Soul Break Gauge +250]","N","Self","0","ATK +10","","Dreadwyrm Armor of Fending (XIV)","誇り高き剣士","23110015","9","","✓"
"XIV","Haurchefant","","Starry Fortemps Assault","MASB","MASB1","NAT","Self","","","","0.01","Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Holy/NE physical attacks + minor DeProtect for 5 seconds, Hero Boost +30/35/40/45/50% to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Holy/NE physical attack at True Cap Break Level 1 + DeProtect 30% for 5 seconds, Instant Cast 1 to user, removes Master Mode","N","Self","750","","","High Durium Sword (XIV)","極星フォルタンアサルト","23110016","","",""
"XIV","Haurchefant","","Radiant Fortemps Blade","CASB","CASB1","PHY","Single enemy","Physical","","Holy, Ice, NE","2.50","7 single-target Holy/Ice/NE physical attacks at Cap Break Level 1, En-Holy, En-Holy Stack, Cap Break Level 1 & Crystal Mode to user
Crystal Mode: Knight Ability Boost, Dualcast Knight, Zero Hone Cost to Knight Abilities & 25% DEF/RES Pierce
Crystal Force I/II: 4 single-target Holy/Ice/NE physical attacks at Cap Break Level 1, Instant Cast, Damage +30% for 1 turn to Knight/XIV members, [Cap Break Level 1, Instant Cast, Quick ATB & 50% DEF/RES Pierce] for 1 turn to user","N","Lowest HP% enemy","500","","","Fallen's Sollerets (XIV)","耀光フォルタンブレード","23110017","","",""
"XIV","Haurchefant","","Zenith Royal Authority","ZSB","ZSB1","PHY","Single enemy","Physical","","Holy, Ice, NE","2.50","7 single-target Holy/Ice/NE physical attacks at Cap Break Level 1, Lv.3 En-Holy, En-Holy Stack, Cap Break Level 1 & Ultimate Mode to user
Ultimate Spirit Mode: En-Holy Damage +20%, Physical Casting Speed x1.1 & chases 2 Knight abilities with Weakness Damage +30% for 3 turns to user/party with at least 0/4 Knight/XIV members (max 1 chase)
Ultimate Dexterity Mode: Dualcast Knight, Higher Multiplier & Zero Hone Cost to Hero Ability; Fortemps Blade+: Higher multiplier & Cap Break Level 1 after 3 uses; Circle of Scorn+: 1.2s CT
Ultimate Vitality Mode: +1500 max HP & Astra to user","N","Lowest HP% enemy","500","","","Hellfire Armor of Fending (XIV)","究極ロイヤルアソリティ","23110018","","",""
"XIV","Haurchefant","","Roaring Spirits Within","ASB","ASB1","PHY","Single enemy","Physical","","Holy, Ice, NE","0.01","5 single-target Holy/NE physical attacks, Cap Break Level 1, Accel Mode & Instant ATB 1 to user
Accel Mode: Holy Ability High Boost & chases Holy abilities with 2 single-target Holy/NE physical attacks, Prismatic Damage +10% for 5 seconds to party
","N","Lowest HP% enemy","250","","","Creed Cuirass (XIV)","轟・Sウィズイン","23110019","","",""
"XIV","Haurchefant","","War-Awoken Blade of Honor","TASB","TASB1","NAT","Self","","","","0.01","Grants Tactical Awoken Mode & +500 ATK to user
Tactical Awoken Mode: Holy Ability Boost, Triplecast Holy, Unlimited Holy Hones, Cap Break Level 1 to Holy Abilities, Holy Ability Damage +30% & ATB Speed x1.1 to Holy Abilities; Ends after using 8 Holy abilities
TP Max: AOE Holy/NE physical attack at True Cap Break Level 1","N","Self","500","","WS DMG/WS TBDC1","Moonward Longsword (XIV)","戦醒ブレードオブオナー","23110021","","",""
"XIV","Haurchefant","","War-Awoken Blade of Honor (Weapon Skill)","TASB","TASB1","PHY","Single enemy","Physical","","Holy, Ice, NE","0.01","One single piercing attack at True Cap Break Level 1, grants Instant ATB 1 & Instant Cast 1 to user;
During Tactical Awoken Mode, Cap Break Level 2 & ATB Speed x1.2 to Holy Abilities, and Weapon Skill Blue/Gold if there are at least 0/4 Knight/XIV members;
WS Blue: Grants [Dualcast Holy 3, Instant Holy 3 & Weakness Damage +30% for 3 turns] to user
WS Gold: Grants [Surging Power +30%] to party","N","Lowest HP% enemy","0","","WS DMG/WS TBDC1","Moonward Longsword (XIV)","戦醒ブレードオブオナー","23110021","","",""
"XIV","Haurchefant","","Soul Drive: Haurchefant","LBSD","LBSD1","NAT","Self","","","","0.01","Grants Soul Drive Mode & Instant ATB 1 to user
Soul Drive Mode: -1 SB Gauge Cost & Instant SB Cast; Grants Quick ATB 1 & Damage +30% for 1 turn to XIV members after casting SB, removes Soul Drive Mode","N","Self","250","","BDC1","Moonward Kite Shield (XIV)","SD・オルシュファン","23110022","","",""
"XIV","Estinien","","Jump (XIV)","Default","Default","PHY","Single enemy","Physical","1.50","-","2.50","One single ranged jump attack (1.50)","N","Lowest HP% enemy","250","","","-","ジャンプ【XIV】","23120004","","✓","✓"
"XIV","Estinien","","Skydragon Dive","USB","USB1","PHY","Single enemy","Physical","7.10","Wind, Dark","2.50","Ten single ranged jump attacks (0.71 each), grants [ATK and DEF +30%] for 25 seconds, [Attach Wind], [Quick Cast 1] and [Dragoon Quick Cycle: Wind] to the user","N","Lowest HP% enemy","500","ATK +10","","Gae Bolg (XIV)","蒼空のドラゴンダイブ","23120001","1","✓","✓"
"XIV","Estinien","","The Azure Dragoon","BSB","BSB1","PHY","Single enemy","Physical","6.64","Wind, Dark","2.50","Eight single ranged jump attacks (0.83 each), grants [Haste], [Attach Wind] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Drachen Mail (XIV)","蒼の竜騎士","23120002","1","✓","✓"
"XIV","Estinien","","Draconian Light","SSB","SSB1","NAT","All allies","","","","2.50","Grants [50% Critical] and [Stoneskin: 30%]","N","All allies","500","ATK +10","","Drachen Armet (XIV)","竜眼の加護","23120003","1","✓","✓"
"XIV","Estinien","","Black Dragon Dive","SASB","SASB1","PHY","Single enemy","Physical","9.00","Wind, Dark, NE","2.50","Fifteen single ranged jump attacks (0.60 each), grants [Twin Element Mode III (Wind, Dark)], [Synchro Mode], [Damage Cap +10000] and [Azure Dragoon Mode] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Ironworks Nidhogg (XIV)","漆黒のドラゴンダイブ","23120005","10","✓","✓"
"XIV","Estinien","","Azure Successor","AASB","AASB1","PHY","Single enemy","Physical","9.00","Wind, Dark, NE","2.50","Fifteen single ranged jump attacks (0.60 each), grants [Twin Element Mode (Wind, Dark)], [Awoken Ex-Azure Dragoon], [Damage Cap +10000], [Skybreaker's Might] and [No Air Time 3] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Iceheart Mail (XIV)","蒼を継ぐ者","23120006","11","✓","✓"
"XIV","Estinien","","Crimson Dragoon","USB","USB2","PHY","Single enemy","Physical","7.10","Wind, Dark, NE","2.50","Ten single ranged jump attacks (0.71 each), grants [Twin Element Mode II (Wind, Dark)], [Jump Instant Cast] and [Wind, Dark Ability +30% Boost (15s)] to the user","N","Lowest HP% enemy","500","ATK +10","","Rhongomiant (XIV)","紅の竜騎士","23120007","6","✓","✓"
"XIV","Estinien","","Life of the Dragon","Glint+","Glint+1","NAT","Self","","","","0.01","Grants [Twin Element Mode II (Wind, Dark)] and [High Quick Cast 1]","N","Self","0","ATK +10","","Dreadwyrm Mail of Maiming (XIV)","紅の竜血","23120008","6","✓","✓"
"XIV","Estinien","","Zenith Azure Successor","ZSB","ZSB1","PHY","Single enemy","Physical","6.30","Wind, Dark, NE","2.50","Seven single ranged jump attacks (0.90 each) capped at 19999, grants [Attach Wind 2 with Stacking]/[Attach Dark 2 with Stacking] if entry damage was Wind/Dark, [Zenith Mode], [Zenith Mode: Estinien] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Radiant's Partisan (XIV)","究極蒼を継ぐ者","23120009","","","✓"
"XIV","Estinien","","Awoken Draconic Dive","DASB","DASB1","PHY","Single enemy","Physical","6.30","Wind, Dark, NE","2.50","Seven single ranged jump attacks (0.90 each) capped at 19999, grants [Twin Element Mode II (Wind, Dark)], [Damage Cap +10000], [Dual Awoken Ex-Azure Dragoon Mode I (Estinien)] and [Dragoon Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Abel's Lance (XIV)","覚醒ドラゴンダイブ","23120010","","","✓"
"XIV","Estinien","","Awoken Draconic Dive (Dual Shift)","DASB","DASB1","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Ex-Azure Dragoon Mode II (Estinien)] to the user","N","Self","0","","","Abel's Lance (XIV)","覚醒ドラゴンダイブ","23120010","","","✓"
"XIV","Estinien","","Apex Azure Dragoon (Engaged)","ADSB","ADSB1","NAT","Self","","","","0.01","Grants [Twin Element Mode (Wind, Dark)], [Damage Cap +10000], [Arcane Dyad Empowered: Estinien], [Apex Azure Dragoon Damage Tracker] and [Apex Azure Dragoon Level]","N","Self","0","","Stat Boon","Ktiseos Spear (XIV)","蒼の竜騎士・極","23120012","","","✓"
"XIV","Estinien","","Apex Azure Dragoon","ADSB","ADSB1","PHY","Single enemy","Physical","30.00","Wind, Dark","2.50","Twenty single attacks (1.00/1.10 each) capped at 9999/19999, followed by one single attack (10.00/11.00) capped at 99999 at Apex Azure Dragoon Level level 0/1, removes Arcane Dyad Empowered: Estinien from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Ktiseos Spear (XIV)","蒼の竜騎士・極","23120012","","","✓"
"XIV","Estinien","","Continuous Flash: Estinien","Glint++","Glint++1","NAT","Self","","","","0.01","Grants [100% Critical (25s)], [200% ATB 1] and [Quick Cast 1] to the user","N","Self","0","","Wind/Dark Dmg Up, DRB","Palaka Couse (XIV)","連閃・エスティニアン","23120015","","","✓"
"XIV","Estinien","","Starry Heaven Diver","MASB","MASB1","NAT","Self","","","","0.01","Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Wind/NE or Dark/NE jump attacks under En-Wind or En-Dark, Hero Boost +30/35/40/45/50% & Cap Break Level 3/4/5/6/7 to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Wind/Dark/NE jump attack at True Cap Break Level 1, [True Cap Break Level 1, Deadly Strikes +30% & Hero Boost +50%] for 1 turn to user, removes Master Mode","N","Self","750","","","Brionac (XIV)","極星ヘヴンダイバー","23120016","","",""
